,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,PK_Attempted
98,112,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,1998,4,0,26,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,
99,113,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,5,2,232,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,
100,114,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,22,1998,30,23,"1,781",19.8,7,3,10,5,2,2,3,1,9.9,8.3,4.0,12.3,74.0,130.0,172.0,0.35,0.15,0.51,0.25,0.4,0.5,0.2,0.7,0.42,0.62,
101,115,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2002,34,21,"1,731",19.2,2,5,7,2,0,0,2,0,3.4,3.4,5.8,9.2,56.0,87.0,92.0,0.1,0.26,0.36,0.1,0.36,0.17,0.3,0.48,0.17,0.48,
102,116,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,22,16,"1,556",17.3,0,2,2,0,0,0,3,0,0.3,0.3,1.3,1.6,33.0,77.0,81.0,0.0,0.12,0.12,0.0,0.12,0.02,0.07,0.09,0.02,0.09,
103,117,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
104,118,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,34,33,"2,983",33.1,3,0,3,3,0,0,11,0,2.1,2.1,2.0,4.0,38.0,119.0,50.0,0.09,0.0,0.09,0.09,0.09,0.06,0.06,0.12,0.06,0.12,
105,119,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,21,20,"1,669",18.5,0,0,0,0,0,0,4,0,0.6,0.6,0.6,1.1,11.0,119.0,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,
106,120,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,1996,28,17,"1,496",16.6,4,2,6,4,0,0,5,0,3.7,3.7,2.0,5.6,50.0,65.0,135.0,0.24,0.12,0.36,0.24,0.36,0.22,0.12,0.34,0.22,0.34,
107,121,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,33,26,"2,426",27.0,0,0,0,0,0,0,5,0,0.4,0.4,0.8,1.1,26.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,
108,122,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,24,16,"1,510",16.8,2,1,3,2,0,0,3,0,1.8,1.8,0.2,2.0,9.0,43.0,2.0,0.12,0.06,0.18,0.12,0.18,0.11,0.01,0.12,0.11,0.12,
109,123,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,34,30,"2,807",31.2,0,1,1,0,0,0,8,0,1.8,1.8,0.9,2.7,37.0,173.0,19.0,0.0,0.03,0.03,0.0,0.03,0.06,0.03,0.09,0.06,0.09,
110,125,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,
111,126,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,13,2,294,3.3,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,4.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.27,0.24,0.27,
112,127,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,1999,4,0,47,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,
113,128,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
114,129,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,1992,33,32,"2,764",30.7,4,5,9,4,0,0,3,0,2.7,2.7,2.6,5.3,109.0,144.0,118.0,0.13,0.16,0.29,0.13,0.29,0.09,0.08,0.17,0.09,0.17,
115,130,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,30,30,"2,585",28.7,3,6,9,3,0,0,7,1,2.4,2.4,4.2,6.6,30.0,180.0,33.0,0.1,0.21,0.31,0.1,0.31,0.08,0.15,0.23,0.08,0.23,
116,131,Tolu Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,2000,10,0,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,
117,132,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,2001,8,0,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,8.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,
118,134,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,1990,30,25,"1,818",20.2,3,0,3,3,0,0,9,0,0.9,0.9,0.4,1.3,48.0,80.0,37.0,0.15,0.0,0.15,0.15,0.15,0.04,0.02,0.07,0.04,0.07,
119,135,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,1988,9,1,224,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,
120,136,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,13,8,762,8.5,1,0,1,1,0,0,2,0,0.3,0.3,0.3,0.6,7.0,31.0,8.0,0.12,0.0,0.12,0.12,0.12,0.03,0.03,0.07,0.03,0.07,
121,138,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,1996,35,21,"1,869",20.8,5,2,7,5,0,0,1,0,3.8,3.8,3.3,7.0,92.0,82.0,166.0,0.24,0.1,0.34,0.24,0.34,0.18,0.16,0.34,0.18,0.34,
122,139,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,6,0,95,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,
123,140,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,33,33,"2,864",31.8,14,13,27,9,5,5,9,0,12.4,8.5,9.0,17.5,93.0,144.0,269.0,0.44,0.41,0.85,0.28,0.69,0.39,0.28,0.67,0.27,0.55,
124,141,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,1993,17,11,828,9.2,1,1,2,1,0,0,0,1,1.2,1.2,0.2,1.4,22.0,14.0,58.0,0.11,0.11,0.22,0.11,0.22,0.13,0.02,0.15,0.13,0.15,
125,142,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,24,1996,18,13,956,10.6,1,0,1,1,0,0,1,0,0.4,0.4,0.8,1.3,43.0,44.0,95.0,0.09,0.0,0.09,0.09,0.09,0.04,0.08,0.12,0.04,0.12,
126,143,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,1999,12,9,838,9.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,
127,144,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,1989,29,26,"2,332",25.9,10,3,13,8,2,2,2,0,10.2,8.6,2.4,11.0,65.0,66.0,195.0,0.39,0.12,0.5,0.31,0.42,0.39,0.09,0.48,0.33,0.42,
128,146,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,37,37,"3,216",35.7,1,3,4,1,0,0,2,1,0.3,0.3,3.9,4.3,105.0,157.0,159.0,0.03,0.08,0.11,0.03,0.11,0.01,0.11,0.12,0.01,0.12,
129,147,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,1997,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,148,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,de Bundesliga,26,1994,23,21,"1,957",21.7,0,4,4,0,0,0,4,0,0.9,0.9,2.7,3.6,38.0,60.0,108.0,0.0,0.18,0.18,0.0,0.18,0.04,0.13,0.17,0.04,0.17,
131,149,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,27,1992,19,19,"1,605",17.8,2,3,5,2,0,0,0,0,1.1,1.1,3.4,4.5,28.0,59.0,82.0,0.11,0.17,0.28,0.11,0.28,0.06,0.19,0.25,0.06,0.25,
132,150,Charlie Austin,eng ENG,"FW,MF",West Brom,eng Premier League,31,1989,5,0,138,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,
133,151,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,26,1994,8,2,202,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,
134,152,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,1997,21,16,"1,359",15.1,5,2,7,5,0,0,0,0,6.1,6.1,1.3,7.4,19.0,16.0,108.0,0.33,0.13,0.46,0.33,0.46,0.4,0.08,0.49,0.4,0.49,
135,153,Mehmet Aydin,de GER,DF,Schalke 04,de Bundesliga,18,2002,6,6,500,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,
136,154,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,28,1991,33,23,"2,096",23.3,1,3,4,1,0,0,4,0,2.2,2.2,0.7,2.9,58.0,35.0,109.0,0.04,0.13,0.17,0.04,0.17,0.09,0.03,0.13,0.09,0.13,
137,155,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,1994,19,7,796,8.8,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,19.0,41.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,
138,156,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,1991,38,38,"3,399",37.8,0,0,0,0,0,0,7,0,1.7,1.7,3.2,4.9,110.0,224.0,110.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,
139,157,Ramon Azeez,ng NGA,MF,Granada,es La Liga,27,1992,2,1,101,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,
140,158,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,1989,26,24,"2,188",24.3,1,2,3,1,0,0,5,1,0.7,0.7,2.5,3.2,37.0,135.0,83.0,0.04,0.08,0.12,0.04,0.12,0.03,0.1,0.13,0.03,0.13,
141,159,Ludovic Baal,gf GUF,"DF,MF",Brest,fr Ligue 1,34,1986,7,3,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,8.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,
142,160,Carlos Bacca,co COL,FW,Villarreal,es La Liga,33,1986,23,9,786,8.7,5,0,5,5,0,0,1,0,3.2,3.2,1.0,4.2,11.0,14.0,52.0,0.57,0.0,0.57,0.57,0.57,0.36,0.12,0.48,0.36,0.48,
143,161,Loïc Bade,fr FRA,DF,Lens,fr Ligue 1,20,2000,31,29,"2,610",29.0,0,0,0,0,0,0,11,1,1.0,1.0,0.3,1.3,42.0,113.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,
144,162,Milan Badelj,hr CRO,MF,Genoa,it Serie A,31,1989,30,29,"2,408",26.8,1,4,5,1,0,0,7,0,0.8,0.8,2.7,3.5,23.0,170.0,25.0,0.04,0.15,0.19,0.04,0.19,0.03,0.1,0.13,0.03,0.13,
145,164,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,19,2001,35,32,"2,870",31.9,2,1,3,2,0,0,5,0,2.3,2.3,1.2,3.5,17.0,170.0,6.0,0.06,0.03,0.09,0.06,0.09,0.07,0.04,0.11,0.07,0.11,
146,165,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,2001,6,2,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,
147,166,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,es La Liga,20,2000,22,4,543,6.0,1,0,1,1,0,0,0,0,1.6,1.6,0.7,2.3,9.0,15.0,26.0,0.17,0.0,0.17,0.17,0.17,0.26,0.12,0.38,0.26,0.38,
148,167,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,1992,30,18,"1,616",18.0,6,2,8,6,0,1,4,0,8.3,7.5,1.0,8.5,34.0,22.0,110.0,0.33,0.11,0.45,0.33,0.45,0.46,0.06,0.52,0.42,0.48,
149,168,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,22,1997,30,25,"2,141",23.8,9,8,17,9,0,0,6,0,6.2,6.2,6.0,12.2,112.0,63.0,254.0,0.38,0.34,0.71,0.38,0.71,0.26,0.25,0.51,0.26,0.51,
150,169,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,1994,12,10,916,10.2,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,
151,171,Tiemoué Bakayoko,fr FRA,MF,Napoli,it Serie A,25,1994,32,23,"1,964",21.8,2,1,3,2,0,0,6,1,1.1,1.1,0.8,1.9,15.0,99.0,17.0,0.09,0.05,0.14,0.09,0.14,0.05,0.04,0.09,0.05,0.09,
152,172,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,2000,26,18,"1,694",18.8,0,2,2,0,0,0,1,0,0.3,0.3,1.9,2.1,31.0,77.0,180.0,0.0,0.11,0.11,0.0,0.11,0.01,0.1,0.11,0.01,0.11,
153,175,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,17,2002,7,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.27,0.22,0.27,
154,176,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,28,1991,14,13,"1,198",13.3,1,0,1,1,0,0,1,1,0.7,0.7,0.0,0.7,3.0,30.0,2.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,
155,177,Keita Baldé,sn SEN,FW,Sampdoria,it Serie A,25,1995,25,12,"1,197",13.3,7,1,8,7,0,0,4,1,5.7,5.7,2.4,8.1,40.0,26.0,110.0,0.53,0.08,0.6,0.53,0.6,0.42,0.18,0.61,0.42,0.61,
156,178,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,27,1993,32,32,"2,787",31.0,0,2,2,0,0,0,7,0,1.2,1.2,2.9,4.0,68.0,75.0,140.0,0.0,0.06,0.06,0.0,0.06,0.04,0.09,0.13,0.04,0.13,
157,179,Gareth Bale,wls WAL,FW,Tottenham,eng Premier League,31,1989,20,10,920,10.2,11,2,13,11,0,0,1,0,5.8,5.8,1.8,7.6,31.0,43.0,85.0,1.08,0.2,1.27,1.08,1.27,0.57,0.18,0.74,0.57,0.74,
158,180,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,32,1988,23,17,"1,689",18.8,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,28.0,52.0,48.0,0.0,0.05,0.05,0.0,0.05,0.0,0.04,0.05,0.0,0.05,
159,181,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,1999,21,19,"1,634",18.2,2,0,2,2,0,0,6,1,2.0,2.0,0.0,2.0,11.0,48.0,1.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,
160,182,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,23,1997,24,6,662,7.4,0,3,3,0,0,0,2,0,0.1,0.1,0.7,0.8,30.0,24.0,52.0,0.0,0.41,0.41,0.0,0.41,0.02,0.1,0.11,0.02,0.11,
161,183,Botond Balogh,hu HUN,DF,Parma,it Serie A,18,2002,3,1,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
162,184,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,30,1990,16,16,"1,347",15.0,0,0,0,0,0,0,2,0,0.1,0.1,1.4,1.4,19.0,53.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.1,
163,185,Jonathan Bamba,ci CIV,MF,Lille,fr Ligue 1,24,1996,38,34,"2,985",33.2,6,9,15,6,0,0,2,0,4.2,4.2,5.1,9.3,103.0,128.0,262.0,0.18,0.27,0.45,0.18,0.45,0.13,0.15,0.28,0.13,0.28,
164,186,Robson Bambu,br BRA,DF,Nice,fr Ligue 1,22,1997,15,12,"1,046",11.6,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,10.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,
165,187,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,26,1993,38,37,"3,050",33.9,17,7,24,15,2,2,3,0,18.2,16.6,3.5,20.2,32.0,31.0,167.0,0.5,0.21,0.71,0.44,0.65,0.54,0.1,0.64,0.49,0.6,
166,190,Simon Banza,cd COD,FW,Lens,fr Ligue 1,23,1996,34,12,"1,372",15.2,5,2,7,4,1,1,6,1,6.0,5.2,2.1,7.3,17.0,34.0,115.0,0.33,0.13,0.46,0.26,0.39,0.39,0.14,0.53,0.34,0.48,
167,191,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,25,1994,34,32,"2,765",30.7,7,3,10,7,0,0,5,1,6.8,6.8,2.2,9.1,64.0,147.0,101.0,0.23,0.1,0.33,0.23,0.33,0.22,0.07,0.3,0.22,0.3,
168,192,Federico Barba,it ITA,DF,Benevento,it Serie A,26,1993,32,31,"2,659",29.5,0,2,2,0,0,0,8,0,0.8,0.8,1.4,2.2,23.0,80.0,26.0,0.0,0.07,0.07,0.0,0.07,0.03,0.05,0.08,0.03,0.08,
169,193,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,24,1996,4,3,250,2.8,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,
170,194,Barcia,es ESP,DF,Granada,es La Liga,19,2000,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
171,195,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,19,2000,14,4,432,4.8,0,0,0,0,0,0,0,1,0.1,0.1,0.4,0.5,17.0,30.0,48.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,
172,196,Enis Bardhi,mk MKD,MF,Levante,es La Liga,25,1995,26,19,"1,682",18.7,1,2,3,1,0,0,4,0,2.7,2.7,1.1,3.9,44.0,117.0,117.0,0.05,0.11,0.16,0.05,0.16,0.15,0.06,0.21,0.15,0.21,
173,197,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,35,1985,4,3,274,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,
174,198,Nicolò Barella,it ITA,MF,Inter,it Serie A,23,1997,36,32,"2,896",32.2,3,7,10,3,0,0,5,0,2.4,2.4,5.7,8.1,99.0,261.0,149.0,0.09,0.22,0.31,0.09,0.31,0.07,0.18,0.25,0.07,0.25,
175,199,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,31,1989,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
176,200,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,23,1997,33,17,"1,433",15.9,2,3,5,2,0,0,2,0,2.6,2.6,2.0,4.6,46.0,55.0,143.0,0.13,0.19,0.31,0.13,0.31,0.16,0.12,0.29,0.16,0.29,
177,203,Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,de Bundesliga,22,1998,26,9,977,10.9,2,3,5,2,0,0,5,0,1.9,1.9,3.2,5.0,30.0,46.0,76.0,0.18,0.28,0.46,0.18,0.46,0.17,0.29,0.47,0.17,0.47,
178,204,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,30,1989,22,15,"1,331",14.8,3,0,3,2,1,1,4,0,4.1,3.3,0.8,4.1,8.0,20.0,79.0,0.2,0.0,0.2,0.14,0.14,0.27,0.05,0.33,0.22,0.27,
179,205,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,22,1997,25,22,"1,945",21.6,9,4,13,9,0,0,0,0,5.9,5.9,1.6,7.5,105.0,56.0,163.0,0.42,0.19,0.6,0.42,0.6,0.27,0.07,0.35,0.27,0.35,
180,206,Marc Baró,es ESP,DF,Cádiz,es La Liga,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17,
181,207,Antonio Barragán,es ESP,DF,Elche,es La Liga,33,1987,27,26,"2,235",24.8,0,3,3,0,0,0,8,0,0.9,0.9,0.7,1.6,34.0,69.0,63.0,0.0,0.12,0.12,0.0,0.12,0.04,0.03,0.07,0.04,0.07,
182,208,Antonio Barreca,it ITA,DF,Fiorentina,it Serie A,25,1995,3,1,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.16,0.12,0.16,
183,209,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,20,2000,29,27,"2,303",25.6,2,2,4,2,0,0,5,0,4.5,4.5,2.7,7.1,11.0,76.0,42.0,0.08,0.08,0.16,0.08,0.16,0.17,0.1,0.28,0.17,0.28,
184,210,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,18,2001,31,13,"1,307",14.5,3,0,3,3,0,0,7,0,1.9,1.9,1.9,3.8,37.0,37.0,106.0,0.21,0.0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,
185,211,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,25,1994,16,13,"1,108",12.3,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.2,13.0,30.0,20.0,0.0,0.08,0.08,0.0,0.08,0.01,0.09,0.1,0.01,0.1,
186,212,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,21,1998,38,34,"2,921",32.5,8,8,16,8,0,1,0,0,7.0,6.2,6.0,12.2,88.0,103.0,253.0,0.25,0.25,0.49,0.25,0.49,0.22,0.19,0.4,0.19,0.38,
187,213,Kyle Bartley,eng ENG,DF,West Brom,eng Premier League,29,1991,30,28,"2,584",28.7,3,1,4,3,0,0,4,0,2.5,2.5,1.4,3.9,2.0,44.0,3.0,0.1,0.03,0.14,0.1,0.14,0.09,0.05,0.14,0.09,0.14,
188,214,Paolo Bartolomei,it ITA,MF,Spezia,it Serie A,30,1989,6,3,320,3.6,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.5,8.0,10.0,14.0,0.0,0.28,0.28,0.0,0.28,0.04,0.09,0.13,0.04,0.13,
189,215,Marc Bartra,es ESP,DF,Betis,es La Liga,29,1991,19,19,"1,694",18.8,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,4.0,31.0,4.0,0.0,0.05,0.05,0.0,0.05,0.03,0.05,0.08,0.03,0.08,
190,216,Daniele Baselli,it ITA,MF,Torino,it Serie A,28,1992,15,3,396,4.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,7.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,
191,217,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,32,1988,31,31,"2,576",28.6,0,1,1,0,0,0,5,0,0.7,0.7,0.9,1.6,38.0,82.0,48.0,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.06,
192,218,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,23,1996,34,32,"2,601",28.9,4,1,5,4,0,0,7,0,4.6,4.6,2.5,7.0,31.0,111.0,76.0,0.14,0.03,0.17,0.14,0.17,0.16,0.09,0.24,0.16,0.24,
193,219,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,16,2004,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
194,220,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,21,1999,33,33,"2,922",32.5,0,3,3,0,0,0,6,0,1.0,1.0,1.5,2.4,70.0,146.0,60.0,0.0,0.09,0.09,0.0,0.09,0.03,0.04,0.08,0.03,0.08,
195,221,Simone Bastoni,it ITA,DF,Spezia,it Serie A,23,1996,22,19,"1,522",16.9,1,7,8,1,0,0,7,0,1.2,1.2,3.1,4.3,51.0,85.0,78.0,0.06,0.41,0.47,0.06,0.47,0.07,0.18,0.26,0.07,0.26,
196,222,Bastos,ao ANG,DF,Lazio,it Serie A,29,1991,2,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
197,223,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,26,1993,18,7,728,8.1,2,1,3,2,0,0,0,0,1.6,1.6,1.6,3.2,16.0,13.0,44.0,0.25,0.12,0.37,0.25,0.37,0.19,0.2,0.4,0.19,0.4,
