,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,PK_Attempted
1100,1279,Lee Kang-in,kr KOR,"FW,MF",Valencia,es La Liga,19,2001,24,15,"1,262",14.0,0,4,4,0,0,0,1,0,1.1,1.1,2.5,3.6,36.0,80.0,41.0,0.0,0.29,0.29,0.0,0.29,0.08,0.18,0.26,0.08,0.26,
1101,1280,Wilfried Kanga,ci CIV,FW,Angers,fr Ligue 1,22,1998,2,2,132,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,
1102,1281,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,29,1991,30,24,"2,146",23.8,0,2,2,0,0,0,7,0,0.6,0.6,1.3,1.9,38.0,116.0,39.0,0.0,0.08,0.08,0.0,0.08,0.02,0.05,0.08,0.02,0.08,
1103,1282,Jimmy Kaparos,de GER,MF,Schalke 04,de Bundesliga,18,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1104,1283,Yann Karamoh,fr FRA,"FW,MF",Parma,it Serie A,22,1998,24,16,"1,294",14.4,2,1,3,2,0,0,3,0,4.2,4.2,1.8,6.0,45.0,33.0,116.0,0.14,0.07,0.21,0.14,0.21,0.29,0.12,0.41,0.29,0.41,
1105,1284,Isaac Karamoko,fr FRA,DF,Sassuolo,it Serie A,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1106,1285,Atakan Karazor,de GER,"DF,MF",Stuttgart,de Bundesliga,23,1996,19,10,"1,037",11.5,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,4.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,
1107,1286,Augustus Kargbo,sl SLE,FW,Crotone,it Serie A,20,1999,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1108,1288,Rick Karsdorp,nl NED,DF,Roma,it Serie A,25,1995,34,28,"2,544",28.3,1,6,7,1,0,0,2,0,1.0,1.0,5.1,6.2,32.0,97.0,150.0,0.04,0.21,0.25,0.04,0.25,0.04,0.19,0.23,0.04,0.23,
1109,1289,Silas Katompa,cd COD,"DF,FW",Stuttgart,de Bundesliga,21,1998,25,24,"1,919",21.3,11,4,15,8,3,3,6,0,7.3,5.0,4.4,9.4,74.0,33.0,165.0,0.52,0.19,0.7,0.38,0.56,0.34,0.21,0.55,0.23,0.44,
1110,1290,Noah Katterbach,de GER,"DF,MF",Köln,de Bundesliga,19,2001,21,12,"1,111",12.3,0,0,0,0,0,0,1,0,0.3,0.3,1.1,1.4,27.0,60.0,47.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,
1111,1294,Michael Keane,eng ENG,DF,Everton,eng Premier League,27,1993,35,33,"2,991",33.2,3,1,4,3,0,0,4,0,1.5,1.5,1.1,2.6,14.0,78.0,3.0,0.09,0.03,0.12,0.09,0.12,0.05,0.03,0.08,0.05,0.08,
1112,1295,Neeskens Kebano,cd COD,"FW,MF",Fulham,eng Premier League,28,1992,5,1,119,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,7.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.21,0.2,0.21,
1113,1296,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,23,1996,24,16,"1,616",18.0,0,0,0,0,0,0,3,0,0.8,0.8,0.7,1.5,9.0,58.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,
1114,1297,Habib Keita,ml MLI,MF,Lyon,fr Ligue 1,18,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.0,7.19,7.19,7.19,
1115,1298,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,25,1995,10,7,520,5.8,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,18.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,
1116,1299,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,20,2000,12,4,498,5.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,
1117,1301,Stephane Keller,cm CMR,DF,Alavés,es La Liga,18,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1118,1302,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,30,1990,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1119,1303,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,25,1995,32,32,"2,727",30.3,2,1,3,2,0,0,5,0,1.1,1.1,0.5,1.6,51.0,199.0,13.0,0.07,0.03,0.1,0.07,0.1,0.04,0.02,0.05,0.04,0.05,
1120,1304,Kenedy,br BRA,"FW,MF",Granada,es La Liga,24,1996,28,18,"1,471",16.3,4,3,7,4,0,0,3,0,2.0,2.0,2.7,4.7,30.0,23.0,59.0,0.24,0.18,0.43,0.24,0.43,0.12,0.16,0.29,0.12,0.29,
1121,1305,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,23,1997,4,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1122,1306,Franck Kessié,ci CIV,MF,Milan,it Serie A,23,1996,37,36,"3,226",35.8,13,4,17,2,11,13,8,0,14.0,3.8,2.9,6.7,64.0,171.0,57.0,0.36,0.11,0.47,0.06,0.17,0.39,0.08,0.47,0.11,0.19,
1123,1307,Reda Khadra,de GER,MF,Brighton,eng Premier League,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1124,1308,Omar Khailoti,it ITA,DF,Bologna,it Serie A,18,2001,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1125,1309,Saîf-Eddine Khaoui,tn TUN,"FW,DF",Marseille,fr Ligue 1,25,1995,17,5,606,6.7,2,1,3,2,0,0,4,0,0.9,0.9,0.5,1.4,7.0,31.0,39.0,0.3,0.15,0.45,0.3,0.45,0.13,0.07,0.2,0.13,0.2,
1126,1310,Wahbi Khazri,tn TUN,FW,Saint-Étienne,fr Ligue 1,29,1991,22,16,"1,181",13.1,7,1,8,4,3,3,5,1,4.8,2.4,1.5,3.9,37.0,56.0,64.0,0.53,0.08,0.61,0.3,0.38,0.36,0.11,0.48,0.18,0.3,
1127,1311,Rani Khedira,de GER,MF,Augsburg,de Bundesliga,26,1994,27,23,"1,818",20.2,1,0,1,1,0,0,5,0,1.1,1.1,0.2,1.3,9.0,56.0,15.0,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.07,0.06,0.07,
1128,1312,Sami Khedira,de GER,MF,Hertha BSC,de Bundesliga,33,1987,9,4,395,4.4,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.2,3.0,15.0,7.0,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,
1129,1313,Kiké,es ESP,FW,Eibar,es La Liga,30,1989,37,36,"3,087",34.3,12,2,14,12,0,0,4,1,10.8,10.8,2.1,12.9,36.0,53.0,247.0,0.35,0.06,0.41,0.35,0.41,0.31,0.06,0.38,0.31,0.38,
1130,1314,Luca Kilian,de GER,DF,Mainz 05,de Bundesliga,20,1999,6,4,381,4.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,
1131,1315,Max Kilman,eng ENG,DF,Wolves,eng Premier League,23,1997,18,14,"1,310",14.6,0,1,1,0,0,0,4,0,0.8,0.8,0.5,1.3,11.0,46.0,2.0,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,
1132,1316,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,25,1995,27,25,"2,194",24.4,4,10,14,4,0,0,4,0,2.3,2.3,6.7,9.1,54.0,288.0,66.0,0.16,0.41,0.57,0.16,0.57,0.1,0.28,0.37,0.1,0.37,
1133,1317,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,24,1995,28,26,"2,303",25.6,0,0,0,0,0,0,6,1,0.3,0.3,0.4,0.7,13.0,117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,
1134,1318,Joshua King,no NOR,"MF,FW",Everton,eng Premier League,28,1992,11,0,148,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,9.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,
1135,1319,Simon Kjær,dk DEN,DF,Milan,it Serie A,31,1989,28,28,"2,393",26.6,0,2,2,0,0,0,3,0,1.6,1.6,1.2,2.8,8.0,73.0,1.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.1,0.06,0.1,
1136,1320,Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,27,1993,3,3,222,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,
1137,1321,Felix Klaus,de GER,"DF,MF",Wolfsburg,de Bundesliga,27,1992,6,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,
1138,1322,Klauss,br BRA,"MF,FW",Hoffenheim,de Bundesliga,23,1997,4,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.34,0.12,0.34,
1139,1323,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,34,1985,15,9,770,8.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,
1140,1324,Philipp Klement,de GER,"MF,FW",Stuttgart,de Bundesliga,27,1992,18,2,421,4.7,1,2,3,1,0,0,0,0,0.3,0.3,1.6,1.9,13.0,42.0,26.0,0.21,0.43,0.64,0.21,0.64,0.06,0.35,0.41,0.06,0.41,
1141,1325,Mateusz Klich,pl POL,MF,Leeds United,eng Premier League,30,1990,35,28,"2,393",26.6,4,5,9,2,2,2,6,0,3.0,1.4,3.4,4.9,70.0,184.0,152.0,0.15,0.19,0.34,0.08,0.26,0.11,0.13,0.24,0.05,0.18,
1142,1326,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,de Bundesliga,20,2000,25,12,"1,198",13.3,1,1,2,1,0,0,1,0,3.0,3.0,1.0,4.0,35.0,36.0,74.0,0.08,0.08,0.15,0.08,0.15,0.22,0.07,0.3,0.22,0.3,
1143,1327,Fabian Klos,de GER,FW,Arminia,de Bundesliga,32,1987,34,32,"2,709",30.1,5,2,7,4,1,2,4,0,7.9,6.3,4.8,11.1,24.0,79.0,141.0,0.17,0.07,0.23,0.13,0.2,0.26,0.16,0.42,0.21,0.37,
1144,1328,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,24,1996,23,15,"1,446",16.1,1,0,1,1,0,0,2,0,0.8,0.8,0.8,1.6,13.0,106.0,23.0,0.06,0.0,0.06,0.06,0.06,0.05,0.05,0.1,0.05,0.1,
1145,1331,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,24,1996,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,14.0,36.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,
1146,1332,Ansgar Knauff,de GER,"MF,FW",Dortmund,de Bundesliga,18,2002,4,0,71,0.8,1,1,2,1,0,0,0,0,0.1,0.1,1.1,1.2,9.0,2.0,7.0,1.27,1.27,2.54,1.27,2.54,0.1,1.38,1.48,0.1,1.48,
1147,1333,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,28,1992,34,34,"3,042",33.8,1,0,1,1,0,0,4,0,1.3,1.3,0.2,1.5,16.0,102.0,2.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04,
1148,1335,Robin Koch,de GER,"DF,MF",Leeds United,eng Premier League,24,1996,17,13,"1,132",12.6,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,8.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,
1149,1336,Giorgi Kochorashvili,ge GEO,MF,Levante,es La Liga,21,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,
1150,1341,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,18,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1151,1342,Koke,es ESP,MF,Atlético Madrid,es La Liga,28,1992,37,34,"3,021",33.6,1,2,3,1,0,0,9,0,2.0,2.0,3.1,5.1,39.0,250.0,42.0,0.03,0.06,0.09,0.03,0.09,0.06,0.09,0.15,0.06,0.15,
1152,1343,Aleksandr Kokorin,ru RUS,"FW,MF",Fiorentina,it Serie A,29,1991,4,0,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1153,1344,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,34,1985,7,4,390,4.3,0,1,1,0,0,0,0,0,0.1,0.1,1.1,1.3,14.0,41.0,9.0,0.0,0.23,0.23,0.0,0.23,0.03,0.26,0.29,0.03,0.29,
1154,1347,Randal Kolo Muani,fr FRA,FW,Nantes,fr Ligue 1,21,1998,37,35,"3,029",33.7,9,4,13,9,0,0,3,0,9.5,9.5,6.9,16.5,89.0,39.0,206.0,0.27,0.12,0.39,0.27,0.39,0.28,0.21,0.49,0.28,0.49,
1155,1348,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,28,1991,24,23,"2,036",22.6,0,0,0,0,0,0,4,1,0.8,0.8,0.4,1.2,12.0,89.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,
1156,1349,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,24,1995,31,29,"2,613",29.0,2,1,3,2,0,0,5,0,0.3,0.3,1.1,1.4,106.0,120.0,127.0,0.07,0.03,0.1,0.07,0.1,0.01,0.04,0.05,0.01,0.05,
1157,1350,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,21,1999,14,8,695,7.7,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,6.0,29.0,1.0,0.13,0.0,0.13,0.13,0.13,0.09,0.0,0.09,0.09,0.09,
1158,1351,Moussa Konaté,sn SEN,FW,Dijon,fr Ligue 1,27,1993,27,13,"1,196",13.3,5,1,6,4,1,2,4,0,5.2,3.7,0.4,4.2,10.0,19.0,72.0,0.38,0.08,0.45,0.3,0.38,0.39,0.03,0.42,0.28,0.31,
1159,1354,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,31,1989,15,12,"1,042",11.6,1,0,1,1,0,0,3,0,0.8,0.8,0.0,0.9,10.0,30.0,2.0,0.09,0.0,0.09,0.09,0.09,0.07,0.0,0.07,0.07,0.07,
1160,1355,Moussa Koné,sn SEN,FW,Nîmes,fr Ligue 1,23,1996,33,21,"1,755",19.5,9,0,9,9,0,0,2,0,6.4,6.4,1.0,7.4,22.0,26.0,85.0,0.46,0.0,0.46,0.46,0.46,0.33,0.05,0.38,0.33,0.38,
1161,1356,Youssouf Koné,ml MLI,"DF,MF",Elche,es La Liga,25,1995,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1162,1357,Terence Kongolo,nl NED,DF,Fulham,eng Premier League,26,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1163,1358,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,22,1997,36,35,"3,196",35.5,2,0,2,2,0,0,3,0,2.4,2.4,0.1,2.5,3.0,32.0,5.0,0.06,0.0,0.06,0.06,0.06,0.07,0.0,0.07,0.07,0.07,
1164,1359,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,34,1985,26,25,"2,218",24.6,0,2,2,0,0,0,3,0,1.6,1.6,1.1,2.7,1.0,53.0,3.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11,
1165,1360,Filip Kostić,rs SRB,DF,Eint Frankfurt,de Bundesliga,27,1992,30,29,"2,534",28.2,4,14,18,4,0,0,4,0,4.4,4.4,12.8,17.2,124.0,108.0,288.0,0.14,0.5,0.64,0.14,0.64,0.16,0.45,0.61,0.16,0.61,
1166,1361,Márk Kosznovszky,hu HUN,MF,Parma,it Serie A,18,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,
1167,1362,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,22,1997,33,9,995,11.1,1,1,2,1,0,0,4,0,3.2,3.2,1.2,4.3,12.0,16.0,86.0,0.09,0.09,0.18,0.09,0.18,0.29,0.1,0.39,0.29,0.39,
1168,1363,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,29,1991,26,25,"2,209",24.5,0,0,0,0,0,0,10,1,1.0,1.0,0.2,1.2,22.0,116.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,
1169,1364,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,21,1998,34,33,"2,975",33.1,2,1,3,2,0,0,4,0,2.0,2.0,0.9,2.9,45.0,167.0,26.0,0.06,0.03,0.09,0.06,0.09,0.06,0.03,0.09,0.06,0.09,
1170,1365,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,23,1997,25,21,"1,964",21.8,1,0,1,1,0,0,10,0,2.0,2.0,0.2,2.2,1.0,23.0,3.0,0.05,0.0,0.05,0.05,0.05,0.09,0.01,0.1,0.09,0.1,
1171,1366,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,eng Premier League,30,1989,36,35,"3,121",34.7,1,0,1,1,0,0,4,0,0.7,0.7,1.0,1.6,6.0,32.0,11.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,
1172,1367,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,26,1994,27,21,"1,815",20.2,0,1,1,0,0,0,4,0,1.0,1.0,1.7,2.7,51.0,189.0,37.0,0.0,0.05,0.05,0.0,0.05,0.05,0.08,0.13,0.05,0.13,
1173,1368,Viktor Kovalenko,ua UKR,FW,Atalanta,it Serie A,24,1996,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1174,1369,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,25,1994,16,14,"1,288",14.3,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.7,12.0,28.0,25.0,0.07,0.0,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05,
1175,1370,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,29,1991,28,26,"2,379",26.4,20,5,25,15,5,5,2,0,14.8,10.8,4.2,15.1,88.0,106.0,235.0,0.76,0.19,0.95,0.57,0.76,0.56,0.16,0.72,0.41,0.57,
1176,1371,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,29,1991,28,23,"2,033",22.6,0,2,2,0,0,0,5,0,0.3,0.3,1.0,1.3,20.0,113.0,17.0,0.0,0.09,0.09,0.0,0.09,0.01,0.04,0.06,0.01,0.06,
1177,1372,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,23,1997,6,2,223,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,0.15,
1178,1373,Toni Kroos,de GER,MF,Real Madrid,es La Liga,30,1990,28,24,"2,117",23.5,3,10,13,3,0,0,6,0,2.3,2.3,6.9,9.1,43.0,269.0,47.0,0.13,0.43,0.55,0.13,0.55,0.1,0.29,0.39,0.1,0.39,
1179,1374,Filip Krovinović,hr CRO,MF,West Brom,eng Premier League,24,1995,11,5,546,6.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,15.0,41.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,
1180,1375,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,26,1993,25,5,723,8.0,1,2,3,1,0,0,3,0,0.7,0.7,1.0,1.7,9.0,27.0,10.0,0.12,0.25,0.37,0.12,0.37,0.09,0.12,0.21,0.09,0.21,
1181,1376,Max Kruse,de GER,"FW,MF",Union Berlin,de Bundesliga,32,1988,22,19,"1,629",18.1,11,5,16,6,5,6,0,0,6.8,2.0,4.2,6.2,38.0,74.0,116.0,0.61,0.28,0.88,0.33,0.61,0.38,0.23,0.61,0.11,0.34,
1182,1377,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,27,1992,19,11,884,9.8,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.5,7.0,37.0,24.0,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.06,0.01,0.06,
1183,1380,Juraj Kucka,sk SVK,"MF,FW",Parma,it Serie A,33,1987,28,28,"2,334",25.9,7,2,9,3,4,4,8,0,7.1,4.0,2.0,5.9,35.0,77.0,117.0,0.27,0.08,0.35,0.12,0.19,0.27,0.08,0.35,0.15,0.23,
1184,1381,Kuki,es ESP,MF,Valladolid,es La Liga,22,1998,2,0,30,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,0.07,0.07,0.0,0.07,
1185,1382,Dejan Kulusevski,se SWE,"MF,FW",Juventus,it Serie A,20,2000,35,19,"1,923",21.4,4,3,7,4,0,0,7,0,3.0,3.0,6.2,9.1,104.0,70.0,202.0,0.19,0.14,0.33,0.19,0.33,0.14,0.29,0.43,0.14,0.43,
1186,1383,Marash Kumbulla,al ALB,DF,Roma,it Serie A,20,2000,21,14,"1,363",15.1,1,0,1,1,0,0,8,0,0.9,0.9,0.5,1.4,9.0,43.0,3.0,0.07,0.0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,
1187,1384,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,25,1995,11,6,513,5.7,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,6.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15,
1188,1385,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,22,1998,26,12,"1,270",14.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.9,13.0,57.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,
1189,1386,Jasmin Kurtić,si SVN,MF,Parma,it Serie A,31,1989,34,31,"2,739",30.4,4,0,4,4,0,0,5,0,3.7,3.7,2.2,5.9,53.0,143.0,78.0,0.13,0.0,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19,
1190,1387,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,27,1992,19,15,"1,278",14.2,1,1,2,1,0,0,4,1,1.0,1.0,1.5,2.5,32.0,60.0,121.0,0.07,0.07,0.14,0.07,0.14,0.07,0.11,0.17,0.07,0.17,
1191,1388,Dereck Kutesa,ch SUI,"MF,FW",Reims,fr Ligue 1,22,1997,28,6,687,7.6,1,2,3,1,0,0,2,0,1.0,1.0,0.7,1.7,30.0,11.0,68.0,0.13,0.26,0.39,0.13,0.39,0.14,0.09,0.23,0.14,0.23,
1192,1389,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,20,2000,7,0,108,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,
1193,1390,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,23,1997,18,12,"1,038",11.5,1,0,1,1,0,0,4,0,0.5,0.5,0.7,1.2,15.0,44.0,35.0,0.09,0.0,0.09,0.09,0.09,0.04,0.06,0.1,0.04,0.1,
1194,1391,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,24,1996,23,16,"1,456",16.2,1,0,1,1,0,0,3,1,1.6,1.6,0.9,2.5,58.0,59.0,116.0,0.06,0.0,0.06,0.06,0.06,0.1,0.06,0.16,0.1,0.16,
1195,1392,Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,24,1996,9,4,341,3.8,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,5.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.19,0.18,0.19,
1196,1393,Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,fr Ligue 1,26,1994,38,38,"3,256",36.2,16,8,24,16,0,0,3,0,11.4,11.2,4.6,15.8,81.0,71.0,237.0,0.44,0.22,0.66,0.44,0.66,0.31,0.13,0.44,0.31,0.44,
1197,1394,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,29,1991,31,22,"1,923",21.4,13,2,15,10,3,3,3,0,11.7,9.3,2.2,11.5,15.0,55.0,112.0,0.61,0.09,0.7,0.47,0.56,0.55,0.1,0.65,0.43,0.54,
