,Unnamed: 0,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
1406,1657,Federico Mattiello,it ITA,DF,Spezia,it Serie A,25,1995,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1407,1658,Neal Maupay,fr FRA,"FW,MF",Brighton,eng Premier League,23,1996,27.9,8,67,22,32.8,2.4,0.79,0.07,0.23,14.8,0.0,3,4,13.2,10.1,0.15,-5.2,-5.1
1408,1659,Tony Mauricio,fr FRA,MF,Lens,fr Ligue 1,26,1994,5.6,0,13,2,15.4,2.33,0.36,0.0,0.0,27.4,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4
1409,1660,Stephy Mavididi,eng ENG,"FW,MF",Montpellier,fr Ligue 1,22,1998,22.6,9,30,17,56.7,1.33,0.75,0.3,0.53,13.9,0.0,0,0,5.6,5.6,0.2,3.4,3.4
1410,1661,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,22,1997,16.3,0,15,4,26.7,0.92,0.25,0.0,0.0,13.0,0.0,0,0,1.6,1.6,0.11,-1.6,-1.6
1411,1662,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,de Bundesliga,31,1989,9.1,3,20,13,65.0,2.2,1.43,0.15,0.23,11.4,0.0,0,0,4.7,4.7,0.23,-1.7,-1.7
1412,1665,Youssef Maziz,fr FRA,"MF,FW",Metz,fr Ligue 1,22,1998,2.9,0,6,0,0.0,2.1,0.0,0.0,0.0,22.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
1413,1666,Antonio Mazzotta,it ITA,DF,Crotone,it Serie A,30,1989,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1414,1667,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25,1995,18.2,0,11,5,45.5,0.6,0.27,0.0,0.0,13.1,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6
1415,1668,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,26.4,27,98,47,48.0,3.71,1.78,0.21,0.45,15.4,2.0,6,6,22.1,17.4,0.18,4.9,3.6
1416,1669,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,25,1994,4.8,1,1,1,100.0,0.21,0.21,1.0,1.0,3.1,0.0,0,0,0.6,0.0,0.0,0.4,1.0
1417,1670,Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,de Bundesliga,20,2000,12.9,0,7,1,14.3,0.54,0.08,0.0,0.0,17.3,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
1418,1671,Nathanael Mbuku,fr FRA,"MF,FW",Reims,fr Ligue 1,18,2002,24.6,4,39,18,46.2,1.59,0.73,0.1,0.22,18.2,0.0,0,0,2.6,2.6,0.07,1.4,1.4
1419,1672,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,32,1987,16.3,0,6,0,0.0,0.37,0.0,0.0,0.0,21.3,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3
1420,1673,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,24,1996,14.7,1,30,12,40.0,2.04,0.82,0.03,0.08,12.5,0.0,0,0,3.9,3.9,0.13,-2.9,-2.9
1421,1675,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,9.1,0,1,0,0.0,0.11,0.0,0.0,0.0,32.5,0.0,0,0,0.0,0.0,0.01,0.0,0.0
1422,1676,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,25,1994,37.0,3,45,11,24.4,1.22,0.3,0.07,0.27,23.7,0.0,0,0,2.5,2.5,0.06,0.5,0.5
1423,1677,David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,eng Premier League,32,1987,26.6,8,71,23,32.4,2.67,0.86,0.11,0.35,18.2,1.0,0,0,6.9,6.9,0.1,1.1,1.1
1424,1678,Weston McKennie,us USA,MF,Juventus,it Serie A,21,1998,18.9,5,29,14,48.3,1.53,0.74,0.17,0.36,10.7,0.0,0,0,4.9,4.9,0.17,0.1,0.1
1425,1679,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,20,1999,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,22.3,1.0,0,0,1.1,1.1,0.04,0.9,0.9
1426,1680,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,23,1996,23.7,4,26,7,26.9,1.1,0.3,0.15,0.57,17.6,0.0,0,0,2.1,2.1,0.08,1.9,1.9
1427,1681,Gary Medel,cl CHI,"DF,MF",Bologna,it Serie A,32,1987,5.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1428,1682,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,21,1999,22.3,2,9,4,44.4,0.4,0.18,0.22,0.5,12.1,0.0,0,0,1.2,1.2,0.13,0.8,0.8
1429,1683,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,22,1997,7.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1430,1684,Ben Mee,eng ENG,DF,Burnley,eng Premier League,30,1989,29.9,2,22,6,27.3,0.74,0.2,0.09,0.33,10.6,0.0,0,0,2.3,2.3,0.1,-0.3,-0.3
1431,1685,Joshua Mees,de GER,FW,Union Berlin,de Bundesliga,24,1996,0.1,0,2,0,0.0,36.0,0.0,0.0,0.0,12.2,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
1432,1686,Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,29,1991,9.1,0,7,3,42.9,0.77,0.33,0.0,0.0,16.3,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6
1433,1689,Hannibal Mejbri,tn TUN,MF,Manchester Utd,eng Premier League,17,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1434,1690,Farid El Melali,dz ALG,"FW,MF",Angers,fr Ligue 1,23,1997,4.6,1,13,5,38.5,2.83,1.09,0.08,0.2,18.5,0.0,0,0,1.2,1.2,0.09,-0.2,-0.2
1435,1691,Filippo Melegoni,it ITA,"MF,DF",Genoa,it Serie A,21,1999,4.3,0,4,1,25.0,0.93,0.23,0.0,0.0,23.1,2.0,0,0,0.4,0.4,0.09,-0.4,-0.4
1436,1692,Gonzalo Melero,es ESP,"MF,FW",Levante,es La Liga,26,1994,20.6,7,27,9,33.3,1.31,0.44,0.26,0.78,15.5,0.0,0,0,3.7,3.7,0.14,3.3,3.3
1437,1693,Birger Meling,no NOR,DF,Nîmes,fr Ligue 1,25,1994,25.9,2,13,6,46.2,0.5,0.23,0.15,0.33,17.0,0.0,0,0,0.6,0.6,0.05,1.4,1.4
1438,1694,Arthur Melo,br BRA,MF,Juventus,it Serie A,23,1996,12.9,1,3,1,33.3,0.23,0.08,0.33,1.0,25.0,0.0,0,0,0.1,0.1,0.05,0.9,0.9
1439,1695,Memphis,nl NED,FW,Lyon,fr Ligue 1,26,1994,32.5,20,102,44,43.1,3.14,1.35,0.12,0.27,21.1,14.0,8,8,16.6,10.3,0.1,3.4,1.7
1440,1696,Houboulang Mendes,gw GNB,DF,Lorient,fr Ligue 1,22,1998,14.4,0,4,0,0.0,0.28,0.0,0.0,0.0,26.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1441,1697,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,29,1990,18.1,2,7,2,28.6,0.39,0.11,0.29,1.0,14.5,0.0,0,0,1.3,1.3,0.19,0.7,0.7
1442,1698,Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,28,1992,24.9,0,23,7,30.4,0.92,0.28,0.0,0.0,22.9,0.0,0,0,1.0,1.0,0.04,-1.0,-1.0
1443,1699,Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,23,1997,29.7,9,49,21,42.9,1.65,0.71,0.16,0.38,16.1,1.0,1,1,8.2,7.4,0.15,0.8,0.6
1444,1700,Édgar Méndez,es ESP,"MF,FW",Alavés,es La Liga,30,1990,23.2,5,35,10,28.6,1.51,0.43,0.14,0.5,16.5,0.0,0,0,5.5,5.5,0.16,-0.5,-0.5
1445,1701,Eñaut Mendía,es ESP,FW,Eibar,es La Liga,21,1999,0.7,0,1,0,0.0,1.48,0.0,0.0,0.0,27.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1446,1702,Batista Mendy,fr FRA,MF,Nantes,fr Ligue 1,20,2000,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1447,1703,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,26,1994,10.6,2,6,2,33.3,0.57,0.19,0.33,1.0,17.2,0.0,0,0,0.3,0.3,0.06,1.7,1.7
1448,1706,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,25,1995,24.5,1,12,2,16.7,0.49,0.08,0.08,0.5,19.0,0.0,0,0,0.8,0.8,0.07,0.2,0.2
1449,1707,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,28,1992,16.2,0,4,2,50.0,0.25,0.12,0.0,0.0,28.5,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
1450,1708,Hamza Mendyl,ma MAR,"FW,DF",Schalke 04,de Bundesliga,22,1997,1.1,0,2,0,0.0,1.89,0.0,0.0,0.0,17.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
1451,1709,Levent Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1452,1710,Jorge Meré,es ESP,DF,Köln,de Bundesliga,23,1997,14.4,0,2,0,0.0,0.14,0.0,0.0,0.0,27.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0
1453,1712,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,23.9,2,33,8,24.2,1.38,0.33,0.06,0.25,14.3,0.0,0,0,3.6,3.6,0.11,-1.6,-1.6
1454,1713,Martín Merquelanz,es ESP,"MF,FW",Real Sociedad,es La Liga,25,1995,6.1,0,11,4,36.4,1.8,0.66,0.0,0.0,18.7,1.0,0,0,1.2,1.2,0.11,-1.2,-1.2
1455,1714,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,4.6,0,2,0,0.0,0.43,0.0,0.0,0.0,10.6,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
1456,1715,Dries Mertens,be BEL,"FW,MF",Napoli,it Serie A,33,1987,16.2,9,54,19,35.2,3.33,1.17,0.17,0.47,18.1,6.0,0,0,5.0,5.0,0.09,4.0,4.0
1457,1716,Roque Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,19.6,1,25,4,16.0,1.28,0.2,0.0,0.0,26.1,2.0,1,1,1.7,0.9,0.03,-0.7,-0.9
1458,1718,Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,33,1987,33.6,30,191,85,44.5,5.69,2.53,0.14,0.32,19.7,40.0,3,5,22.1,17.8,0.1,7.9,9.2
1459,1719,Junior Messias,br BRA,"MF,FW",Crotone,it Serie A,29,1991,35.7,9,98,31,31.6,2.74,0.87,0.09,0.29,21.8,9.0,0,0,7.6,7.6,0.08,1.4,1.4
1460,1720,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,16.4,1,12,3,25.0,0.73,0.18,0.08,0.33,18.7,0.0,0,0,1.0,1.0,0.08,0.0,0.0
1461,1721,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,7.9,0,1,0,0.0,0.13,0.0,0.0,0.0,10.7,0.0,0,0,0.1,0.1,0.13,-0.1,-0.1
1462,1722,Max Meyer,de GER,MF,Köln,de Bundesliga,24,1995,3.9,0,10,5,50.0,2.56,1.28,0.0,0.0,16.7,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8
1463,1723,Omenuke Mfulu,cd COD,MF,Elche,es La Liga,26,1994,8.8,0,3,0,0.0,0.34,0.0,0.0,0.0,20.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1464,1724,Míchel,es ESP,MF,Valladolid,es La Liga,32,1988,10.5,2,10,5,50.0,0.95,0.48,0.2,0.4,25.5,2.0,0,0,0.5,0.5,0.05,1.5,1.5
1465,1725,Jonas Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1466,1726,Clément Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,12.8,0,11,2,18.2,0.86,0.16,0.0,0.0,28.9,5.0,0,0,0.4,0.4,0.04,-0.4,-0.4
1467,1727,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1468,1728,Petar Mićin,rs SRB,MF,Udinese,it Serie A,21,1998,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1469,1729,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,17.1,0,8,3,37.5,0.47,0.18,0.0,0.0,11.1,0.0,0,0,0.8,0.8,0.1,-0.8,-0.8
1470,1730,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,20,2000,7.8,3,19,10,52.6,2.45,1.29,0.16,0.3,17.1,0.0,0,0,2.7,2.7,0.14,0.3,0.3
1471,1731,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,22,1997,33.7,3,21,9,42.9,0.62,0.27,0.14,0.33,12.9,0.0,0,0,3.9,3.9,0.21,-0.9,-0.9
1472,1732,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,13.6,9,43,18,41.9,3.17,1.33,0.14,0.33,18.1,1.0,3,3,7.4,5.1,0.12,1.6,0.9
1473,1733,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,25,1995,30.5,8,63,21,33.3,2.06,0.69,0.13,0.38,18.7,11.0,0,0,6.9,6.9,0.11,1.1,1.1
1474,1735,Éder Militão,br BRA,DF,Real Madrid,es La Liga,22,1998,12.6,1,12,3,25.0,0.95,0.24,0.08,0.33,12.0,0.0,0,0,1.1,1.1,0.09,-0.1,-0.1
1475,1736,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,26.2,1,17,5,29.4,0.65,0.19,0.0,0.0,28.4,7.0,1,2,2.4,0.8,0.05,-1.4,-0.8
1476,1737,Luis Milla,es ESP,MF,Granada,es La Liga,25,1994,13.9,1,10,3,30.0,0.72,0.22,0.1,0.33,23.7,2.0,0,0,0.6,0.6,0.06,0.4,0.4
1477,1738,Pere Milla,es ESP,"FW,MF",Elche,es La Liga,27,1992,22.0,4,30,11,36.7,1.36,0.5,0.13,0.36,12.1,0.0,0,0,5.0,5.0,0.17,-1.0,-1.0
1478,1739,Álex Millán,es ESP,FW,Villarreal,es La Liga,20,1999,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1479,1740,Vincenzo Millico,it ITA,"FW,MF",Torino,it Serie A,19,2000,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1480,1741,Enzo Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,0.5,0,2,1,50.0,4.39,2.2,0.0,0.0,11.9,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2
1481,1742,James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,34,1986,11.9,0,12,3,25.0,1.01,0.25,0.0,0.0,24.8,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4
1482,1743,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,26.8,12,44,21,47.7,1.64,0.78,0.25,0.52,14.6,1.0,1,1,9.2,8.4,0.19,2.8,2.6
1483,1744,Yerry Mina,co COL,DF,Everton,eng Premier League,25,1994,21.5,2,17,4,23.5,0.79,0.19,0.12,0.5,11.2,0.0,0,0,1.6,1.6,0.09,0.4,0.4
1484,1747,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,35.5,2,19,7,36.8,0.54,0.2,0.11,0.29,9.9,0.0,0,0,1.9,1.9,0.1,0.1,0.1
1485,1748,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,21.1,2,12,6,50.0,0.57,0.28,0.17,0.33,17.1,0.0,0,0,1.0,1.0,0.08,1.0,1.0
1486,1749,Rafa Mir,es ESP,FW,Huesca,es La Liga,23,1997,32.0,13,117,44,37.6,3.66,1.38,0.09,0.25,15.5,2.0,2,3,15.3,13.0,0.11,-2.3,-2.0
1487,1750,Jorge Miramón,es ESP,DF,Levante,es La Liga,31,1989,19.2,0,10,0,0.0,0.52,0.0,0.0,0.0,17.4,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
1488,1751,Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,it Serie A,24,1995,7.5,4,15,6,40.0,2.0,0.8,0.27,0.67,16.3,1.0,0,0,1.2,1.2,0.08,2.8,2.8
1489,1752,Juan Miranda,es ESP,DF,Betis,es La Liga,20,2000,18.4,1,10,3,30.0,0.54,0.16,0.1,0.33,25.3,1.0,0,0,0.7,0.7,0.07,0.3,0.3
1490,1754,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19.0,1,2,2,100.0,0.11,0.11,0.5,0.5,7.8,0.0,0,0,0.8,0.8,0.42,0.2,0.2
1491,1755,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,25,1994,15.6,3,57,19,33.3,3.66,1.22,0.04,0.11,15.8,2.0,1,2,6.2,4.6,0.08,-3.2,-2.6
1492,1756,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,30.9,2,12,4,33.3,0.39,0.13,0.17,0.5,9.0,0.0,0,0,1.3,1.3,0.11,0.7,0.7
1493,1757,Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,de Bundesliga,23,1997,20.0,0,16,5,31.3,0.8,0.25,0.0,0.0,25.7,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5
1494,1758,Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,it Serie A,31,1989,30.5,13,81,33,40.7,2.66,1.08,0.15,0.36,17.3,1.0,1,1,10.9,10.1,0.13,2.1,1.9
1495,1759,Jakub Moder,pl POL,"DF,MF",Brighton,eng Premier League,21,1999,7.2,0,13,3,23.1,1.81,0.42,0.0,0.0,17.9,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8
1496,1762,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,34,1985,30.4,5,45,15,33.3,1.48,0.49,0.11,0.33,22.1,1.0,0,0,2.3,2.3,0.05,2.7,2.7
1497,1763,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,23.0,14,55,24,43.6,2.39,1.04,0.24,0.54,15.0,0.0,1,1,10.3,9.5,0.17,3.7,3.5
1498,1764,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,5,23,8,34.8,1.33,0.46,0.22,0.63,23.9,1.0,0,0,1.7,1.7,0.07,3.3,3.3
1499,1765,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1500,1766,Dion Moise Sahi,ci CIV,"FW,MF",Strasbourg,fr Ligue 1,18,2001,1.0,1,4,1,25.0,3.83,0.96,0.25,1.0,19.7,0.0,0,0,0.6,0.6,0.14,0.4,0.4
1501,1769,Guillem Molina,es ESP,DF,Valencia,es La Liga,20,2000,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1502,1770,Jorge Molina,es ESP,FW,Granada,es La Liga,38,1982,17.9,8,23,12,52.2,1.28,0.67,0.35,0.67,11.8,0.0,0,1,6.0,5.2,0.23,2.0,2.8
1503,1771,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,22,1998,20.3,2,16,6,37.5,0.79,0.3,0.13,0.33,18.4,0.0,0,0,1.4,1.4,0.09,0.6,0.6
1504,1772,Salvatore Molina,it ITA,"MF,DF",Crotone,it Serie A,28,1992,25.7,1,15,5,33.3,0.58,0.19,0.07,0.2,21.5,0.0,0,0,0.7,0.7,0.05,0.3,0.3
1505,1773,Victor Mollejo,es ESP,"MF,DF",Getafe,es La Liga,19,2001,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1506,1774,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,26.2,3,51,16,31.4,1.95,0.61,0.06,0.19,20.8,9.0,0,0,4.2,4.2,0.08,-1.2,-1.2
1507,1775,Jayson Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1508,1776,Alkhaly Momo Cissé,gn GUI,"FW,DF",Stuttgart,de Bundesliga,17,2002,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1509,1777,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,29.6,2,38,10,26.3,1.29,0.34,0.05,0.2,26.5,0.0,0,0,1.4,1.4,0.04,0.6,0.6
1510,1778,Gabriele Moncini,it ITA,"FW,MF",Benevento,it Serie A,24,1996,4.0,0,8,1,12.5,2.02,0.25,0.0,0.0,13.8,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7
1511,1779,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,12.8,2,22,4,18.2,1.72,0.31,0.09,0.5,27.5,2.0,0,0,1.2,1.2,0.05,0.8,0.8
1512,1780,Kévin Monnet-Paquet,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,31,1988,6.3,0,6,0,0.0,0.96,0.0,0.0,0.0,13.3,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
1513,1781,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,23.1,1,12,1,8.3,0.52,0.04,0.08,1.0,14.2,0.0,0,0,1.2,1.2,0.1,-0.2,-0.2
1514,1782,Cristóbal Montiel,es ESP,"MF,FW",Fiorentina,it Serie A,20,2000,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1515,1784,Ángel Montoro,es ESP,MF,Granada,es La Liga,32,1988,15.1,1,14,1,7.1,0.93,0.07,0.0,0.0,33.6,3.0,1,1,1.3,0.5,0.04,-0.3,-0.5
1516,1785,Martín Montoya,es ESP,DF,Betis,es La Liga,29,1991,2.7,0,2,0,0.0,0.75,0.0,0.0,0.0,12.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
1517,1786,Emre Mor,tr TUR,"FW,MF",Celta Vigo,es La Liga,23,1997,5.6,0,8,2,25.0,1.44,0.36,0.0,0.0,18.9,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
1518,1787,Luca Mora,it ITA,MF,Spezia,it Serie A,32,1988,1.3,0,1,1,100.0,0.8,0.8,0.0,0.0,10.7,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1
1519,1788,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,23,1996,0.2,0,1,1,100.0,5.0,5.0,0.0,0.0,12.6,0.0,0,0,0.0,0.0,0.04,0.0,0.0
1520,1789,Álvaro Morata,es ESP,FW,Juventus,it Serie A,27,1992,22.4,11,55,23,41.8,2.46,1.03,0.18,0.43,11.7,0.0,1,1,10.7,9.9,0.18,0.3,0.1
1521,1790,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,30,1989,3.0,0,1,0,0.0,0.34,0.0,0.0,0.0,14.3,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1
1522,1791,Jon Morcillo,es ESP,"MF,FW",Athletic Club,es La Liga,21,1998,15.1,2,24,8,33.3,1.58,0.53,0.08,0.25,23.1,3.0,0,0,1.2,1.2,0.05,0.8,0.8
1523,1792,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,36,1984,27.7,0,6,1,16.7,0.22,0.04,0.0,0.0,11.7,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4
1524,1793,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,28,1992,2.1,0,4,0,0.0,1.87,0.0,0.0,0.0,18.9,1.0,0,0,0.2,0.2,0.06,-0.2,-0.2
1525,1794,Álex Moreno,es ESP,DF,Betis,es La Liga,27,1993,19.8,0,11,3,27.3,0.55,0.15,0.0,0.0,18.7,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9
1526,1795,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,28,1992,29.7,23,87,36,41.4,2.93,1.21,0.15,0.36,16.1,0.0,10,10,18.9,11.1,0.13,4.1,1.9
1527,1796,Tete Morente,es ESP,"MF,FW",Elche,es La Liga,23,1996,22.4,2,19,3,15.8,0.85,0.13,0.11,0.67,16.5,0.0,0,0,1.7,1.7,0.09,0.3,0.3
1528,1797,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,20,2000,9.2,0,2,0,0.0,0.22,0.0,0.0,0.0,25.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
1529,1798,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,36,1984,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1530,1799,Ilaix Moriba,gn GUI,MF,Barcelona,es La Liga,17,2003,6.0,1,13,3,23.1,2.16,0.5,0.08,0.33,14.7,0.0,0,0,0.8,0.8,0.06,0.2,0.2
1531,1800,Raúl Moro,es ESP,FW,Lazio,it Serie A,17,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1532,1801,Loren Morón,es ESP,FW,Betis,es La Liga,26,1993,11.0,1,24,3,12.5,2.18,0.27,0.04,0.33,18.1,0.0,0,0,2.8,2.8,0.12,-1.8,-1.8
1533,1802,Pedro Mosquera,es ESP,MF,Huesca,es La Liga,32,1988,22.8,0,8,2,25.0,0.35,0.09,0.0,0.0,28.1,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
1534,1803,Aimen Moueffek,fr FRA,"DF,MF",Saint-Étienne,fr Ligue 1,19,2001,8.3,0,1,0,0.0,0.12,0.0,0.0,0.0,15.4,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
1535,1804,Youssoufa Moukoko,de GER,"FW,MF",Dortmund,de Bundesliga,15,2004,4.7,3,20,8,40.0,4.27,1.71,0.15,0.38,15.5,0.0,0,0,2.2,2.2,0.11,0.8,0.8
