,Unnamed: 0,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won
4355,5274,Leroy Sané,de GER,"FW,MF",Bayern Munich,de Bundesliga,25,1996,22.0,3,0,0,25,24,7,38,12,16,0.0,0.0,0,106.0,2.0,7.0,22.2
4356,5275,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,35,1986,8.4,3,0,0,17,6,2,11,1,6,0.0,0.0,0,54.0,21.0,16.0,56.8
4357,5276,Mohamed Sankoh,nl NED,FW,Stuttgart,de Bundesliga,17,2003,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4358,5277,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,26,1994,4.0,0,0,0,3,13,0,8,10,8,0.0,0.0,0,33.0,3.0,6.0,33.3
4359,5278,Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,29,1991,10.0,6,0,0,16,21,6,52,4,7,2.0,0.0,0,52.0,7.0,18.0,28.0
4360,5281,Federico Santander,py PAR,"FW,DF",Bologna,it Serie A,30,1991,0.7,1,0,0,2,5,0,1,0,1,0.0,0.0,0,3.0,8.0,7.0,53.3
4361,5282,Jesús Santiago,es ESP,MF,Valencia,es La Liga,17,2004,0.9,0,0,0,1,1,0,0,0,2,0.0,0.0,0,9.0,0.0,0.0,0.0
4362,5285,Sergio Santos,es ESP,DF,Real Madrid,es La Liga,20,2001,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4363,5286,Alvaro Sanz,es ESP,MF,Barcelona,es La Liga,20,2001,0.3,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0
4364,5287,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,29,1991,14.3,1,0,0,6,24,4,28,1,2,1.0,0.0,0,59.0,5.0,9.0,35.7
4365,5288,Pablo Sarabia,es ESP,FW,Paris S-G,fr Ligue 1,29,1992,0.2,1,0,0,1,1,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4366,5289,Marcelo Saracchi,uy URU,DF,Levante,es La Liga,23,1998,2.1,2,0,0,3,0,0,7,4,5,0.0,0.0,0,15.0,1.0,1.0,50.0
4367,5290,Josh Sargent,us USA,"FW,MF",Norwich City,eng Premier League,21,2000,17.5,1,0,0,9,23,4,11,11,14,0.0,0.0,0,70.0,40.0,48.0,45.5
4368,5291,Jeremy Sarmiento,ec ECU,"FW,MF",Brighton,eng Premier League,19,2002,0.5,0,0,0,0,2,0,0,0,1,0.0,0.0,0,3.0,1.0,2.0,33.3
4369,5292,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,29,1992,0.7,0,0,0,0,0,0,3,6,4,0.0,0.0,0,6.0,0.0,2.0,0.0
4370,5293,Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,23,1998,20.7,2,0,0,17,47,12,61,9,7,0.0,0.0,0,88.0,10.0,17.0,37.0
4371,5294,Malang Sarr,fr FRA,DF,Chelsea,eng Premier League,22,1999,6.1,2,0,0,8,1,0,4,11,7,0.0,0.0,0,36.0,13.0,7.0,65.0
4372,5295,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,24,1997,2.9,1,0,0,3,6,0,6,2,3,0.0,1.0,0,10.0,4.0,3.0,57.1
4373,5299,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29,1991,26.8,9,2,1,45,77,2,199,25,27,0.0,0.0,0,149.0,13.0,23.0,36.1
4374,5300,Esteban Saveljich,me MNE,DF,Rayo Vallecano,es La Liga,30,1991,18.9,4,0,0,23,2,3,1,16,11,0.0,1.0,0,56.0,56.0,36.0,60.9
4375,5301,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30,1991,27.1,12,0,0,30,22,3,1,37,20,0.0,0.0,1,119.0,71.0,52.0,57.7
4376,5302,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,18,2002,21.2,4,0,0,27,36,2,35,22,30,0.0,0.0,0,89.0,18.0,18.0,50.0
4377,5303,Giorgio Scalvini,it ITA,"DF,MF",Atalanta,it Serie A,17,2003,8.5,1,0,0,15,7,0,3,22,11,0.0,0.0,0,56.0,20.0,17.0,54.1
4378,5304,Gianluca Scamacca,it ITA,FW,Sassuolo,it Serie A,22,1999,23.8,7,0,0,49,20,10,11,5,14,0.0,0.0,0,46.0,51.0,39.0,56.7
4379,5305,Dane Scarlett,eng ENG,MF,Tottenham,eng Premier League,17,2004,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4380,5306,Kevin Schade,de GER,"MF,FW",Freiburg,de Bundesliga,19,2001,9.2,2,0,0,22,26,4,13,3,7,0.0,0.0,0,41.0,40.0,35.0,53.3
4381,5307,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,22,1999,2.7,2,0,0,6,2,0,1,2,1,0.0,0.0,0,25.0,1.0,5.0,16.7
4382,5308,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29,1991,24.0,4,0,0,24,11,3,7,32,11,0.0,0.0,0,131.0,45.0,42.0,51.7
4383,5309,Louis Schaub,at AUT,"MF,FW",Köln,de Bundesliga,26,1994,7.3,0,0,0,8,8,3,34,3,10,0.0,0.0,0,56.0,3.0,13.0,18.8
4384,5310,Andrea Schiavone,it ITA,MF,Salernitana,it Serie A,28,1993,6.3,1,0,0,10,5,0,29,8,8,0.0,0.0,0,29.0,3.0,3.0,50.0
4385,5311,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,25,1996,23.1,0,0,0,13,22,6,3,3,2,0.0,0.0,0,34.0,55.0,73.0,43.0
4386,5312,Kingsley Schindler,gh GHA,"DF,FW",Köln,de Bundesliga,28,1993,3.9,1,0,0,2,5,1,24,5,0,0.0,0.0,0,27.0,7.0,5.0,58.3
4387,5313,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23,1997,11.6,2,0,0,23,10,1,6,9,20,0.0,0.0,0,102.0,12.0,8.0,60.0
4388,5314,Keven Schlotterbeck,de GER,"DF,FW",Freiburg,de Bundesliga,24,1997,3.5,1,0,0,9,2,0,0,11,5,0.0,0.0,0,13.0,9.0,4.0,69.2
4389,5315,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1999,30.9,5,0,0,32,35,1,9,56,43,0.0,0.0,0,238.0,109.0,36.0,75.2
4390,5316,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,28,1992,20.6,1,0,0,26,22,0,20,18,25,1.0,0.0,0,115.0,31.0,39.0,44.3
4391,5318,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,31,1990,6.5,0,0,0,4,3,0,16,6,6,0.0,0.0,0,36.0,8.0,9.0,47.1
4392,5319,Benno Schmitz,de GER,DF,Köln,de Bundesliga,26,1994,26.9,5,0,0,30,25,1,93,39,37,0.0,0.0,0,143.0,29.0,43.0,40.3
4393,5320,David Schnegg,at AUT,DF,Venezia,it Serie A,22,1998,1.6,1,0,0,3,0,1,3,3,0,0.0,0.0,0,16.0,2.0,3.0,40.0
4394,5321,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31,1989,7.2,1,1,0,15,4,0,1,20,12,0.0,0.0,0,56.0,12.0,8.0,60.0
4395,5322,Alessandro Schöpf,at AUT,MF,Arminia,de Bundesliga,27,1994,26.6,3,1,1,27,41,1,58,30,22,1.0,0.0,0,209.0,22.0,32.0,40.7
4396,5323,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,24,1997,15.5,4,1,1,17,7,0,1,33,17,0.0,0.0,0,102.0,28.0,18.0,60.9
4397,5324,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,28,1993,9.3,2,0,0,13,5,0,13,11,12,0.0,0.0,0,58.0,8.0,8.0,50.0
4398,5327,Valentino Scotta,es ESP,DF,Sevilla,es La Liga,19,2001,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4399,5328,Demba Seck,sn SEN,"MF,FW",Torino,it Serie A,20,2001,1.6,0,0,0,2,2,2,2,0,1,0.0,0.0,0,5.0,1.0,3.0,25.0
4400,5329,Aleksandar Sedlar,rs SRB,"DF,MF",Mallorca,es La Liga,29,1991,4.5,5,1,1,9,6,0,0,5,3,0.0,0.0,0,22.0,8.0,5.0,61.5
4401,5330,Paul Seguin,de GER,MF,Greuther Fürth,de Bundesliga,26,1995,23.4,9,0,0,42,26,0,41,19,31,0.0,0.0,0,170.0,30.0,27.0,52.6
4402,5331,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,7,2,1,18,28,1,3,34,20,0.0,0.0,0,131.0,16.0,14.0,53.3
4403,5332,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,26,1995,11.2,2,0,0,31,21,5,6,1,4,0.0,0.0,0,21.0,58.0,60.0,49.2
4404,5334,Ken Sema,se SWE,"MF,FW",Watford,eng Premier League,27,1993,9.5,1,0,0,15,7,0,31,5,6,0.0,0.0,0,53.0,12.0,23.0,34.3
4405,5335,Nélson Semedo,pt POR,"MF,DF",Wolves,eng Premier League,27,1993,23.7,1,0,0,23,24,4,32,21,39,0.0,1.0,0,155.0,15.0,27.0,35.7
4406,5336,Lion Semić,de GER,DF,Dortmund,de Bundesliga,17,2003,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4407,5341,Suat Serdar,de GER,"MF,FW",Hertha BSC,de Bundesliga,24,1997,24.6,6,0,0,37,47,2,6,20,30,0.0,0.0,0,153.0,19.0,24.0,44.2
4408,5342,Laurens Serpe,it ITA,DF,Genoa,it Serie A,20,2001,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0
4409,5343,Janni Serra,de GER,FW,Arminia,de Bundesliga,23,1998,12.4,1,0,0,16,14,5,1,5,2,0.0,0.0,0,36.0,52.0,91.0,36.4
4410,5344,Javier Serrano,es ESP,MF,Atlético Madrid,es La Liga,18,2003,0.8,1,1,0,4,1,0,0,3,1,0.0,0.0,0,4.0,4.0,1.0,80.0
4411,5345,Nicolás Serrano,es ESP,"MF,FW",Athletic Club,es La Liga,18,2003,3.5,0,0,0,8,6,1,22,2,6,0.0,0.0,0,26.0,1.0,8.0,11.1
4412,5346,Zidan Sertdemir,dk DEN,"MF,FW",Leverkusen,de Bundesliga,16,2005,0.2,0,0,0,0,0,0,3,0,2,0.0,0.0,0,1.0,0.0,0.0,0.0
4413,5347,Ryan Sessegnon,eng ENG,"DF,MF",Tottenham,eng Premier League,21,2000,11.6,2,0,0,19,7,5,38,7,19,0.0,0.0,0,40.0,11.0,15.0,42.3
4414,5348,Nils Seufert,de GER,MF,Greuther Fürth,de Bundesliga,24,1997,1.1,0,0,0,0,1,0,0,0,2,0.0,0.0,0,9.0,0.0,0.0,0.0
4415,5349,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,37,1984,16.7,2,0,0,15,9,0,54,14,12,0.0,0.0,0,114.0,2.0,6.0,25.0
4416,5350,Stephan El Shaarawy,it ITA,"FW,DF",Roma,it Serie A,28,1992,11.7,1,0,0,8,12,3,18,11,8,0.0,0.0,0,63.0,14.0,15.0,48.3
4417,5351,Jamie Shackleton,eng ENG,"DF,MF",Leeds United,eng Premier League,21,1999,7.9,4,0,0,13,6,0,4,8,16,0.0,0.0,0,50.0,5.0,15.0,25.0
4418,5352,Xherdan Shaqiri,ch SUI,"FW,MF",Lyon,fr Ligue 1,29,1991,7.5,0,0,0,8,2,3,38,2,3,0.0,0.0,0,34.0,1.0,0.0,100.0
4419,5353,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,26,1995,17.8,8,0,0,32,16,3,109,9,13,0.0,1.0,0,95.0,20.0,15.0,57.1
4420,5354,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29,1992,22.0,7,1,1,18,8,0,43,22,17,0.0,0.0,0,160.0,10.0,10.0,50.0
4421,5355,Aimar Sher,se SWE,MF,Spezia,it Serie A,18,2002,0.5,0,0,0,0,0,0,0,3,1,0.0,0.0,0,3.0,1.0,1.0,50.0
4422,5356,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,26,1995,8.7,2,0,0,16,6,4,11,2,4,0.0,0.0,0,28.0,22.0,33.0,40.0
4423,5357,Shola Shoretire,eng ENG,MF,Manchester Utd,eng Premier League,17,2004,0.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4424,5358,Mahame Siby,ml MLI,DF,Strasbourg,fr Ligue 1,25,1996,0.2,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,2.0,0.0,100.0
4425,5359,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,fr Ligue 1,25,1996,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4426,5360,Alassane Sidibe,ci CIV,MF,Atalanta,it Serie A,19,2002,0.1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1.0,0.0,0.0,0.0
4427,5361,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,29,1992,10.5,6,0,0,17,9,0,23,16,13,0.0,1.0,0,52.0,14.0,4.0,77.8
4428,5362,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,23,1998,0.9,0,0,0,0,0,0,0,0,1,0.0,0.0,0,4.0,1.0,3.0,25.0
4429,5363,Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,1997,4.7,0,0,0,4,3,0,0,6,3,0.0,0.0,1,17.0,15.0,1.0,93.8
4430,5364,Arnór Sigurðsson,is ISL,"FW,MF",Venezia,it Serie A,22,1999,2.0,0,0,0,2,1,0,3,1,1,0.0,0.0,0,12.0,0.0,7.0,0.0
4431,5365,Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,de Bundesliga,19,2002,1.9,1,0,0,1,1,0,5,2,3,0.0,0.0,0,16.0,1.0,4.0,20.0
4432,5366,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,32,1989,12.0,3,1,0,13,17,0,6,23,12,0.0,0.0,0,97.0,11.0,11.0,50.0
4433,5367,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,25,1995,23.1,1,0,0,20,28,16,7,2,9,0.0,0.0,0,66.0,37.0,65.0,36.3
4434,5368,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,26,1994,31.7,6,0,0,30,33,9,58,20,29,1.0,0.0,0,156.0,7.0,15.0,31.8
4435,5369,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,24,1997,29.6,5,0,0,19,22,2,127,27,30,1.0,0.0,0,205.0,13.0,27.0,32.5
4436,5370,David Silva,es ESP,MF,Real Sociedad,es La Liga,35,1986,19.1,4,1,0,23,25,3,30,7,17,2.0,1.0,0,91.0,15.0,11.0,57.7
4437,5371,Fábio Silva,pt POR,FW,Wolves,eng Premier League,19,2002,6.4,0,0,0,13,7,4,2,1,2,0.0,0.0,0,18.0,9.0,27.0,25.0
4438,5372,Gabriel Silva,br BRA,"DF,MF",Saint-Étienne,fr Ligue 1,30,1991,7.9,1,0,0,9,16,0,7,18,7,0.0,0.0,0,25.0,6.0,15.0,28.6
4439,5373,Jonathan Silva,ar ARG,"DF,FW",Getafe,es La Liga,27,1994,2.5,4,0,0,10,5,0,10,3,8,0.0,0.0,0,17.0,1.0,2.0,33.3
4440,5375,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,36,1984,29.4,2,0,0,12,12,1,2,44,21,1.0,0.0,0,214.0,56.0,31.0,64.4
4441,5377,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,21,2000,22.3,5,0,0,25,34,0,6,40,27,0.0,0.0,0,159.0,63.0,21.0,75.0
4442,5380,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,18,2002,0.0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0
4443,5381,Ellis Simms,eng ENG,FW,Everton,eng Premier League,20,2001,0.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,2.0,4.0,33.3
4444,5382,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,26,1995,25.9,3,0,0,14,26,4,207,12,11,0.0,0.0,0,119.0,15.0,22.0,40.5
4445,5384,Xavi Simons,nl NED,"MF,FW",Paris S-G,fr Ligue 1,18,2003,1.5,1,0,0,2,4,0,1,0,1,0.0,0.0,0,8.0,2.0,1.0,66.7
4446,5385,Wilfried Singo,ci CIV,DF,Torino,it Serie A,20,2000,29.0,5,1,0,43,59,8,80,23,35,0.0,0.0,0,170.0,42.0,33.0,56.0
4447,5386,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,26,1995,3.9,0,0,0,0,3,0,7,3,2,0.0,0.0,0,22.0,3.0,7.0,30.0
4448,5388,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,19,2002,0.2,0,0,0,1,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4449,5390,Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,19,2002,4.8,3,1,1,12,7,0,6,7,8,0.0,0.0,0,34.0,1.0,5.0,16.7
4450,5391,Ibrahima Sissoko,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,23,1997,25.6,6,0,0,60,28,0,21,35,23,1.0,0.0,0,169.0,59.0,29.0,67.0
4451,5392,Moussa Sissoko,fr FRA,MF,Watford,eng Premier League,31,1989,35.8,5,0,0,35,11,2,26,30,27,0.0,0.0,0,241.0,64.0,52.0,55.2
4452,5393,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24,1997,0.5,1,0,0,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4453,5394,Sambou Sissoko,fr FRA,"MF,DF",Reims,fr Ligue 1,22,1999,2.0,0,0,0,1,4,0,1,2,6,0.0,0.0,0,12.0,4.0,2.0,66.7
4454,5396,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,26,1995,20.2,3,0,0,18,21,2,6,37,33,0.0,0.0,0,157.0,34.0,23.0,59.6
4455,5397,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,20,2000,15.0,6,0,0,16,16,1,6,12,19,0.0,0.0,0,77.0,12.0,10.0,54.5
4456,5398,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,21,1999,13.0,4,2,1,15,6,3,0,8,9,0.0,0.0,0,85.0,63.0,19.0,76.8
4457,5400,Andreas Skov Olsen,dk DEN,"FW,DF",Bologna,it Serie A,21,1999,8.3,0,0,0,4,15,0,37,3,10,0.0,0.0,0,48.0,4.0,10.0,28.6
4458,5401,Robert Skov,dk DEN,"FW,DF",Hoffenheim,de Bundesliga,25,1996,4.1,1,0,0,6,5,0,18,3,2,0.0,0.0,0,20.0,3.0,5.0,37.5
4459,5402,Milan Škriniar,sk SVK,DF,Inter,it Serie A,26,1995,35.0,3,0,0,43,23,2,3,25,27,0.0,1.0,0,160.0,51.0,52.0,49.5
4460,5403,Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,33,1988,6.4,3,0,0,6,5,11,1,2,2,0.0,0.0,0,18.0,11.0,10.0,52.4
4461,5404,William Smallbone,ie IRL,"MF,FW",Southampton,eng Premier League,21,2000,1.5,0,0,0,2,1,0,4,2,4,0.0,0.0,0,12.0,1.0,3.0,25.0
4462,5405,Chris Smalling,eng ENG,DF,Roma,it Serie A,31,1989,23.2,0,0,0,9,17,0,2,26,23,0.0,0.0,1,106.0,49.0,13.0,79.0
4463,5406,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,21,2000,21.3,1,0,0,5,21,2,45,15,7,0.0,0.0,0,105.0,7.0,18.0,28.0
4464,5407,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,29,1991,16.5,3,0,0,15,6,3,100,16,26,0.0,1.0,0,79.0,12.0,27.0,30.8
4465,5408,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,29,1991,28.5,4,0,0,34,42,0,66,62,71,0.0,2.0,0,287.0,47.0,30.0,61.0
4466,5411,Alex Sola,es ESP,"DF,FW",Real Sociedad,es La Liga,22,1999,0.5,0,0,0,0,2,0,0,2,1,0.0,0.0,0,4.0,0.0,1.0,0.0
4467,5412,Augusto Solari,ar ARG,"MF,DF",Celta Vigo,es La Liga,29,1992,7.9,5,0,0,23,11,1,49,7,12,0.0,0.0,0,65.0,4.0,10.0,28.6
4468,5413,Roberto Soldado,es ESP,FW,Levante,es La Liga,36,1985,7.4,7,2,1,9,5,9,1,1,1,0.0,0.0,0,8.0,6.0,18.0,25.0
4469,5414,Carlos Soler,es ESP,MF,Valencia,es La Liga,24,1997,27.5,4,0,0,21,46,2,147,14,19,0.0,0.0,0,138.0,12.0,17.0,41.4
4470,5416,Son,es ESP,DF,Levante,es La Liga,27,1994,21.9,5,1,0,21,14,3,45,19,18,1.0,0.0,0,146.0,10.0,19.0,34.5
4471,5417,Brandon Soppy,fr FRA,"DF,MF",Udinese,it Serie A,19,2002,8.6,4,0,0,23,33,0,13,5,9,0.0,0.0,0,47.0,6.0,13.0,31.6
4472,5419,Roberto Soriano,it ITA,MF,Bologna,it Serie A,30,1991,29.1,6,2,1,49,47,3,34,22,30,0.0,1.0,0,139.0,24.0,46.0,34.3
4473,5420,Alberto Soro,es ESP,"MF,FW",Granada,es La Liga,22,1999,6.4,0,0,0,5,5,2,15,3,10,0.0,0.0,0,37.0,10.0,19.0,34.5
4474,5421,Borna Sosa,hr CRO,"DF,FW",Stuttgart,de Bundesliga,23,1998,27.8,4,0,0,13,26,0,239,26,12,0.0,0.0,0,149.0,20.0,19.0,51.3
4475,5422,Hugo Sotelo,es ESP,FW,Celta Vigo,es La Liga,17,2003,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4476,5423,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,30,1990,27.6,7,0,0,37,34,8,48,25,19,0.0,0.0,0,116.0,89.0,48.0,65.0
4477,5424,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,22,1999,13.8,4,1,1,15,40,7,47,1,4,0.0,0.0,0,32.0,7.0,13.0,35.0
4478,5425,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,26,1995,34.0,3,0,0,39,18,4,13,52,32,0.0,0.0,0,176.0,133.0,141.0,48.5
4479,5426,Matìas Soulé,ar ARG,FW,Juventus,it Serie A,18,2003,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0
4480,5427,Sambou Soumano,sn SEN,"FW,MF",Lorient,fr Ligue 1,20,2001,5.0,1,0,0,13,10,7,4,1,1,0.0,0.0,0,14.0,18.0,20.0,47.4
4481,5428,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,29,1992,25.2,6,2,0,24,16,1,2,34,5,0.0,1.0,1,108.0,45.0,16.0,73.8
4482,5429,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,22,1999,12.2,0,0,0,16,17,0,4,14,13,0.0,0.0,0,62.0,27.0,11.0,71.1
4483,5430,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,29,1992,25.9,4,0,0,28,24,0,77,34,35,0.0,1.0,0,144.0,42.0,33.0,56.0
4484,5431,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24,1997,26.8,5,0,0,42,38,0,9,50,33,0.0,1.0,0,199.0,27.0,31.0,46.6
4485,5432,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,19,2002,11.0,2,0,0,9,4,0,3,23,17,0.0,0.0,0,74.0,28.0,32.0,46.7
4486,5433,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25,1996,27.7,5,0,0,24,14,1,5,32,30,0.0,2.0,0,164.0,92.0,48.0,65.7
4487,5434,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,28,1993,1.4,1,0,0,1,0,0,4,0,0,0.0,0.0,0,8.0,0.0,1.0,0.0
4488,5436,Tony Springett,eng ENG,"MF,FW",Norwich City,eng Premier League,18,2002,1.6,1,0,0,1,4,0,2,0,1,0.0,0.0,0,6.0,1.0,6.0,14.3
4489,5437,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,24,1996,6.7,0,0,0,14,8,0,6,14,9,0.0,0.0,0,41.0,24.0,15.0,61.5
4490,5438,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,22,1998,20.7,6,0,0,35,43,0,53,51,19,0.0,0.0,0,176.0,52.0,20.0,72.2
4491,5439,Kostas Stafylidis,gr GRE,"DF,MF",Bochum,de Bundesliga,27,1993,15.4,3,1,0,12,19,1,65,31,27,0.0,0.0,0,83.0,24.0,24.0,50.0
4492,5440,Luca Stanga,it ITA,DF,Milan,it Serie A,19,2002,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4493,5441,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,21,2000,7.2,1,0,0,4,1,0,10,11,10,0.0,0.0,0,54.0,7.0,6.0,53.8
4494,5442,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,26,1995,22.6,3,0,0,19,20,1,0,36,16,0.0,1.0,0,115.0,49.0,33.0,59.8
4495,5445,Renato Steffen,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,29,1991,10.7,6,0,0,19,15,0,25,13,16,0.0,0.0,0,57.0,17.0,19.0,47.2
4496,5447,Calvin Stengs,nl NED,MF,Nice,fr Ligue 1,22,1998,11.9,1,0,0,15,7,2,41,8,7,0.0,1.0,0,57.0,2.0,12.0,14.3
4497,5448,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,25,1996,10.0,1,0,0,13,4,0,18,11,11,0.0,0.0,0,84.0,13.0,12.0,52.0
4498,5449,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,32,1989,1.4,1,0,0,5,0,0,0,1,1,0.0,0.0,0,7.0,0.0,2.0,0.0
4499,5450,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,27,1994,9.0,3,0,0,8,2,0,0,19,12,0.0,0.0,0,68.0,13.0,12.0,52.0
4500,5451,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,26,1994,23.6,1,0,0,19,37,10,50,12,10,2.0,0.0,0,86.0,4.0,18.0,18.2
4501,5452,Finley Stevens,wls WAL,DF,Brentford,eng Premier League,18,2003,0.2,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0.0,1.0,0.0,100.0
4502,5453,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,20,2001,18.8,1,0,0,25,13,1,17,9,17,0.0,0.0,0,116.0,26.0,26.0,50.0
4503,5454,Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,32,1988,18.1,10,0,0,30,16,5,14,10,15,0.0,0.0,0,104.0,13.0,32.0,28.9
4504,5455,Riccardo Stivanello,it ITA,DF,Bologna,it Serie A,17,2004,0.5,0,0,0,0,1,0,0,0,1,0.0,0.0,0,4.0,1.0,1.0,50.0
4505,5456,Kevin Stöger,at AUT,MF,Mainz 05,de Bundesliga,27,1993,4.7,3,0,0,9,10,0,31,5,5,0.0,0.0,0,55.0,2.0,2.0,50.0
