,Unnamed: 0,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won
4203,5084,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,34,1986,6.2,2,0,0,4,5,0,7,5,6,0.0,0.0,0,38.0,7.0,9.0,43.8
4204,5086,Sidney Raebiger,de GER,MF,RB Leipzig,de Bundesliga,16,2005,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4205,5089,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,29,1991,17.0,8,0,0,20,14,1,1,18,7,0.0,0.0,1,66.0,27.0,28.0,49.1
4206,5090,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,17,2004,0.8,0,0,0,3,0,3,0,0,0,0.0,0.0,0,2.0,0.0,3.0,0.0
4207,5092,Jesuran Rak Sakyi,eng ENG,"FW,MF",Crystal Palace,eng Premier League,18,2002,0.9,0,0,0,1,3,0,2,1,0,0.0,0.0,0,6.0,0.0,1.0,0.0
4208,5093,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,33,1988,24.2,5,0,0,36,35,0,83,23,22,0.0,0.0,0,149.0,37.0,30.0,55.2
4209,5095,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,28,1993,2.7,0,0,0,1,0,0,5,3,2,0.0,0.0,0,17.0,7.0,6.0,53.8
4210,5096,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,35,1985,13.0,1,0,0,6,5,0,1,16,9,0.0,0.0,0,71.0,18.0,11.0,62.1
4211,5097,Sandro Ramírez,es ESP,FW,Getafe,es La Liga,26,1995,16.2,7,0,0,31,45,11,39,2,3,0.0,0.0,0,54.0,14.0,23.0,37.8
4212,5098,Guilherme Ramos,pt POR,DF,Arminia,de Bundesliga,23,1997,10.1,1,0,0,16,5,1,5,27,15,0.0,0.0,0,48.0,31.0,17.0,64.6
4213,5099,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,8.9,3,1,1,11,4,1,0,8,5,0.0,0.0,0,46.0,14.0,7.0,66.7
4214,5101,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,30,1990,1.1,0,0,0,2,1,0,0,1,0,0.0,0.0,0,4.0,0.0,0.0,0.0
4215,5102,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,20,2001,27.4,6,0,0,32,44,1,26,24,44,0.0,0.0,0,126.0,16.0,34.0,32.0
4216,5103,Luca Ranieri,it ITA,DF,Salernitana,it Serie A,22,1999,23.4,9,0,0,16,10,2,66,22,21,0.0,0.0,0,103.0,18.0,16.0,52.9
4217,5104,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,33,1988,3.8,1,0,0,4,2,1,0,4,4,0.0,0.0,0,14.0,16.0,7.0,69.6
4218,5105,Raphinha,br BRA,"FW,MF",Leeds United,eng Premier League,24,1996,32.4,7,0,0,40,47,14,162,29,29,1.0,1.0,0,166.0,22.0,31.0,41.5
4219,5106,Tobias Raschl,de GER,MF,Greuther Fürth,de Bundesliga,21,2000,6.6,0,0,0,7,8,1,1,3,9,0.0,1.0,0,47.0,1.0,4.0,20.0
4220,5107,Elba Rashani,xk KVX,"FW,MF",Clermont Foot,fr Ligue 1,28,1993,19.5,3,0,0,39,30,5,38,11,21,0.0,0.0,0,117.0,20.0,44.0,31.3
4221,5108,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,23,1997,13.7,2,0,0,13,18,15,22,5,5,0.0,0.0,0,44.0,10.0,27.0,27.0
4222,5109,Milot Rashica,xk KVX,"FW,MF",Norwich City,eng Premier League,25,1996,24.8,0,0,0,23,47,13,128,15,19,0.0,0.0,0,110.0,12.0,28.0,30.0
4223,5110,Giacomo Raspadori,it ITA,"MF,FW",Sassuolo,it Serie A,21,2000,30.4,9,1,1,29,33,4,63,9,18,1.0,0.0,0,126.0,9.0,18.0,33.3
4224,5111,Raúl,es ESP,"FW,DF",Betis,es La Liga,20,2000,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4225,5112,David Raum,de GER,"DF,FW",Hoffenheim,de Bundesliga,23,1998,30.6,5,0,0,27,32,7,311,27,29,0.0,0.0,1,201.0,28.0,36.0,43.8
4226,5115,Ante Rebić,hr CRO,FW,Milan,it Serie A,27,1993,9.9,2,0,0,18,9,8,28,3,8,0.0,0.0,0,25.0,13.0,22.0,37.1
4227,5116,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,26,1995,19.7,3,0,0,23,13,0,37,32,19,0.0,1.0,0,98.0,18.0,28.0,39.1
4228,5117,Lluís Recasens,es ESP,DF,Espanyol,es La Liga,19,2002,0.5,0,0,0,0,0,0,0,2,0,0.0,0.0,0,1.0,1.0,0.0,100.0
4229,5118,Nathan Redmond,eng ENG,"MF,FW",Southampton,eng Premier League,27,1994,20.4,0,0,0,16,15,3,60,8,14,0.0,0.0,0,102.0,13.0,32.0,28.9
4230,5119,Sergio Reguilón,es ESP,"DF,MF",Tottenham,eng Premier League,24,1996,21.3,4,0,0,22,24,1,84,31,24,0.0,0.0,0,99.0,31.0,22.0,58.5
4231,5122,Jeff Reine-Adélaïde,fr FRA,"MF,DF",Lyon,fr Ligue 1,23,1998,2.2,0,0,0,4,3,1,1,0,3,0.0,0.0,0,20.0,0.0,2.0,0.0
4232,5123,Reinier,br BRA,"FW,MF",Dortmund,de Bundesliga,19,2002,1.8,0,0,0,2,2,0,0,0,3,0.0,0.0,0,14.0,1.0,3.0,25.0
4233,5124,Karim Rekik,nl NED,DF,Sevilla,es La Liga,26,1994,12.2,2,0,0,16,8,1,6,9,8,0.0,0.0,0,65.0,23.0,22.0,51.1
4234,5128,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,32,1989,27.8,2,0,0,22,44,10,40,12,30,3.0,0.0,0,112.0,8.0,24.0,25.0
4235,5129,Elvis Rexhbeçaj,de GER,MF,Bochum,de Bundesliga,23,1997,28.2,5,0,0,34,60,2,41,27,20,0.0,1.0,0,175.0,27.0,39.0,40.9
4236,5130,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,18,2002,4.9,0,0,0,7,11,1,20,1,4,0.0,0.0,0,27.0,5.0,7.0,41.7
4237,5131,Bryan Reynolds,us USA,DF,Roma,it Serie A,20,2001,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4238,5132,Nico Ribaudo,es ESP,"MF,FW",Espanyol,es La Liga,20,2001,12.4,5,1,1,26,36,3,16,7,6,0.0,0.0,0,49.0,9.0,36.0,20.0
4239,5133,Tiago Ribeiro,pt POR,FW,Monaco,fr Ligue 1,19,2002,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4240,5134,Franck Ribéry,fr FRA,"MF,FW",Salernitana,it Serie A,38,1983,15.8,3,1,0,31,39,2,43,3,10,0.0,0.0,0,82.0,4.0,13.0,23.5
4241,5137,Declan Rice,eng ENG,MF,West Ham,eng Premier League,22,1999,35.3,8,0,0,28,11,0,30,63,42,0.0,0.0,0,286.0,42.0,27.0,60.9
4242,5140,Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,4.9,1,0,0,15,22,0,8,4,12,0.0,0.0,0,28.0,2.0,5.0,28.6
4243,5141,Taylor Richards,eng ENG,MF,Brighton,eng Premier League,20,2000,0.3,0,0,0,1,1,0,0,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0
4244,5142,Richarlison,br BRA,FW,Everton,eng Premier League,24,1997,28.0,9,0,0,36,68,21,38,12,23,1.0,0.0,0,114.0,66.0,155.0,29.9
4245,5143,Marco Richter,de GER,"FW,MF",Hertha BSC,de Bundesliga,23,1997,18.9,6,0,0,30,45,5,57,16,16,0.0,0.0,0,95.0,9.0,33.0,21.4
4246,5144,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,28,1993,18.3,4,0,0,16,17,4,57,30,20,0.0,1.0,0,111.0,26.0,13.0,66.7
4247,5147,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24,1996,1.3,0,0,0,1,0,0,2,1,1,0.0,0.0,0,10.0,0.0,2.0,0.0
4248,5151,Luis Rioja,es ESP,"MF,FW",Alavés,es La Liga,27,1993,34.6,3,0,0,17,39,12,170,25,15,0.0,0.0,0,191.0,17.0,27.0,38.6
4249,5152,Renaud Ripart,fr FRA,"MF,FW",Troyes,fr Ligue 1,28,1993,21.0,2,0,0,24,41,5,48,19,21,1.0,0.0,0,97.0,37.0,55.0,40.2
4250,5153,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,25,1995,20.0,3,1,0,26,27,0,61,17,32,0.0,0.0,0,115.0,21.0,14.0,60.0
4251,5154,Matt Ritchie,sct SCO,DF,Newcastle Utd,eng Premier League,31,1989,14.9,5,0,0,13,9,0,104,13,15,0.0,0.0,0,70.0,14.0,17.0,45.2
4252,5155,Maxence Rivera,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4253,5156,Rober,es ESP,DF,Levante,es La Liga,26,1995,22.3,5,1,1,35,10,0,6,30,20,0.0,1.0,0,150.0,28.0,31.0,47.5
4254,5157,Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,29,1992,4.4,1,0,0,1,4,1,9,4,1,0.0,0.0,0,25.0,2.0,2.0,50.0
4255,5158,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,25,1995,18.8,2,0,0,7,29,1,29,22,13,0.0,0.0,0,82.0,13.0,17.0,43.3
4256,5159,Patrick Roberts,eng ENG,MF,Troyes,fr Ligue 1,24,1997,0.2,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4257,5160,Tyler Roberts,wls WAL,"MF,FW",Leeds United,eng Premier League,22,1999,11.0,5,0,0,14,20,3,14,5,7,0.0,0.0,0,47.0,8.0,23.0,25.8
4258,5161,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,27,1994,28.2,5,1,0,19,9,4,195,23,21,0.0,0.0,0,180.0,26.0,14.0,65.0
4259,5162,Marc Roca,es ESP,MF,Bayern Munich,de Bundesliga,24,1996,4.2,0,0,0,10,4,0,5,6,7,0.0,0.0,0,31.0,0.0,5.0,0.0
4260,5163,Rubén Rochina,es ESP,"MF,FW",Granada,es La Liga,30,1991,8.3,3,0,0,11,16,1,36,6,13,0.0,0.0,0,45.0,6.0,9.0,40.0
4261,5164,Cimo Röcker,de GER,DF,Hertha BSC,de Bundesliga,27,1994,0.2,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0.0,0.0,2.0,0.0
4262,5165,Enzo Roco,cl CHI,DF,Elche,es La Liga,28,1992,28.4,10,0,0,37,7,1,1,28,20,0.0,2.0,0,149.0,61.0,27.0,69.3
4263,5166,Stian Rode Gregersen,no NOR,DF,Bordeaux,fr Ligue 1,26,1995,21.7,7,0,0,25,23,1,6,38,26,0.0,2.0,0,125.0,34.0,33.0,50.7
4264,5167,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,30,1990,8.4,1,0,0,6,9,0,3,13,7,0.0,0.0,0,68.0,9.0,22.0,29.0
4265,5168,Joe Rodon,wls WAL,DF,Tottenham,eng Premier League,23,1997,1.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,3.0,2.0,2.0,50.0
4266,5169,Rodri,es ESP,MF,Manchester City,eng Premier League,25,1996,32.0,5,0,0,43,20,0,9,28,43,0.0,0.0,0,292.0,85.0,33.0,72.0
4267,5170,Rodri,es ESP,FW,Betis,es La Liga,21,2000,9.8,1,0,0,2,15,1,10,3,7,0.0,0.0,0,54.0,0.0,8.0,0.0
4268,5171,Rodrigo,es ESP,"MF,FW",Leeds United,eng Premier League,30,1991,25.2,9,0,0,21,30,4,29,11,9,0.0,0.0,0,103.0,17.0,48.0,26.2
4269,5172,Gerson Rodrigues,lu LUX,"FW,MF",Troyes,fr Ligue 1,26,1995,9.4,6,0,0,28,16,6,10,0,9,0.0,0.0,0,27.0,16.0,18.0,47.1
4270,5173,Kévin Rodrigues,pt POR,"DF,FW",Rayo Vallecano,es La Liga,27,1994,4.8,0,0,0,5,7,0,10,7,11,0.0,0.0,0,33.0,10.0,8.0,55.6
4271,5174,Ángel Rodríguez,es ESP,"FW,MF",Mallorca,es La Liga,34,1987,17.2,4,0,0,37,23,17,10,3,9,1.0,0.0,0,47.0,19.0,30.0,38.8
4272,5177,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,33,1988,31.5,7,0,0,65,69,3,55,20,31,0.0,0.0,0,175.0,39.0,59.0,39.8
4273,5178,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,27,1994,28.1,9,1,1,47,50,2,4,31,53,0.0,0.0,0,206.0,33.0,17.0,66.0
4274,5179,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,32,1989,15.4,3,0,0,31,16,17,7,4,12,0.0,0.0,0,37.0,55.0,67.0,45.1
4275,5180,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,28,1992,27.5,3,0,0,26,11,0,65,41,21,0.0,1.0,0,163.0,53.0,34.0,60.9
4276,5181,Rodrygo,br BRA,FW,Real Madrid,es La Liga,20,2001,16.9,4,0,0,20,29,13,41,11,14,3.0,0.0,0,72.0,14.0,25.0,35.9
4277,5182,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,22,1999,13.8,1,0,0,18,8,2,35,16,12,0.0,1.0,0,54.0,12.0,25.0,32.4
4278,5183,Marko Rog,hr CRO,MF,Cagliari,it Serie A,26,1995,3.5,0,0,0,11,14,0,3,1,3,0.0,0.0,0,19.0,4.0,5.0,44.4
4279,5184,Rogério,br BRA,DF,Sassuolo,it Serie A,23,1998,19.2,5,0,0,15,34,1,82,18,13,0.0,0.0,0,95.0,10.0,15.0,40.0
4280,5185,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,26,1995,15.7,4,1,0,17,13,3,1,19,14,0.0,1.0,0,79.0,46.0,19.0,70.8
4281,5186,Simone Romagnoli,it ITA,DF,Empoli,it Serie A,31,1990,16.6,3,0,0,17,5,0,1,9,12,0.0,1.0,1,103.0,54.0,33.0,62.1
4282,5188,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,23,1998,20.5,8,0,0,28,15,2,0,33,39,0.0,1.0,0,148.0,43.0,30.0,58.9
4283,5189,Iván Romero,es ESP,FW,Sevilla,es La Liga,20,2001,2.0,0,0,0,4,6,1,0,2,2,0.0,0.0,0,3.0,1.0,10.0,9.1
4284,5190,Luka Romero,ar ARG,FW,Lazio,it Serie A,16,2004,0.9,0,0,0,2,3,0,1,1,1,0.0,0.0,0,4.0,0.0,1.0,0.0
4285,5192,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,29,1991,32.1,9,0,0,46,24,0,13,51,39,0.0,0.0,0,259.0,67.0,47.0,58.8
4286,5195,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,31,1989,8.8,3,1,0,12,4,5,6,0,1,0.0,0.0,0,20.0,38.0,56.0,40.4
4287,5196,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,26,1994,24.4,3,0,0,34,28,0,7,33,51,0.0,1.0,0,152.0,19.0,27.0,41.3
4288,5197,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,30,1991,28.3,7,1,1,50,15,0,7,45,42,0.0,0.0,0,212.0,52.0,34.0,60.5
4289,5198,Unai Ropero,es ESP,MF,Alavés,es La Liga,19,2001,0.1,0,0,0,0,1,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4290,5199,Pablo Rosario,nl NED,MF,Nice,fr Ligue 1,24,1997,30.3,7,0,0,36,22,2,15,38,37,0.0,0.0,0,175.0,43.0,31.0,58.1
4291,5200,Romario Rösch,de GER,MF,Mainz 05,de Bundesliga,22,1999,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4292,5201,Danny Rose,eng ENG,DF,Watford,eng Premier League,31,1990,7.7,4,0,0,10,14,1,24,14,10,0.0,1.0,0,41.0,4.0,7.0,36.4
4293,5203,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,16,2004,1.0,1,0,0,3,1,3,5,2,3,0.0,0.0,0,5.0,0.0,0.0,0.0
4294,5204,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28,1993,19.7,5,0,0,10,24,5,50,14,9,0.0,0.0,0,97.0,13.0,9.0,59.1
4295,5205,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,19,2001,16.3,5,0,0,26,24,3,110,20,26,0.0,0.0,0,118.0,5.0,15.0,25.0
4296,5206,Jon Rowe,eng ENG,"FW,MF",Norwich City,eng Premier League,18,2003,2.5,0,0,0,3,7,1,4,3,2,0.0,0.0,0,13.0,1.0,8.0,11.1
4297,5207,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,27,1994,32.5,5,0,0,23,23,0,0,19,11,0.0,0.0,0,174.0,78.0,50.0,60.9
4298,5208,Ruan,br BRA,DF,Sassuolo,it Serie A,22,1999,2.4,1,0,0,4,8,0,1,2,4,0.0,1.0,0,22.0,7.0,8.0,46.7
4299,5209,Rubén,es ESP,DF,Espanyol,es La Liga,20,2001,1.7,0,0,0,4,1,0,9,2,1,0.0,0.0,0,4.0,5.0,2.0,71.4
4300,5211,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,28,1993,33.7,9,0,0,35,12,0,15,28,28,2.0,0.0,0,183.0,56.0,20.0,73.7
4301,5212,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,31,1990,8.6,5,0,0,12,6,0,15,11,12,0.0,0.0,0,46.0,6.0,12.0,33.3
4302,5213,Daniele Rugani,it ITA,DF,Juventus,it Serie A,27,1994,9.8,2,0,0,11,1,0,0,11,5,0.0,0.0,0,43.0,16.0,14.0,53.3
4303,5214,Matteo Ruggeri,it ITA,DF,Salernitana,it Serie A,19,2002,7.5,1,0,0,1,2,1,29,2,4,0.0,0.0,0,40.0,9.0,7.0,56.3
4304,5215,Mário Rui,pt POR,DF,Napoli,it Serie A,30,1991,33.2,7,0,0,31,60,4,80,40,43,0.0,0.0,0,173.0,14.0,31.0,31.1
4305,5216,Aitor Ruibal,es ESP,"FW,DF",Betis,es La Liga,25,1996,9.5,6,0,0,23,15,1,17,8,15,0.0,0.0,0,41.0,5.0,14.0,26.3
4306,5217,Isma Ruiz,es ESP,MF,Granada,es La Liga,20,2001,3.1,1,0,0,2,3,1,1,3,1,0.0,0.0,0,18.0,3.0,6.0,33.3
4307,5218,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,25,1996,26.5,2,0,0,21,18,1,17,22,33,0.0,0.0,0,203.0,8.0,12.0,40.0
4308,5219,Víctor Ruiz,es ESP,DF,Betis,es La Liga,32,1989,15.8,2,0,0,12,2,2,0,29,9,0.0,0.0,0,96.0,46.0,29.0,61.3
4309,5221,Lukas Rupp,de GER,MF,Norwich City,eng Premier League,30,1991,8.5,0,0,0,7,8,0,3,9,4,0.0,0.0,0,55.0,5.0,10.0,33.3
4310,5222,Alessandro Russo,it ITA,MF,Salernitana,it Serie A,17,2003,0.3,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
4311,5223,Franco Russo,ar ARG,DF,Mallorca,es La Liga,26,1994,16.3,7,2,2,26,11,1,1,27,10,0.0,2.0,1,82.0,29.0,33.0,46.8
4312,5224,Georginio Rutter,fr FRA,"FW,MF",Hoffenheim,de Bundesliga,19,2002,17.9,2,0,0,37,37,21,20,6,13,0.0,0.0,0,56.0,40.0,46.0,46.5
4313,5226,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23,1997,15.9,3,0,0,12,14,0,51,16,15,0.0,0.0,0,113.0,18.0,29.0,38.3
4314,5229,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,24,1996,6.4,1,0,0,8,5,1,6,6,4,0.0,0.0,0,47.0,6.0,5.0,54.5
4315,5230,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,28,1993,8.8,1,0,0,5,9,1,17,13,10,0.0,0.0,0,37.0,10.0,9.0,52.6
4316,5231,Mathys Saban,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19,2002,0.8,1,0,0,2,0,0,2,0,2,0.0,0.0,0,1.0,0.0,3.0,0.0
4317,5232,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,28,1993,3.9,3,0,0,6,8,0,9,3,3,0.0,1.0,0,19.0,3.0,4.0,42.9
4318,5233,Abdelhamid Sabiri,ma MAR,"MF,FW",Sampdoria,it Serie A,24,1996,9.9,3,0,0,21,34,1,15,7,18,0.0,0.0,0,39.0,26.0,26.0,50.0
4319,5236,Falaye Sacko,ml MLI,DF,Saint-Étienne,fr Ligue 1,26,1995,7.4,0,0,0,9,2,0,8,4,10,0.0,0.0,0,53.0,6.0,2.0,75.0
4320,5237,Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,22,1999,20.7,2,0,0,29,37,1,63,15,22,0.0,0.0,0,120.0,9.0,14.0,39.1
4321,5238,Rafiki Said Ahamada,km COM,"MF,FW",Brest,fr Ligue 1,21,2000,1.4,1,0,0,6,3,1,5,0,3,0.0,0.0,0,14.0,4.0,0.0,100.0
4322,5239,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,26,1995,7.3,2,0,0,17,6,3,10,2,5,1.0,0.0,0,17.0,6.0,7.0,46.2
4323,5240,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,eng Premier League,24,1997,31.2,6,0,0,22,48,13,60,11,8,0.0,0.0,0,110.0,18.0,18.0,50.0
4324,5241,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,31,1990,30.1,6,0,0,30,15,3,9,58,27,0.0,2.0,0,157.0,72.0,50.0,59.0
4325,5242,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,19,2001,33.1,6,0,0,39,59,17,110,22,21,2.0,0.0,0,141.0,23.0,43.0,34.8
4326,5243,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,31,1990,28.6,3,0,0,8,9,0,0,41,22,0.0,1.0,0,183.0,47.0,31.0,60.3
4327,5244,Bakary Sako,ml MLI,"FW,MF",Saint-Étienne,fr Ligue 1,33,1988,1.7,0,0,0,3,2,1,4,0,0,0.0,0.0,0,3.0,4.0,6.0,40.0
4328,5245,Jacopo Sala,it ITA,MF,Spezia,it Serie A,29,1991,9.8,3,0,0,11,12,1,6,14,11,0.0,1.0,0,71.0,4.0,4.0,50.0
4329,5246,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,29,1992,30.7,1,0,0,12,23,12,41,6,8,2.0,0.0,0,86.0,7.0,33.0,17.5
4330,5247,Eddie Salcedo,it ITA,"MF,FW",Spezia,it Serie A,19,2001,4.8,1,0,0,8,6,2,13,0,1,0.0,0.0,0,14.0,11.0,10.0,52.4
4331,5248,William Saliba,fr FRA,DF,Marseille,fr Ligue 1,20,2001,36.0,5,0,0,17,11,1,4,48,32,0.0,0.0,0,260.0,46.0,29.0,61.3
4332,5250,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,22,1999,33.0,10,1,1,38,7,2,13,78,47,0.0,1.0,1,244.0,101.0,60.0,62.7
4333,5251,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,24,1997,17.2,1,0,0,29,42,4,58,11,16,1.0,0.0,0,74.0,21.0,28.0,42.9
4334,5252,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,28,1992,29.6,5,0,0,33,28,1,11,40,33,0.0,3.0,1,183.0,46.0,25.0,64.8
4335,5253,Salvi,es ESP,"MF,FW",Cádiz,es La Liga,30,1991,15.5,3,1,1,9,16,1,65,6,10,0.0,0.0,0,78.0,15.0,18.0,45.5
4336,5254,Lazar Samardzic,rs SRB,"MF,FW",Udinese,it Serie A,19,2002,5.4,0,0,0,11,3,0,32,2,9,0.0,0.0,0,33.0,6.0,5.0,54.5
4337,5255,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,25,1996,18.4,7,0,0,30,25,0,7,28,26,0.0,0.0,0,121.0,32.0,23.0,58.2
4338,5256,Mama Samba Baldé,gw GNB,"MF,FW",Troyes,fr Ligue 1,25,1995,19.1,1,1,0,41,26,4,16,5,28,1.0,1.0,0,75.0,25.0,40.0,38.5
4339,5257,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,21,1999,12.6,5,0,0,12,15,0,2,13,18,0.0,0.0,0,72.0,15.0,20.0,42.9
4340,5258,Junior Sambia,fr FRA,"DF,FW",Montpellier,fr Ligue 1,24,1996,17.0,5,1,1,18,26,0,50,21,13,0.0,0.0,0,86.0,25.0,19.0,56.8
4341,5259,Luigi Samele,it ITA,FW,Sassuolo,it Serie A,19,2002,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0
4342,5260,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,24,1997,9.2,3,0,0,26,10,0,0,8,5,0.0,0.0,0,46.0,11.0,5.0,68.8
4343,5261,Antonio Sanabria,py PAR,FW,Torino,it Serie A,25,1996,20.0,3,0,0,26,34,21,3,2,2,2.0,0.0,0,52.0,78.0,124.0,38.6
4344,5262,Oihan Sancet,es ESP,FW,Athletic Club,es La Liga,21,2000,15.8,2,0,0,20,27,5,10,5,7,0.0,0.0,0,48.0,17.0,31.0,35.4
4345,5263,Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,23,1997,18.3,8,1,1,29,27,1,65,14,7,0.0,0.0,0,124.0,11.0,11.0,50.0
4346,5264,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,32,1988,9.8,0,0,0,10,21,8,35,2,8,0.0,0.0,0,36.0,10.0,16.0,38.5
4347,5265,Antonio Sánchez,es ESP,"MF,FW",Mallorca,es La Liga,24,1997,18.0,3,1,0,40,27,3,16,32,24,0.0,0.0,0,148.0,11.0,10.0,52.4
4348,5266,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,25,1996,18.1,4,0,0,16,11,1,2,30,22,0.0,0.0,0,103.0,45.0,36.0,55.6
4349,5267,Germán Sánchez,es ESP,DF,Granada,es La Liga,34,1986,25.5,11,1,1,23,25,1,1,28,19,0.0,1.0,0,114.0,62.0,45.0,57.9
4350,5268,Juan Sánchez,es ESP,0,Sevilla,es La Liga,17,2003,0.1,1,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
4351,5269,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,20,2000,25.1,6,0,0,32,16,0,70,18,34,0.0,1.0,0,132.0,9.0,36.0,20.0
4352,5271,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,21,2000,21.1,0,0,0,4,7,7,28,15,8,0.0,0.0,0,112.0,2.0,11.0,15.4
4353,5272,Philippe Sandler,nl NED,DF,Troyes,fr Ligue 1,24,1997,0.8,0,0,0,0,0,0,0,3,0,0.0,0.0,0,2.0,3.0,0.0,100.0
4354,5273,Alex Sandro,br BRA,DF,Juventus,it Serie A,30,1991,19.8,3,0,0,31,34,1,35,27,16,1.0,0.0,1,113.0,31.0,20.0,60.8
