,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assits,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
1220,Hassane Kamara,ci CIV,"DF,FW",Reims,fr Ligue 1,24,1994,10.3,351,458,76.6,5431,1655,198,221,89.6,123,159,77.4,21,45,46.7,0,0.5,0.5,-0.5,6,21,1,0,31,Matches
1221,Marcin Kamiński,pl POL,DF,Düsseldorf,de Bundesliga,26,1992,27.0,980,1169,83.8,20148,7288,310,340,91.2,504,555,90.8,158,247,64.0,1,0.4,0.6,+0.6,7,55,3,1,78,Matches
1222,Patrick Kammerbauer,de GER,FW,Freiburg,de Bundesliga,21,1997,0.0,3,4,75.0,34,22,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,2,1,1,Matches
1223,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,27,1990,23.5,1238,1515,81.7,19115,6181,629,698,90.1,401,472,85.0,116,198,58.6,5,4.4,3.9,+0.6,47,128,34,5,195,Matches
1224,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,25,1993,26.9,419,578,72.5,7221,1841,214,268,79.9,120,166,72.3,59,89,66.3,4,4.0,1.8,0.0,30,58,14,2,80,Matches
1225,Lee Kang-in,kr KOR,"MF,FW",Valencia,es La Liga,17,2001,0.3,12,19,63.2,192,56,6,7,85.7,4,7,57.1,1,3,33.3,0,0.0,0.1,0.0,1,2,1,1,2,Matches
1226,Wilfried Kanga,ci CIV,FW,Angers,fr Ligue 1,20,1998,5.5,60,91,65.9,711,72,40,55,72.7,12,16,75.0,2,4,50.0,0,0.2,0.2,-0.2,5,3,3,0,4,Matches
1227,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,27,1991,34.4,1789,2056,87.0,23900,5492,1100,1196,92.0,507,562,90.2,70,91,76.9,4,3.5,3.5,+0.5,46,144,33,6,178,Matches
1228,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,0.5,12,16,75.0,284,165,0,0,,11,11,100.0,1,5,20.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1229,Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,22,1996,8.6,279,326,85.6,3879,832,167,180,92.8,89,101,88.1,9,16,56.3,0,0.1,0.2,-0.1,2,21,1,0,22,Matches
1230,Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,de Bundesliga,24,1994,10.2,197,283,69.6,2979,621,113,148,76.4,62,81,76.5,15,21,71.4,1,2.1,1.5,-1.1,14,11,5,2,21,Matches
1231,Yann Karamoh,fr FRA,"FW,MF",Inter,it Serie A,20,1998,0.1,2,4,50.0,52,26,1,1,100.0,0,1,0.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1232,Yann Karamoh,fr FRA,FW,Bordeaux,fr Ligue 1,20,1998,13.6,382,538,71.0,5900,1814,211,250,84.4,124,165,75.2,30,74,40.5,1,2.3,2.3,-1.3,26,35,17,8,46,Matches
1233,Ibrahim Karamoko,fr FRA,MF,Chievo,it Serie A,17,2001,0.7,13,19,68.4,229,62,8,10,80.0,3,4,75.0,2,2,100.0,0,0.0,0.0,0.0,1,1,1,1,2,Matches
1234,Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,33,1985,9.0,170,245,69.4,4692,3112,22,22,100.0,90,90,100.0,58,133,43.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1235,Rick Karsdorp,nl NED,DF,Roma,it Serie A,23,1995,6.6,317,414,76.6,5597,2741,144,165,87.3,134,160,83.8,36,65,55.4,1,0.3,0.9,+0.7,4,32,13,5,44,Matches
1236,Grigoris Kastanos,cy CYP,MF,Juventus,it Serie A,20,1998,0.7,16,19,84.2,199,26,12,13,92.3,3,4,75.0,1,1,100.0,0,0.0,0.1,0.0,0,1,0,0,1,Matches
1237,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1.0,25,40,62.5,1027,975,4,4,100.0,6,6,100.0,15,30,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1238,Beram Kayal,il ISR,MF,Brighton,eng Premier League,30,1988,10.4,194,283,68.6,3007,919,105,129,81.4,76,101,75.2,9,35,25.7,1,1.1,0.4,-0.1,4,20,3,1,32,Matches
1239,Moise Kean,it ITA,FW,Juventus,it Serie A,18,2000,6.0,67,86,77.9,919,95,40,48,83.3,19,23,82.6,4,5,80.0,0,0.3,0.3,-0.3,5,0,0,0,4,Matches
1240,Michael Keane,eng ENG,DF,Everton,eng Premier League,25,1993,33.0,1292,1606,80.4,25407,10067,433,511,84.7,682,767,88.9,155,269,57.6,2,1.4,0.3,+0.6,9,89,5,1,113,Matches
1241,Neeskens Kebano,cd COD,"FW,MF",Fulham,eng Premier League,26,1992,1.2,25,31,80.6,340,37,20,22,90.9,4,7,57.1,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,4,Matches
1242,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,21.1,1284,1393,92.2,20630,6463,604,642,94.1,542,579,93.6,81,93,87.1,2,0.5,0.7,+1.5,6,59,6,2,91,Matches
1243,Jules Keita,gn GUI,"FW,MF",Dijon,fr Ligue 1,20,1998,5.1,101,129,78.3,1432,431,66,81,81.5,21,27,77.8,8,11,72.7,1,0.7,1.0,+0.3,9,8,8,0,17,Matches
1244,Naby Keïta,gn GUI,"MF,FW",Liverpool,eng Premier League,23,1995,15.4,889,1011,87.9,12345,2967,522,574,90.9,275,308,89.3,42,54,77.8,1,1.0,1.9,0.0,9,86,28,0,103,Matches
1245,Keko,es ESP,"MF,FW",Valladolid,es La Liga,26,1991,17.0,340,537,63.3,5919,1561,179,230,77.8,103,148,69.6,40,98,40.8,1,1.6,1.8,-0.6,13,24,18,15,33,Matches
1246,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,12.3,270,359,75.2,5659,2662,98,113,86.7,117,141,83.0,53,98,54.1,0,0.0,0.1,0.0,1,15,3,1,22,Matches
1247,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,23,1995,22.5,836,1036,80.7,16468,5592,270,317,85.2,444,509,87.2,110,178,61.8,0,0.3,0.6,-0.3,7,64,6,3,99,Matches
1248,Kenedy,br BRA,"MF,DF",Newcastle Utd,eng Premier League,22,1996,15.0,374,533,70.2,5558,1760,213,250,85.2,105,152,69.1,31,62,50.0,1,0.7,0.9,+0.3,11,32,13,7,41,Matches
1249,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,423,573,73.8,6392,3055,228,262,87.0,154,202,76.2,25,65,38.5,1,0.6,0.7,+0.4,6,42,12,4,51,Matches
1250,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,670,862,77.7,14574,6418,196,232,84.5,344,411,83.7,120,194,61.9,0,0.2,0.6,-0.2,1,52,1,0,75,Matches
1251,Sebastian Kerk,de GER,"MF,FW",Nürnberg,de Bundesliga,24,1994,13.1,308,484,63.6,5066,2063,152,187,81.3,96,146,65.8,41,109,37.6,1,2.9,2.8,-1.9,24,22,9,5,20,Matches
1252,Franck Kessié,ci CIV,MF,Milan,it Serie A,21,1996,33.5,1484,1733,85.6,23158,5873,821,887,92.6,545,617,88.3,85,142,59.9,2,2.3,2.9,-0.3,43,136,34,4,191,Matches
1253,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Caen,fr Ligue 1,23,1995,15.0,327,472,69.3,4675,1703,206,249,82.7,91,121,75.2,20,56,35.7,1,0.6,0.5,+0.4,11,38,3,0,56,Matches
1254,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,27,1991,31.3,725,1100,65.9,13459,3793,343,433,79.2,218,307,71.0,124,261,47.5,6,6.9,5.9,-0.9,69,73,26,3,120,Matches
1255,Rani Khedira,de GER,"DF,MF",Augsburg,de Bundesliga,24,1994,29.2,1029,1266,81.3,19530,6803,338,405,83.5,550,621,88.6,105,172,61.0,1,0.6,0.8,+0.4,8,43,10,2,72,Matches
1256,Sami Khedira,de GER,MF,Juventus,it Serie A,31,1987,7.8,307,368,83.4,4478,935,164,178,92.1,113,123,91.9,15,30,50.0,1,1.1,0.3,-0.1,6,19,4,1,25,Matches
1257,Isaac Kiese Thelin,se SWE,"FW,MF",Leverkusen,de Bundesliga,26,1992,2.0,22,39,56.4,199,31,15,21,71.4,3,7,42.9,0,2,0.0,0,0.1,0.0,-0.1,1,3,0,0,1,Matches
1258,Kiké,es ESP,FW,Eibar,es La Liga,28,1989,14.4,278,407,68.3,3470,615,169,214,79.0,67,105,63.8,13,27,48.1,0,1.8,1.9,-1.8,14,19,8,1,27,Matches
1259,Max Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1260,Joshua Kimmich,de GER,"DF,MF",Bayern Munich,de Bundesliga,23,1995,34.0,2583,3026,85.4,44764,12442,1164,1236,94.2,1040,1188,87.5,289,437,66.1,13,12.2,14.3,+0.8,82,168,77,16,252,Matches
1261,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,1387,1494,92.8,22491,7369,686,723,94.9,571,602,94.9,86,108,79.6,1,0.6,0.3,+0.4,4,80,2,0,92,Matches
1262,Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,26,1992,32.9,588,858,68.5,7953,1845,363,469,77.4,168,249,67.5,22,45,48.9,3,3.8,2.9,-0.8,34,41,36,6,85,Matches
1263,Sofian Kiyine,ma MAR,"MF,DF",Chievo,it Serie A,20,1997,9.1,281,373,75.3,4929,1446,149,172,86.6,91,119,76.5,34,60,56.7,1,0.9,1.2,+0.1,9,22,13,6,40,Matches
1264,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,777,910,85.4,15448,6439,261,276,94.6,403,435,92.6,100,172,58.1,0,0.5,0.7,-0.5,6,40,6,0,51,Matches
1265,Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,31.3,916,1251,73.2,14223,4711,506,625,81.0,310,404,76.7,62,121,51.2,4,3.6,3.7,+0.4,39,97,31,7,138,Matches
1266,Felix Klaus,de GER,"FW,MF",Wolfsburg,de Bundesliga,25,1992,4.9,108,145,74.5,1407,322,73,85,85.9,25,37,67.6,4,10,40.0,1,2.2,1.1,-1.2,6,5,4,0,9,Matches
1267,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,507,630,80.5,9866,3542,173,196,88.3,260,290,89.7,63,122,51.6,0,0.5,0.3,-0.5,1,37,6,2,47,Matches
1268,Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,1995,2.2,42,59,71.2,578,91,24,30,80.0,14,22,63.6,1,2,50.0,0,0.1,0.1,-0.1,1,3,1,0,5,Matches
1269,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,754,1025,73.6,11290,4818,408,478,85.4,252,354,71.2,55,101,54.5,1,2.0,2.7,-1.0,19,48,17,8,78,Matches
1270,Justin Kluivert,nl NED,FW,Roma,it Serie A,19,1999,14.9,344,462,74.5,5164,1103,202,232,87.1,97,132,73.5,29,50,58.0,6,3.0,2.0,+3.0,36,14,20,11,35,Matches
1271,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,174,252,69.0,2901,972,82,98,83.7,83,109,76.1,7,28,25.0,0,0.5,0.5,-0.5,2,8,5,3,15,Matches
1272,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,1756,2051,85.6,39970,12131,345,402,85.8,1078,1164,92.6,321,443,72.5,0,0.1,0.5,-0.1,1,97,3,1,129,Matches
1273,Anthony Knockaert,fr FRA,"MF,FW",Brighton,eng Premier League,26,1991,20.4,519,736,70.5,8704,2670,307,359,85.5,119,175,68.0,76,144,52.8,6,3.6,3.7,+2.4,35,26,19,7,58,Matches
1274,Törles Knöll,de GER,"FW,MF",Nürnberg,de Bundesliga,20,1997,4.1,56,89,62.9,822,193,28,39,71.8,20,30,66.7,3,7,42.9,0,0.1,0.1,-0.1,2,6,1,1,4,Matches
1275,Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1.0,27,43,62.8,1126,956,3,3,100.0,7,7,100.0,17,32,53.1,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1276,Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,370,528,70.1,10325,7348,48,48,100.0,211,213,99.1,110,263,41.8,0,0.0,0.0,0.0,0,3,0,0,0,Matches
1277,Robin Koch,de GER,"MF,DF",Freiburg,de Bundesliga,22,1996,21.1,731,892,82.0,14780,4947,217,260,83.5,404,455,88.8,97,138,70.3,0,0.4,0.4,-0.4,5,38,4,0,55,Matches
1278,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,24,1993,1.8,37,47,78.7,426,50,22,25,88.0,6,9,66.7,1,1,100.0,0,0.1,0.0,-0.1,2,1,0,0,0,Matches
1279,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,404,508,79.5,6584,1984,178,200,89.0,164,193,85.0,31,54,57.4,2,1.7,0.5,+0.3,9,32,8,1,53,Matches
1280,Djégui Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,41,58,70.7,816,412,17,19,89.5,17,22,77.3,7,13,53.8,0,0.0,0.0,0.0,0,3,0,0,6,Matches
1281,Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,1715,2081,82.4,25958,7698,915,982,93.2,517,617,83.8,153,296,51.7,5,4.8,6.1,+0.2,61,154,26,4,174,Matches
1282,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,32.3,1599,2069,77.3,27091,11540,821,903,90.9,567,718,79.0,162,324,50.0,2,6.6,5.5,-4.6,58,137,52,27,165,Matches
1283,Sead Kolašinac,ba BIH,"DF,MF",Arsenal,eng Premier League,25,1993,21.0,951,1229,77.4,13166,4258,568,649,87.5,290,371,78.2,40,77,51.9,5,6.0,4.7,-1.0,31,44,25,9,76,Matches
1284,Randal Kolo Muani,fr FRA,FW,Nantes,fr Ligue 1,19,1998,1.4,16,27,59.3,174,52,10,14,71.4,4,10,40.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,4,Matches
1285,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,1631,2003,81.4,30349,13114,642,722,88.9,774,874,88.6,188,337,55.8,3,0.9,1.7,+2.1,14,105,19,10,148,Matches
1286,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,1142,1229,92.9,21525,7653,407,436,93.3,594,619,96.0,125,149,83.9,0,0.0,0.3,0.0,1,86,1,0,83,Matches
1287,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,751,1015,74.0,12164,5849,396,439,90.2,294,410,71.7,51,106,48.1,1,1.4,1.2,-0.4,17,59,22,14,87,Matches
1288,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,789,1042,75.7,14644,6121,299,364,82.1,378,466,81.1,92,159,57.9,1,0.4,0.4,+0.6,6,76,5,1,108,Matches
1289,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,257,387,66.4,3576,637,160,208,76.9,69,111,62.2,15,24,62.5,2,2.3,1.4,-0.3,11,23,8,0,34,Matches
1290,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,628,746,84.2,12446,3392,248,284,87.3,264,293,90.1,101,132,76.5,1,0.9,0.7,+0.1,6,81,6,0,87,Matches
1291,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,914,1085,84.2,17144,6331,368,401,91.8,423,466,90.8,106,177,59.9,1,0.7,0.8,+0.3,5,61,5,3,91,Matches
1292,Manu Koné,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,35,41,85.4,495,111,20,21,95.2,15,17,88.2,0,1,0.0,0,0.0,0.0,0.0,1,3,0,0,5,Matches
1293,Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,847,1075,78.8,13582,5347,433,477,90.8,324,410,79.0,62,134,46.3,1,0.9,1.3,+0.1,16,79,23,16,95,Matches
1294,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,978,1275,76.7,17265,7866,444,513,86.5,427,530,80.6,99,193,51.3,1,1.1,0.6,-0.1,9,69,10,4,90,Matches
1295,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,de Bundesliga,28,1989,7.3,149,212,70.3,2217,421,89,102,87.3,45,65,69.2,11,27,40.7,1,0.9,0.9,+0.1,10,7,10,4,16,Matches
1296,Pascal Köpke,de GER,"FW,MF",Hertha BSC,de Bundesliga,22,1995,0.8,23,28,82.1,299,129,14,16,87.5,3,5,60.0,3,3,100.0,0,0.0,0.1,0.0,0,2,1,1,3,Matches
1297,Julian Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,382,541,70.6,6033,3048,196,223,87.9,151,207,72.9,24,64,37.5,0,0.4,1.3,-0.4,9,27,10,3,55,Matches
1298,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,820,895,91.6,17010,5462,221,236,93.6,486,509,95.5,105,128,82.0,0,0.2,0.2,-0.2,2,28,0,0,37,Matches
1299,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,de Bundesliga,25,1992,32.8,945,1589,59.5,17162,8380,408,544,75.0,418,655,63.8,106,272,39.0,10,9.8,8.7,+0.2,46,80,54,29,140,Matches
1300,Christian Kouamé,ci CIV,FW,Genoa,it Serie A,20,1997,34.1,617,953,64.7,8179,1705,397,561,70.8,139,205,67.8,34,50,68.0,5,5.3,3.8,-0.3,48,40,25,6,67,Matches
1301,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,620,907,68.4,20048,15406,59,59,100.0,302,306,98.7,256,536,47.8,0,0.0,0.0,0.0,1,11,0,0,0,Matches
1302,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,2239,2533,88.4,39509,16760,983,1052,93.4,993,1080,91.9,214,325,65.8,2,0.3,0.6,+1.7,8,175,9,0,191,Matches
1303,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,1614,2015,80.1,30391,12529,621,707,87.8,787,874,90.0,182,368,49.5,1,0.8,0.9,+0.2,10,115,8,1,149,Matches
1304,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,622,781,79.6,9351,3218,335,393,85.2,223,274,81.4,34,57,59.6,2,1.1,0.9,+0.9,14,72,6,1,86,Matches
1305,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,1359,1484,91.6,18642,4312,818,862,94.9,411,444,92.6,50,65,76.9,2,1.7,2.0,+0.3,25,124,17,1,140,Matches
1306,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,65,83,78.3,709,135,51,62,82.3,9,13,69.2,1,1,100.0,1,0.6,0.3,+0.4,7,1,3,0,4,Matches
1307,Dawid Kownacki,pl POL,"MF,FW",Düsseldorf,de Bundesliga,21,1997,6.4,102,153,66.7,1688,368,63,82,76.8,24,36,66.7,11,19,57.9,0,0.4,0.7,-0.4,5,8,5,3,10,Matches
1308,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,80,123,65.0,2999,2644,11,11,100.0,23,24,95.8,46,88,52.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1309,Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,1040,1499,69.4,18608,9057,454,551,82.4,461,631,73.1,108,235,46.0,1,3.2,2.8,-2.2,16,76,20,11,102,Matches
1310,Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,305,379,80.5,5461,2207,123,138,89.1,155,178,87.1,25,51,49.0,0,0.1,0.0,-0.1,1,15,1,1,27,Matches
1311,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,27,1991,26.6,820,1077,76.1,12282,3175,467,537,87.0,237,298,79.5,64,133,48.1,4,5.7,7.6,-1.7,49,77,43,7,128,Matches
1312,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,27,1991,12.6,652,742,87.9,10627,2807,313,340,92.1,281,308,91.2,40,59,67.8,1,0.8,1.0,+0.2,9,55,7,0,72,Matches
1313,Vasyl Kravets,ua UKR,"DF,FW",Leganés,es La Liga,20,1997,5.3,160,228,70.2,2700,921,83,96,86.5,62,85,72.9,13,37,35.1,0,0.9,0.6,-0.9,6,7,6,4,17,Matches
1314,Ladislav Krejčí,cz CZE,"DF,MF",Bologna,it Serie A,26,1992,11.8,492,608,80.9,7768,2685,263,298,88.3,192,221,86.9,26,60,43.3,3,2.3,1.6,+0.7,17,33,19,9,50,Matches
1315,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,447,537,83.2,7118,2431,226,267,84.6,178,207,86.0,31,43,72.1,0,0.0,0.2,0.0,1,24,2,0,42,Matches
1316,Toni Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,1980,2229,88.8,37939,10912,887,931,95.3,726,789,92.0,330,432,76.4,4,5.3,4.6,-1.3,64,231,15,2,269,Matches
1317,Rade Krunić,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,1066,1339,79.6,16055,4442,586,677,86.6,369,441,83.7,62,95,65.3,7,6.2,5.2,+0.8,51,113,44,1,180,Matches
1318,Max Kruse,de GER,"FW,MF",Werder Bremen,de Bundesliga,30,1988,31.5,1337,1797,74.4,24392,5685,632,767,82.4,493,635,77.6,181,289,62.6,9,6.2,5.6,+2.8,81,128,64,20,214,Matches
1319,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,25,1992,13.2,382,561,68.1,7278,2479,159,192,82.8,165,233,70.8,51,103,49.5,2,1.1,1.0,+0.9,7,27,9,6,38,Matches
1320,Yuya Kubo,jp JPN,"FW,MF",Nürnberg,de Bundesliga,24,1993,15.1,292,414,70.5,4638,948,138,172,80.2,95,128,74.2,34,52,65.4,0,0.8,0.7,-0.8,11,22,10,2,29,Matches
1321,Juraj Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,394,582,67.7,6198,2172,220,276,79.7,137,205,66.8,29,56,51.8,3,1.8,1.0,+1.2,16,53,9,4,59,Matches
1322,Dejan Kulusevski,se SWE,MF,Atalanta,it Serie A,18,2000,1.2,43,62,69.4,556,143,24,30,80.0,12,14,85.7,2,2,100.0,0,0.0,0.1,0.0,0,3,1,0,7,Matches
1323,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,941,1182,79.6,19460,5962,369,415,88.9,364,426,85.4,190,283,67.1,0,0.7,1.4,-0.7,15,122,12,3,124,Matches
1324,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,29,1989,28.4,1101,1381,79.7,17815,3946,585,643,91.0,343,426,80.5,115,199,57.8,5,3.1,2.8,+1.9,36,76,14,8,112,Matches
1325,Layvin Kurzawa,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,25,1992,11.2,476,576,82.6,5726,1702,316,355,89.0,107,127,84.3,11,26,42.3,2,3.1,1.9,-1.1,12,28,9,3,38,Matches
1326,Rafał Kurzawa,pl POL,FW,Amiens,fr Ligue 1,25,1993,2.7,97,136,71.3,1559,344,47,56,83.9,36,49,73.5,8,20,40.0,0,0.2,0.2,-0.2,3,9,0,0,6,Matches
1327,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,18,2000,4.7,65,101,64.4,805,171,42,55,76.4,15,24,62.5,2,8,25.0,0,0.1,0.1,-0.1,2,5,0,0,4,Matches
1328,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,938,1316,71.3,13828,6691,530,629,84.3,320,462,69.3,48,119,40.3,1,1.6,1.8,-0.6,19,70,26,15,114,Matches
1329,Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1330,Antonino La Gumina,it ITA,"FW,MF",Empoli,it Serie A,22,1996,12.1,112,143,78.3,1335,135,72,87,82.8,30,37,81.1,0,1,0.0,2,0.7,0.5,+1.3,7,2,1,0,5,Matches
1331,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,eng Premier League,27,1991,4.5,94,116,81.0,1402,203,55,61,90.2,28,34,82.4,8,11,72.7,0,0.1,0.2,-0.1,4,6,1,0,7,Matches
1332,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1.0,10,23,43.5,167,7,3,9,33.3,3,6,50.0,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0,0,Matches
1333,Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24,1994,32.2,591,928,63.7,8429,1989,351,469,74.8,189,280,67.5,29,61,47.5,4,5.8,3.7,-1.8,37,50,24,2,95,Matches
1334,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,581,807,72.0,6935,1895,351,442,79.4,117,166,70.5,24,43,55.8,8,3.7,3.4,+4.3,31,36,39,3,92,Matches
1335,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,692,1018,68.0,20539,15083,87,88,98.9,342,354,96.6,256,562,45.6,0,0.4,0.2,-0.4,3,14,3,0,1,Matches
1336,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36.0,896,1279,70.1,20270,9717,251,312,80.4,456,554,82.3,182,382,47.6,2,1.0,1.6,+1.0,6,90,5,0,92,Matches
1337,Abdou Lahat Diakhate,sn SEN,MF,Parma,it Serie A,19,1998,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1338,Konrad Laimer,at AUT,"MF,DF",RB Leipzig,de Bundesliga,21,1997,20.8,579,821,70.5,7922,3325,328,413,79.4,167,235,71.1,33,65,50.8,1,2.1,2.4,-1.1,20,59,26,6,101,Matches
1339,Diego Lainez,mx MEX,"FW,MF",Betis,es La Liga,18,2000,3.9,109,131,83.2,1203,206,68,70,97.1,22,28,78.6,1,6,16.7,1,0.4,0.4,+0.6,7,8,2,0,8,Matches
1340,Kenny Lala,mg MAD,"DF,FW",Strasbourg,fr Ligue 1,26,1991,34.0,1666,2192,76.0,32454,11083,707,795,88.9,625,804,77.7,290,456,63.6,9,4.8,4.4,+4.2,61,151,56,25,189,Matches
1341,Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,30,1988,5.2,251,312,80.4,2855,786,171,192,89.1,44,57,77.2,7,14,50.0,0,0.5,0.5,-0.5,9,14,7,0,30,Matches
1342,Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,26,1992,10.8,362,454,79.7,4823,1022,230,257,89.5,84,105,80.0,19,31,61.3,2,1.8,1.9,+0.2,22,28,13,2,34,Matches
