,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received
1530,1824,Monchu,es ESP,MF,Granada,es La Liga,21,1999,7.4,418.0,13.0,94.0,245.0,81.0,5.0,418.0,10.0,6.0,60.0,4.0,40.0,231.0,1270.0,494.0,8.0,12.0,0.0,13.0,8.0,279.0,12.0
1531,1825,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,30,1991,25.0,1548.0,78.0,353.0,951.0,269.0,11.0,1548.0,44.0,26.0,59.1,18.0,40.9,941.0,4333.0,2210.0,27.0,32.0,2.0,32.0,13.0,1027.0,32.0
1532,1826,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,24,1997,11.8,783.0,27.0,238.0,345.0,202.0,17.0,783.0,8.0,3.0,37.5,5.0,62.5,385.0,1630.0,941.0,29.0,16.0,2.0,14.0,5.0,504.0,78.0
1533,1828,Ángel Montoro,es ESP,MF,Granada,es La Liga,33,1988,14.8,801.0,34.0,156.0,488.0,161.0,18.0,801.0,3.0,0.0,0.0,3.0,100.0,405.0,1814.0,689.0,4.0,7.0,0.0,18.0,13.0,485.0,20.0
1534,1829,Martín Montoya,es ESP,DF,Betis,es La Liga,30,1991,5.8,396.0,21.0,101.0,191.0,104.0,15.0,396.0,1.0,0.0,0.0,1.0,100.0,191.0,696.0,344.0,9.0,4.0,4.0,7.0,2.0,230.0,33.0
1535,1830,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,24,1996,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1536,1831,Álvaro Morata,es ESP,FW,Juventus,it Serie A,28,1992,25.6,957.0,27.0,104.0,406.0,459.0,127.0,956.0,47.0,23.0,48.9,24.0,51.1,573.0,3691.0,1847.0,65.0,46.0,24.0,78.0,43.0,771.0,154.0
1537,1832,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,31,1989,5.2,257.0,12.0,54.0,125.0,81.0,6.0,257.0,10.0,5.0,50.0,5.0,50.0,90.0,294.0,113.0,2.0,2.0,0.0,9.0,6.0,130.0,9.0
1538,1833,Jon Morcillo,es ESP,"MF,FW",Athletic Club,es La Liga,22,1998,0.6,44.0,0.0,8.0,15.0,21.0,2.0,44.0,1.0,0.0,0.0,1.0,100.0,21.0,154.0,60.0,3.0,3.0,0.0,4.0,1.0,25.0,7.0
1539,1834,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,37,1984,6.7,366.0,49.0,195.0,160.0,14.0,3.0,366.0,4.0,2.0,50.0,2.0,50.0,236.0,1373.0,695.0,2.0,2.0,0.0,4.0,2.0,221.0,3.0
1540,1835,Alberto Moreno,es ESP,"MF,DF",Villarreal,es La Liga,29,1992,13.6,762.0,23.0,145.0,315.0,306.0,35.0,762.0,17.0,10.0,58.8,7.0,41.2,482.0,2501.0,1246.0,34.0,32.0,4.0,32.0,13.0,531.0,87.0
1541,1836,Álex Moreno,es ESP,DF,Betis,es La Liga,28,1993,26.7,1769.0,103.0,525.0,738.0,523.0,69.0,1769.0,61.0,23.0,37.7,38.0,62.3,837.0,5252.0,2948.0,93.0,59.0,25.0,45.0,18.0,943.0,175.0
1542,1837,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,29,1992,13.2,606.0,15.0,46.0,297.0,274.0,70.0,604.0,61.0,39.0,63.9,22.0,36.1,409.0,2041.0,889.0,29.0,20.0,11.0,30.0,29.0,501.0,95.0
1543,1838,Tete Morente,es ESP,MF,Elche,es La Liga,24,1996,18.1,807.0,14.0,139.0,323.0,358.0,40.0,807.0,63.0,30.0,47.6,33.0,52.4,468.0,3152.0,1410.0,59.0,27.0,13.0,45.0,14.0,529.0,135.0
1544,1841,Manu Morlanes,es ESP,MF,Espanyol,es La Liga,22,1999,12.7,773.0,36.0,188.0,475.0,117.0,5.0,773.0,15.0,13.0,86.7,2.0,13.3,414.0,2234.0,1281.0,21.0,16.0,1.0,10.0,6.0,489.0,6.0
1545,1842,Raúl Moro,es ESP,FW,Lazio,it Serie A,18,2002,2.2,110.0,0.0,6.0,56.0,48.0,10.0,110.0,10.0,3.0,30.0,7.0,70.0,75.0,688.0,343.0,13.0,6.0,4.0,5.0,2.0,83.0,17.0
1546,1845,Tyler Morton,eng ENG,MF,Liverpool,eng Premier League,18,2002,0.7,41.0,0.0,2.0,33.0,6.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,24.0,54.0,12.0,0.0,1.0,0.0,2.0,0.0,23.0,0.0
1547,1846,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,17,2004,2.4,91.0,6.0,32.0,56.0,3.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,58.0,325.0,148.0,1.0,0.0,0.0,2.0,0.0,55.0,0.0
1548,1849,Andrei Motoc,ro ROU,DF,Salernitana,it Serie A,19,2002,1.0,36.0,5.0,23.0,12.0,1.0,0.0,36.0,1.0,1.0,100.0,0.0,0.0,19.0,66.0,35.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0
1549,1850,Baptiste Mouazan,fr FRA,MF,Lorient,fr Ligue 1,19,2001,1.1,44.0,1.0,8.0,23.0,13.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,20.0,98.0,41.0,1.0,1.0,0.0,2.0,0.0,23.0,3.0
1550,1851,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2001,4.8,288.0,6.0,45.0,191.0,59.0,3.0,288.0,18.0,8.0,44.4,10.0,55.6,181.0,1066.0,568.0,18.0,10.0,2.0,13.0,6.0,203.0,11.0
1551,1852,Youssoufa Moukoko,de GER,"FW,MF",Dortmund,de Bundesliga,16,2004,2.5,76.0,0.0,4.0,35.0,37.0,13.0,76.0,7.0,0.0,0.0,7.0,100.0,44.0,225.0,60.0,2.0,2.0,1.0,8.0,5.0,50.0,14.0
1552,1853,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,23,1997,18.5,1106.0,117.0,526.0,557.0,29.0,10.0,1106.0,11.0,9.0,81.8,2.0,18.2,666.0,3215.0,1866.0,7.0,6.0,1.0,7.0,4.0,718.0,3.0
1553,1855,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,26,1994,25.7,1020.0,16.0,85.0,550.0,396.0,115.0,1018.0,25.0,8.0,32.0,17.0,68.0,540.0,2709.0,898.0,29.0,28.0,6.0,89.0,22.0,806.0,106.0
1554,1856,Mason Mount,eng ENG,MF,Chelsea,eng Premier League,22,1999,26.3,1564.0,17.0,125.0,524.0,928.0,137.0,1563.0,42.0,18.0,42.9,24.0,57.1,920.0,4706.0,2525.0,92.0,79.0,26.0,70.0,34.0,1175.0,276.0
1555,1857,Lucas Moura,br BRA,"FW,MF",Tottenham,eng Premier League,28,1992,19.7,1021.0,21.0,103.0,510.0,428.0,62.0,1021.0,92.0,56.0,60.9,36.0,39.1,649.0,3811.0,1802.0,48.0,61.0,9.0,59.0,33.0,772.0,87.0
1556,1858,Lys Mousset,fr FRA,"MF,FW",Salernitana,it Serie A,25,1996,1.8,65.0,0.0,2.0,32.0,32.0,6.0,65.0,7.0,3.0,42.9,4.0,57.1,37.0,219.0,124.0,3.0,2.0,1.0,8.0,2.0,45.0,11.0
1557,1859,João Moutinho,pt POR,MF,Wolves,eng Premier League,34,1986,33.0,2324.0,63.0,524.0,1338.0,482.0,12.0,2324.0,21.0,16.0,76.2,5.0,23.8,1195.0,5504.0,2719.0,42.0,43.0,2.0,30.0,20.0,1486.0,37.0
1558,1860,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,24,1996,16.8,863.0,38.0,193.0,524.0,149.0,15.0,863.0,20.0,10.0,50.0,10.0,50.0,544.0,2399.0,1090.0,13.0,14.0,1.0,22.0,8.0,546.0,16.0
1559,1861,Toni Moya,es ESP,MF,Alavés,es La Liga,23,1998,15.4,749.0,35.0,157.0,398.0,204.0,8.0,749.0,25.0,20.0,80.0,5.0,20.0,335.0,1793.0,805.0,19.0,14.0,1.0,25.0,12.0,348.0,17.0
1560,1862,Samuel Mráz,sk SVK,FW,Spezia,it Serie A,24,1997,0.6,15.0,0.0,1.0,10.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,9.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0
1561,1863,Nordi Mukiele,fr FRA,"DF,FW",RB Leipzig,de Bundesliga,23,1997,20.5,1401.0,63.0,407.0,661.0,348.0,66.0,1401.0,40.0,20.0,50.0,20.0,50.0,681.0,3221.0,1479.0,26.0,21.0,6.0,35.0,22.0,829.0,100.0
1562,1864,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,22,1999,22.7,1423.0,77.0,422.0,723.0,288.0,19.0,1423.0,28.0,20.0,71.4,8.0,28.6,799.0,4316.0,2733.0,67.0,49.0,13.0,28.0,10.0,896.0,90.0
1563,1866,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,31,1989,28.4,1773.0,16.0,124.0,768.0,888.0,161.0,1773.0,23.0,13.0,56.5,10.0,43.5,915.0,3286.0,1766.0,46.0,48.0,8.0,53.0,26.0,1369.0,301.0
1564,1867,Bali Mumba,eng ENG,DF,Norwich City,eng Premier League,19,2001,0.5,19.0,8.0,13.0,3.0,3.0,0.0,19.0,1.0,0.0,0.0,1.0,100.0,9.0,44.0,16.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0
1565,1868,Marshall Munetsi,zw ZIM,"MF,DF",Reims,fr Ligue 1,25,1996,20.9,991.0,119.0,407.0,472.0,121.0,37.0,991.0,18.0,8.0,44.4,10.0,55.6,525.0,2773.0,1266.0,12.0,13.0,2.0,43.0,10.0,534.0,21.0
1566,1869,Iker Muniain,es ESP,MF,Athletic Club,es La Liga,28,1992,30.9,1857.0,15.0,138.0,850.0,895.0,70.0,1854.0,104.0,65.0,62.5,39.0,37.5,1097.0,6011.0,2917.0,81.0,73.0,18.0,62.0,56.0,1313.0,161.0
1567,1870,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,23,1997,14.9,926.0,38.0,304.0,408.0,223.0,10.0,926.0,28.0,14.0,50.0,14.0,50.0,434.0,2270.0,1266.0,32.0,31.0,2.0,24.0,12.0,484.0,55.0
1568,1871,Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,30,1991,17.1,1014.0,6.0,41.0,355.0,630.0,118.0,1012.0,104.0,62.0,59.6,42.0,40.4,629.0,3982.0,1642.0,57.0,45.0,43.0,63.0,47.0,779.0,214.0
1569,1872,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,29,1992,12.4,806.0,70.0,346.0,444.0,17.0,8.0,806.0,3.0,3.0,100.0,0.0,0.0,501.0,2443.0,1532.0,9.0,6.0,0.0,2.0,3.0,553.0,3.0
1570,1875,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,eng Premier League,26,1995,16.4,795.0,33.0,215.0,300.0,298.0,57.0,795.0,29.0,13.0,44.8,16.0,55.2,405.0,2839.0,1419.0,51.0,28.0,21.0,29.0,21.0,421.0,80.0
1571,1876,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,26,1994,10.9,576.0,38.0,208.0,258.0,116.0,12.0,576.0,9.0,4.0,44.4,5.0,55.6,282.0,1335.0,807.0,20.0,11.0,0.0,15.0,10.0,311.0,30.0
1572,1877,Yunus Musah,us USA,"MF,FW",Valencia,es La Liga,18,2002,14.0,548.0,9.0,70.0,240.0,258.0,35.0,548.0,64.0,36.0,56.3,28.0,43.8,318.0,2793.0,1593.0,59.0,37.0,19.0,35.0,14.0,365.0,78.0
1573,1878,Torben Müsel,de GER,MF,M'Gladbach,de Bundesliga,22,1999,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,1879,Jamal Musiala,de GER,"MF,FW",Bayern Munich,de Bundesliga,18,2003,16.3,988.0,6.0,111.0,440.0,460.0,96.0,988.0,102.0,57.0,55.9,45.0,44.1,613.0,3470.0,1833.0,55.0,37.0,24.0,60.0,40.0,696.0,137.0
1575,1881,Shkodran Mustafi,de GER,DF,Levante,es La Liga,29,1992,7.3,450.0,69.0,260.0,183.0,10.0,3.0,450.0,4.0,2.0,50.0,2.0,50.0,224.0,1251.0,711.0,4.0,1.0,0.0,1.0,1.0,264.0,0.0
1576,1882,Junior Mwanga,fr FRA,DF,Bordeaux,fr Ligue 1,18,2003,1.0,65.0,5.0,24.0,41.0,1.0,0.0,65.0,1.0,1.0,100.0,0.0,0.0,48.0,293.0,201.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
1577,1883,Enock Mwepu,zm ZAM,MF,Brighton,eng Premier League,23,1998,11.1,549.0,22.0,108.0,274.0,179.0,34.0,549.0,23.0,15.0,65.2,8.0,34.8,305.0,1661.0,867.0,22.0,16.0,3.0,26.0,9.0,339.0,44.0
1578,1884,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,22,1999,11.7,603.0,43.0,197.0,212.0,200.0,13.0,603.0,9.0,3.0,33.3,6.0,66.7,227.0,999.0,433.0,8.0,6.0,1.0,11.0,4.0,241.0,27.0
1579,1885,Joakim Mæhle,dk DEN,"DF,MF",Atalanta,it Serie A,24,1997,16.3,1113.0,25.0,240.0,476.0,409.0,33.0,1113.0,41.0,12.0,29.3,29.0,70.7,618.0,3108.0,1707.0,48.0,35.0,6.0,16.0,19.0,693.0,109.0
1580,1886,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,21,1999,31.7,2288.0,235.0,1119.0,1059.0,132.0,36.0,2288.0,16.0,13.0,81.3,3.0,18.8,1317.0,6206.0,2933.0,37.0,26.0,2.0,21.0,6.0,1444.0,11.0
1581,1887,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,25,1996,13.7,647.0,33.0,161.0,435.0,54.0,7.0,647.0,10.0,5.0,50.0,5.0,50.0,419.0,1887.0,860.0,3.0,1.0,1.0,14.0,7.0,423.0,6.0
1582,1888,Eric N'Jo,fr FRA,DF,Troyes,fr Ligue 1,17,2004,1.1,35.0,6.0,18.0,16.0,1.0,0.0,35.0,1.0,1.0,100.0,0.0,0.0,28.0,151.0,84.0,0.0,1.0,0.0,2.0,1.0,24.0,0.0
1583,1889,Vital N'Simba,cd COD,DF,Clermont Foot,fr Ligue 1,28,1993,31.0,2130.0,62.0,626.0,1016.0,525.0,20.0,2130.0,62.0,43.0,69.4,19.0,30.6,1309.0,7274.0,3983.0,74.0,56.0,4.0,49.0,40.0,1341.0,138.0
1584,1890,Nacho,es ESP,DF,Real Madrid,es La Liga,31,1990,17.3,1198.0,146.0,551.0,540.0,111.0,13.0,1198.0,4.0,2.0,50.0,2.0,50.0,688.0,2753.0,1511.0,15.0,13.0,2.0,7.0,1.0,826.0,10.0
1585,1891,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,28.5,1517.0,139.0,698.0,789.0,46.0,8.0,1517.0,15.0,10.0,66.7,5.0,33.3,882.0,4179.0,2279.0,10.0,17.0,1.0,14.0,10.0,887.0,4.0
1586,1892,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,27,1994,10.0,494.0,40.0,161.0,287.0,51.0,0.0,494.0,16.0,14.0,87.5,2.0,12.5,279.0,1135.0,423.0,5.0,5.0,0.0,14.0,10.0,261.0,0.0
1587,1893,Nahitan Nández,uy URU,"MF,DF",Cagliari,it Serie A,25,1995,16.9,829.0,17.0,127.0,381.0,338.0,43.0,829.0,45.0,27.0,60.0,18.0,40.0,510.0,3646.0,1853.0,60.0,45.0,22.0,37.0,26.0,588.0,104.0
1588,1894,Nani,pt POR,"MF,FW",Venezia,it Serie A,34,1986,3.2,169.0,0.0,18.0,73.0,79.0,6.0,169.0,12.0,5.0,41.7,7.0,58.3,103.0,680.0,201.0,6.0,8.0,1.0,9.0,6.0,119.0,22.0
1589,1896,Nikolas Nartey,dk DEN,"MF,DF",Stuttgart,de Bundesliga,21,2000,4.5,239.0,8.0,58.0,121.0,62.0,4.0,239.0,4.0,2.0,50.0,2.0,50.0,129.0,538.0,241.0,3.0,1.0,0.0,9.0,3.0,148.0,23.0
1590,1897,Matija Nastasić,rs SRB,DF,Fiorentina,it Serie A,28,1993,2.4,175.0,24.0,93.0,79.0,4.0,1.0,175.0,0.0,0.0,0.0,0.0,0.0,113.0,369.0,135.0,0.0,1.0,0.0,1.0,0.0,127.0,0.0
1591,1898,Roberto Navarro,es ESP,"MF,FW",Real Sociedad,es La Liga,19,2002,2.2,126.0,3.0,12.0,72.0,46.0,8.0,126.0,9.0,7.0,77.8,2.0,22.2,80.0,459.0,248.0,5.0,4.0,2.0,9.0,5.0,89.0,15.0
1592,1899,Ximo Navarro,es ESP,DF,Alavés,es La Liga,31,1990,15.0,767.0,73.0,288.0,359.0,129.0,9.0,767.0,12.0,5.0,41.7,7.0,58.3,342.0,1799.0,952.0,21.0,18.0,1.0,20.0,6.0,356.0,24.0
1593,1900,Jesús Navas,es ESP,DF,Sevilla,es La Liga,35,1985,19.8,1553.0,51.0,479.0,587.0,492.0,27.0,1553.0,15.0,6.0,40.0,9.0,60.0,942.0,4399.0,2478.0,58.0,28.0,10.0,14.0,8.0,1071.0,181.0
1594,1902,Papa Ndiaga Yade,sn SEN,"DF,FW",Metz,fr Ligue 1,21,2000,7.7,420.0,16.0,113.0,208.0,108.0,6.0,420.0,31.0,18.0,58.1,13.0,41.9,266.0,2135.0,1227.0,39.0,20.0,4.0,27.0,7.0,251.0,32.0
1595,1903,Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,eng Premier League,24,1996,18.0,1196.0,97.0,423.0,653.0,134.0,17.0,1196.0,17.0,11.0,64.7,6.0,35.3,600.0,2471.0,992.0,14.0,10.0,1.0,25.0,15.0,659.0,13.0
1596,1906,Dan Ndoye,ch SUI,"FW,MF",Nice,fr Ligue 1,20,2000,2.3,77.0,0.0,3.0,36.0,39.0,12.0,77.0,7.0,6.0,85.7,1.0,14.3,48.0,237.0,80.0,3.0,1.0,1.0,10.0,3.0,57.0,17.0
1597,1907,Paul Nebel,de GER,"MF,FW",Mainz 05,de Bundesliga,18,2002,2.5,131.0,0.0,16.0,54.0,62.0,8.0,131.0,7.0,4.0,57.1,3.0,42.9,75.0,338.0,103.0,2.0,3.0,2.0,14.0,5.0,86.0,14.0
1598,1908,Álvaro Negredo,es ESP,FW,Cádiz,es La Liga,35,1985,24.0,758.0,29.0,66.0,382.0,314.0,117.0,755.0,34.0,21.0,61.8,13.0,38.2,383.0,1813.0,575.0,20.0,13.0,14.0,52.0,17.0,593.0,104.0
1599,1909,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,21,1999,0.2,16.0,0.0,0.0,5.0,11.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0
1600,1910,David Nemeth,at AUT,DF,Mainz 05,de Bundesliga,20,2001,3.5,208.0,26.0,113.0,90.0,5.0,1.0,208.0,1.0,1.0,100.0,0.0,0.0,110.0,347.0,184.0,0.0,2.0,0.0,3.0,1.0,131.0,0.0
1601,1911,Ilija Nestorovski,mk MKD,FW,Udinese,it Serie A,31,1990,2.1,86.0,4.0,9.0,50.0,27.0,8.0,86.0,1.0,0.0,0.0,1.0,100.0,48.0,190.0,99.0,5.0,2.0,0.0,5.0,0.0,70.0,18.0
1602,1913,Pedro Neto,pt POR,"FW,MF",Wolves,eng Premier League,21,2000,5.2,308.0,1.0,21.0,117.0,174.0,24.0,308.0,23.0,12.0,52.2,11.0,47.8,206.0,1499.0,719.0,27.0,22.0,10.0,21.0,12.0,237.0,49.0
1603,1914,Luca Netz,de GER,"DF,FW",M'Gladbach,de Bundesliga,18,2003,15.5,716.0,36.0,226.0,295.0,197.0,25.0,716.0,19.0,10.0,52.6,9.0,47.4,333.0,1326.0,488.0,13.0,6.0,4.0,19.0,11.0,362.0,67.0
1604,1916,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,24,1997,23.6,1393.0,42.0,301.0,830.0,274.0,40.0,1393.0,51.0,35.0,68.6,16.0,31.4,765.0,3603.0,2061.0,48.0,33.0,12.0,38.0,25.0,965.0,58.0
1605,1917,Carlos Neva,es ESP,DF,Granada,es La Liga,25,1996,23.4,1200.0,98.0,473.0,465.0,271.0,11.0,1200.0,16.0,9.0,56.3,7.0,43.8,509.0,2547.0,1148.0,27.0,15.0,4.0,22.0,8.0,550.0,89.0
1606,1918,Rúben Neves,pt POR,MF,Wolves,eng Premier League,24,1997,29.6,2281.0,90.0,553.0,1424.0,332.0,6.0,2281.0,32.0,26.0,81.3,6.0,18.8,1300.0,5392.0,2607.0,34.0,34.0,1.0,33.0,17.0,1607.0,19.0
1607,1919,Neymar,br BRA,"FW,MF",Paris S-G,fr Ligue 1,29,1992,20.6,1634.0,7.0,114.0,731.0,813.0,98.0,1630.0,126.0,58.0,46.0,68.0,54.0,1279.0,7815.0,3508.0,96.0,99.0,28.0,81.0,65.0,1391.0,244.0
1608,1920,Yvan Neyou,cm CMR,MF,Saint-Étienne,fr Ligue 1,24,1997,10.4,613.0,24.0,161.0,390.0,69.0,1.0,613.0,11.0,7.0,63.6,4.0,36.4,335.0,1577.0,682.0,8.0,8.0,0.0,10.0,8.0,403.0,14.0
1609,1921,Jeremy Ngakia,eng ENG,DF,Watford,eng Premier League,20,2000,10.0,567.0,41.0,234.0,226.0,113.0,2.0,567.0,17.0,9.0,52.9,8.0,47.1,245.0,1240.0,685.0,18.0,9.0,1.0,10.0,5.0,259.0,20.0
1610,1922,Jessic Ngankam,de GER,FW,Greuther Fürth,de Bundesliga,21,2000,3.8,94.0,1.0,4.0,50.0,42.0,19.0,94.0,9.0,4.0,44.4,5.0,55.6,54.0,262.0,94.0,4.0,3.0,2.0,16.0,5.0,65.0,11.0
1611,1923,Opa Nguette,sn SEN,"FW,MF",Metz,fr Ligue 1,27,1994,11.6,446.0,20.0,71.0,194.0,190.0,35.0,446.0,48.0,25.0,52.1,23.0,47.9,305.0,2067.0,1014.0,32.0,21.0,12.0,56.0,39.0,329.0,76.0
1612,1924,Aurélien Nguiamba,fr FRA,MF,Spezia,it Serie A,22,1999,0.6,40.0,2.0,9.0,26.0,5.0,0.0,40.0,1.0,1.0,100.0,0.0,0.0,19.0,48.0,23.0,1.0,0.0,0.0,0.0,0.0,21.0,1.0
1613,1925,Sikou Niakaté,fr FRA,DF,Metz,fr Ligue 1,22,1999,7.3,319.0,43.0,191.0,125.0,7.0,4.0,319.0,6.0,4.0,66.7,2.0,33.3,174.0,772.0,281.0,3.0,7.0,0.0,2.0,4.0,151.0,0.0
1614,1926,Moussa Niakhate,sn SEN,DF,Mainz 05,de Bundesliga,25,1996,28.5,1865.0,185.0,835.0,843.0,202.0,23.0,1863.0,13.0,11.0,84.6,2.0,15.4,865.0,4062.0,2330.0,27.0,20.0,1.0,21.0,12.0,959.0,14.0
1615,1927,Ibrahima Niane,sn SEN,FW,Metz,fr Ligue 1,22,1999,17.6,606.0,18.0,56.0,297.0,260.0,58.0,605.0,21.0,9.0,42.9,12.0,57.1,337.0,1693.0,432.0,14.0,26.0,8.0,63.0,15.0,453.0,89.0
1616,1928,M'Baye Niang,sn SEN,FW,Bordeaux,fr Ligue 1,26,1994,8.6,294.0,5.0,13.0,147.0,135.0,43.0,294.0,15.0,5.0,33.3,10.0,66.7,184.0,928.0,218.0,8.0,4.0,4.0,38.0,15.0,229.0,63.0
1617,1929,Tanguy Nianzou,fr FRA,DF,Bayern Munich,de Bundesliga,19,2002,6.5,606.0,27.0,182.0,386.0,39.0,8.0,606.0,7.0,5.0,71.4,2.0,28.6,366.0,1674.0,1013.0,6.0,3.0,0.0,6.0,4.0,472.0,3.0
1618,1930,Cheikh Niasse,sn SEN,"FW,MF",Lille,fr Ligue 1,21,2000,0.5,34.0,6.0,12.0,22.0,1.0,0.0,34.0,1.0,0.0,0.0,1.0,100.0,15.0,44.0,18.0,0.0,1.0,1.0,1.0,3.0,12.0,0.0
1619,1931,Florian Niederlechner,de GER,FW,Augsburg,de Bundesliga,30,1990,12.9,341.0,11.0,32.0,166.0,149.0,53.0,341.0,27.0,8.0,29.6,19.0,70.4,182.0,835.0,353.0,15.0,9.0,8.0,25.0,16.0,240.0,49.0
1620,1932,Håvard Nielsen,no NOR,"MF,FW",Greuther Fürth,de Bundesliga,28,1993,15.2,550.0,24.0,71.0,283.0,201.0,58.0,550.0,33.0,16.0,48.5,17.0,51.5,293.0,1341.0,570.0,21.0,14.0,9.0,50.0,19.0,381.0,76.0
1621,1935,Dimitris Nikolaou,gr GRE,DF,Spezia,it Serie A,22,1998,36.0,2009.0,301.0,1137.0,831.0,58.0,6.0,2009.0,21.0,17.0,81.0,4.0,19.0,1155.0,6151.0,3416.0,33.0,18.0,1.0,28.0,10.0,1204.0,14.0
1622,1936,Joakim Nilsson,se SWE,DF,Arminia,de Bundesliga,27,1994,30.4,1548.0,216.0,900.0,634.0,23.0,9.0,1548.0,3.0,2.0,66.7,1.0,33.3,747.0,3628.0,1915.0,12.0,4.0,1.0,12.0,1.0,803.0,2.0
1623,1937,Casimir Ninga,td CHA,FW,Angers,fr Ligue 1,28,1993,4.5,145.0,0.0,7.0,80.0,66.0,17.0,145.0,13.0,6.0,46.2,7.0,53.8,103.0,602.0,263.0,6.0,11.0,1.0,27.0,11.0,95.0,27.0
1624,1938,Fernando Niño,es ESP,FW,Mallorca,es La Liga,20,2000,9.8,334.0,17.0,45.0,150.0,142.0,37.0,334.0,16.0,9.0,56.3,7.0,43.8,165.0,896.0,452.0,18.0,12.0,5.0,23.0,14.0,231.0,47.0
1625,1939,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,22,1999,9.3,358.0,8.0,35.0,137.0,188.0,61.0,358.0,30.0,14.0,46.7,16.0,53.3,210.0,1478.0,708.0,27.0,20.0,11.0,26.0,11.0,271.0,66.0
1626,1940,Nicolas Nkoulou,cm CMR,DF,Watford,eng Premier League,31,1990,1.9,73.0,9.0,36.0,35.0,2.0,0.0,73.0,1.0,1.0,100.0,0.0,0.0,35.0,138.0,34.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0
1627,1941,Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,de Bundesliga,23,1997,30.3,1396.0,18.0,91.0,535.0,791.0,192.0,1395.0,99.0,66.0,66.7,32.0,32.3,856.0,4874.0,2388.0,100.0,55.0,52.0,109.0,50.0,1093.0,284.0
1628,1942,Felix Nmecha,de GER,"MF,FW",Wolfsburg,de Bundesliga,20,2000,3.6,180.0,6.0,26.0,92.0,64.0,8.0,180.0,10.0,5.0,50.0,5.0,50.0,123.0,670.0,340.0,11.0,8.0,2.0,15.0,6.0,143.0,22.0
1629,1943,Lukas Nmecha,de GER,"FW,MF",Wolfsburg,de Bundesliga,22,1998,18.1,623.0,8.0,54.0,286.0,289.0,95.0,623.0,39.0,22.0,56.4,17.0,43.6,372.0,2050.0,899.0,32.0,28.0,13.0,76.0,27.0,471.0,130.0
