,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received
99,108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,25,1995,29.6,1563.0,32.0,284.0,977.0,328.0,15.0,1563.0,50.0,32.0,64.0,18.0,36.0,794.0,3923.0,1573.0,32.0,22.0,4.0,42.0,36.0,903.0,47.0
100,109,Mattia Aramu,it ITA,"MF,FW",Venezia,it Serie A,26,1995,23.3,1042.0,22.0,103.0,438.0,514.0,36.0,1038.0,38.0,17.0,44.7,21.0,55.3,580.0,2939.0,1312.0,39.0,22.0,5.0,43.0,24.0,650.0,117.0
101,110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32,1989,17.5,1281.0,32.0,322.0,814.0,152.0,14.0,1281.0,9.0,7.0,77.8,2.0,22.2,675.0,2342.0,915.0,6.0,12.0,0.0,22.0,8.0,830.0,14.0
102,111,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,29.1,1785.0,180.0,940.0,792.0,67.0,14.0,1785.0,8.0,5.0,62.5,3.0,37.5,1007.0,6951.0,4183.0,47.0,38.0,0.0,11.0,4.0,1149.0,3.0
103,112,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,25.2,1868.0,181.0,790.0,996.0,94.0,28.0,1868.0,8.0,6.0,75.0,2.0,25.0,1200.0,6865.0,4382.0,30.0,19.0,4.0,17.0,6.0,1328.0,14.0
104,113,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,20,2001,0.3,11.0,0.0,1.0,3.0,7.0,1.0,11.0,1.0,0.0,0.0,1.0,100.0,7.0,44.0,10.0,0.0,1.0,0.0,1.0,2.0,7.0,1.0
105,115,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,90.0,6.0,28.0,38.0,24.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,24.0,157.0,86.0,3.0,1.0,0.0,5.0,4.0,27.0,5.0
106,116,Matias Arezo,uy URU,"FW,MF",Granada,es La Liga,18,2002,1.8,68.0,1.0,4.0,22.0,42.0,8.0,68.0,5.0,2.0,40.0,3.0,60.0,35.0,155.0,70.0,4.0,2.0,1.0,9.0,3.0,40.0,14.0
107,117,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,4.9,276.0,19.0,92.0,92.0,93.0,6.0,276.0,7.0,3.0,42.9,4.0,57.1,104.0,576.0,254.0,5.0,6.0,1.0,8.0,3.0,115.0,21.0
108,118,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,24,1997,15.7,493.0,9.0,40.0,184.0,275.0,75.0,493.0,42.0,16.0,38.1,26.0,61.9,287.0,1882.0,768.0,39.0,24.0,22.0,45.0,13.0,335.0,105.0
109,119,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,29,1992,16.4,946.0,22.0,124.0,408.0,428.0,41.0,946.0,54.0,27.0,50.0,27.0,50.0,595.0,4052.0,1934.0,63.0,50.0,12.0,40.0,27.0,661.0,78.0
110,120,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,1989,29.9,1203.0,19.0,72.0,525.0,618.0,154.0,1200.0,59.0,37.0,62.7,22.0,37.3,639.0,2856.0,903.0,34.0,21.0,16.0,81.0,36.0,941.0,221.0
111,121,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,1994,33.3,2158.0,104.0,510.0,1276.0,397.0,5.0,2158.0,14.0,12.0,85.7,2.0,14.3,1104.0,4711.0,2079.0,18.0,28.0,2.0,31.0,17.0,1267.0,24.0
112,123,Tolgay Arslan,de GER,MF,Udinese,it Serie A,30,1990,18.4,866.0,34.0,166.0,499.0,216.0,19.0,866.0,34.0,22.0,64.7,12.0,35.3,463.0,2699.0,1387.0,35.0,29.0,4.0,27.0,15.0,518.0,35.0
113,124,Arthur,br BRA,FW,Fiorentina,it Serie A,23,1998,8.3,231.0,10.0,30.0,116.0,90.0,42.0,231.0,14.0,9.0,64.3,5.0,35.7,117.0,797.0,330.0,8.0,6.0,4.0,17.0,8.0,163.0,27.0
114,125,Santiago Arzamendia,py PAR,MF,Cádiz,es La Liga,23,1998,5.2,245.0,12.0,72.0,100.0,74.0,4.0,245.0,10.0,3.0,30.0,7.0,70.0,91.0,685.0,249.0,9.0,9.0,0.0,13.0,6.0,124.0,23.0
115,126,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,26,1994,17.9,580.0,6.0,67.0,248.0,285.0,56.0,580.0,36.0,20.0,55.6,16.0,44.4,371.0,2795.0,1284.0,48.0,26.0,16.0,60.0,19.0,396.0,109.0
116,127,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,24,1997,26.4,1460.0,81.0,457.0,863.0,155.0,16.0,1460.0,23.0,12.0,52.2,11.0,47.8,620.0,2369.0,998.0,13.0,8.0,2.0,26.0,13.0,769.0,20.0
117,129,Alejandro Asensio,es ESP,FW,Rayo Vallecano,es La Liga,20,2000,0.1,11.0,0.0,1.0,4.0,6.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0
118,130,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,25,1996,19.2,1068.0,11.0,91.0,413.0,572.0,79.0,1068.0,40.0,27.0,67.5,13.0,32.5,701.0,4422.0,2112.0,56.0,45.0,16.0,19.0,25.0,830.0,143.0
119,131,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,2001,0.1,9.0,1.0,3.0,1.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
120,132,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,20,2001,8.4,323.0,36.0,101.0,160.0,66.0,8.0,323.0,5.0,4.0,80.0,1.0,20.0,138.0,602.0,239.0,5.0,4.0,1.0,9.0,5.0,157.0,11.0
121,133,Fisnik Asllani,xk KVX,"MF,FW",Hoffenheim,de Bundesliga,18,2002,0.1,9.0,0.0,0.0,4.0,5.0,0.0,9.0,1.0,0.0,0.0,1.0,100.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0
122,134,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,2002,15.0,897.0,48.0,274.0,498.0,130.0,5.0,897.0,10.0,7.0,70.0,3.0,30.0,573.0,2653.0,1112.0,10.0,11.0,2.0,18.0,7.0,596.0,19.0
123,135,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,1987,34.3,1693.0,22.0,114.0,677.0,920.0,194.0,1688.0,83.0,51.0,61.4,32.0,38.6,974.0,5749.0,2759.0,112.0,47.0,54.0,67.0,32.0,1300.0,296.0
124,136,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,6.8,462.0,26.0,117.0,188.0,162.0,18.0,462.0,10.0,5.0,50.0,5.0,50.0,238.0,1297.0,670.0,19.0,13.0,3.0,10.0,6.0,252.0,45.0
125,137,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,2001,8.7,481.0,22.0,156.0,215.0,115.0,11.0,481.0,5.0,4.0,80.0,1.0,20.0,191.0,966.0,472.0,7.0,6.0,3.0,8.0,3.0,225.0,37.0
126,138,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,12.7,905.0,27.0,219.0,408.0,290.0,29.0,905.0,39.0,18.0,46.2,21.0,53.8,527.0,3561.0,1858.0,63.0,42.0,12.0,19.0,19.0,537.0,106.0
127,142,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,26.6,1614.0,96.0,616.0,633.0,384.0,14.0,1614.0,44.0,23.0,52.3,21.0,47.7,867.0,4352.0,2402.0,60.0,30.0,2.0,29.0,13.0,898.0,100.0
128,143,Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,fr Ligue 1,24,1997,0.9,26.0,0.0,1.0,16.0,9.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,14.0,70.0,14.0,1.0,0.0,1.0,7.0,3.0,19.0,7.0
129,144,Ludwig Augustinsson,se SWE,"DF,FW",Sevilla,es La Liga,27,1994,8.8,629.0,30.0,219.0,226.0,185.0,11.0,629.0,2.0,2.0,100.0,0.0,0.0,291.0,1291.0,627.0,12.0,12.0,1.0,12.0,4.0,381.0,46.0
130,145,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,858.0,31.0,285.0,377.0,200.0,23.0,858.0,19.0,14.0,73.7,5.0,26.3,488.0,1967.0,947.0,21.0,8.0,4.0,15.0,11.0,550.0,53.0
131,146,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,27,1994,20.8,787.0,20.0,90.0,310.0,394.0,53.0,786.0,32.0,18.0,56.3,14.0,43.8,459.0,2306.0,1022.0,32.0,27.0,8.0,48.0,22.0,553.0,117.0
132,147,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,1997,24.2,829.0,32.0,56.0,393.0,396.0,129.0,827.0,63.0,35.0,55.6,28.0,44.4,501.0,2643.0,1004.0,36.0,23.0,19.0,140.0,41.0,609.0,171.0
133,148,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,33.0,4.0,11.0,18.0,4.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,16.0,47.0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0
134,149,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,29,1991,22.4,1087.0,15.0,149.0,514.0,450.0,67.0,1087.0,71.0,34.0,47.9,37.0,52.1,696.0,4590.0,2316.0,98.0,49.0,24.0,84.0,77.0,779.0,151.0
135,150,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,15.0,999.0,115.0,477.0,504.0,21.0,5.0,999.0,1.0,1.0,100.0,0.0,0.0,574.0,3300.0,2328.0,19.0,3.0,0.0,2.0,0.0,692.0,2.0
136,151,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,25.2,1884.0,178.0,905.0,758.0,244.0,35.0,1884.0,37.0,23.0,62.2,14.0,37.8,1002.0,5566.0,3583.0,45.0,23.0,2.0,42.0,10.0,1147.0,51.0
137,152,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,182.0,14.0,109.0,60.0,15.0,1.0,182.0,3.0,1.0,33.3,2.0,66.7,106.0,507.0,283.0,4.0,3.0,0.0,3.0,2.0,113.0,4.0
138,153,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,26,1995,4.0,151.0,9.0,20.0,78.0,54.0,16.0,151.0,6.0,4.0,66.7,2.0,33.3,73.0,457.0,279.0,8.0,4.0,2.0,6.0,2.0,105.0,22.0
139,154,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,1989,23.0,2017.0,112.0,616.0,932.0,480.0,53.0,2017.0,19.0,15.0,78.9,4.0,21.1,1098.0,4607.0,2789.0,49.0,33.0,7.0,21.0,10.0,1420.0,132.0
140,155,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,25,1996,21.5,1028.0,57.0,333.0,603.0,113.0,8.0,1028.0,31.0,22.0,71.0,9.0,29.0,548.0,2604.0,1121.0,14.0,24.0,0.0,29.0,20.0,515.0,6.0
141,156,Carlos Bacca,co COL,FW,Granada,es La Liga,34,1986,5.7,145.0,7.0,18.0,57.0,73.0,18.0,145.0,11.0,7.0,63.6,4.0,36.4,67.0,389.0,188.0,7.0,4.0,4.0,8.0,4.0,98.0,20.0
142,158,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,2000,10.9,830.0,84.0,424.0,391.0,19.0,7.0,830.0,5.0,4.0,80.0,1.0,20.0,557.0,3420.0,2025.0,8.0,6.0,0.0,4.0,1.0,611.0,3.0
143,159,Milan Badelj,hr CRO,MF,Genoa,it Serie A,32,1989,31.6,1922.0,76.0,466.0,1186.0,297.0,25.0,1922.0,50.0,34.0,68.0,16.0,32.0,944.0,3678.0,1469.0,19.0,32.0,6.0,47.0,26.0,1119.0,24.0
144,161,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,20,2001,20.4,1570.0,149.0,642.0,903.0,30.0,19.0,1570.0,4.0,2.0,50.0,2.0,50.0,984.0,4272.0,2403.0,16.0,4.0,0.0,7.0,5.0,1057.0,5.0
145,162,Youssouph Badji,sn SEN,"FW,MF",Brest,fr Ligue 1,19,2001,1.5,45.0,0.0,0.0,16.0,29.0,7.0,45.0,0.0,0.0,0.0,0.0,0.0,25.0,103.0,23.0,0.0,0.0,1.0,4.0,1.0,34.0,11.0
146,163,Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,21,2000,0.0,5.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,36.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0
147,165,Issa Bah,lu LUX,FW,Venezia,it Serie A,19,2002,0.1,8.0,0.0,1.0,6.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
148,166,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29,1992,12.2,351.0,6.0,23.0,183.0,151.0,33.0,351.0,14.0,7.0,50.0,7.0,50.0,222.0,1084.0,327.0,9.0,8.0,4.0,40.0,17.0,253.0,78.0
149,167,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,23,1997,8.5,348.0,3.0,29.0,119.0,206.0,35.0,348.0,29.0,13.0,44.8,16.0,55.2,232.0,1679.0,693.0,34.0,14.0,10.0,33.0,24.0,244.0,61.0
150,168,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27,1994,2.4,114.0,25.0,73.0,38.0,3.0,0.0,114.0,1.0,0.0,0.0,1.0,100.0,55.0,340.0,155.0,1.0,0.0,0.0,3.0,1.0,59.0,0.0
151,169,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,1993,2.0,97.0,16.0,46.0,51.0,1.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,71.0,390.0,204.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0
152,171,Nedim Bajrami,al ALB,"MF,FW",Empoli,it Serie A,22,1999,22.8,1119.0,10.0,75.0,444.0,621.0,89.0,1116.0,71.0,42.0,59.2,29.0,40.8,639.0,4134.0,2072.0,72.0,39.0,27.0,55.0,34.0,742.0,177.0
153,172,Cédric Bakambu,cd COD,FW,Marseille,fr Ligue 1,30,1991,4.0,113.0,2.0,8.0,34.0,71.0,28.0,113.0,2.0,1.0,50.0,1.0,50.0,75.0,405.0,148.0,7.0,3.0,4.0,10.0,1.0,85.0,28.0
154,173,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,3.4,195.0,15.0,108.0,88.0,1.0,1.0,195.0,5.0,4.0,80.0,1.0,20.0,95.0,564.0,292.0,1.0,1.0,0.0,6.0,2.0,91.0,1.0
155,174,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,26,1994,5.6,374.0,16.0,83.0,236.0,59.0,4.0,374.0,7.0,4.0,57.1,3.0,42.9,184.0,915.0,381.0,3.0,7.0,0.0,3.0,4.0,242.0,1.0
156,175,Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21,2000,20.2,1443.0,66.0,389.0,778.0,292.0,26.0,1443.0,49.0,28.0,57.1,21.0,42.9,768.0,3441.0,1719.0,38.0,30.0,4.0,36.0,14.0,894.0,95.0
157,176,Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,23,1998,27.2,1702.0,50.0,461.0,740.0,517.0,60.0,1702.0,71.0,36.0,50.7,35.0,49.3,920.0,4838.0,2368.0,74.0,40.0,16.0,60.0,23.0,991.0,171.0
158,177,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,18,2002,0.5,23.0,1.0,2.0,12.0,9.0,2.0,23.0,3.0,1.0,33.3,2.0,66.7,13.0,83.0,22.0,1.0,0.0,1.0,1.0,1.0,14.0,1.0
159,178,Tommaso Baldanzi,it ITA,FW,Empoli,it Serie A,18,2003,0.2,10.0,0.0,0.0,2.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,6.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0
160,179,Alejandro Balde,es ESP,"DF,FW",Barcelona,es La Liga,17,2003,2.1,177.0,2.0,24.0,95.0,58.0,7.0,177.0,5.0,1.0,20.0,4.0,80.0,141.0,578.0,316.0,9.0,7.0,2.0,4.0,3.0,143.0,23.0
161,180,Ibrahima Baldé,fr FRA,"FW,MF",Lens,fr Ligue 1,18,2003,0.6,16.0,0.0,1.0,7.0,8.0,1.0,16.0,2.0,0.0,0.0,2.0,100.0,7.0,30.0,8.0,0.0,0.0,0.0,3.0,0.0,11.0,5.0
162,181,Keita Baldé,sn SEN,FW,Cagliari,it Serie A,26,1995,13.7,411.0,6.0,23.0,183.0,209.0,51.0,411.0,18.0,6.0,33.3,12.0,66.7,234.0,977.0,342.0,14.0,12.0,4.0,49.0,10.0,305.0,73.0
163,182,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32,1989,3.1,102.0,0.0,12.0,32.0,58.0,15.0,102.0,4.0,1.0,25.0,3.0,75.0,65.0,292.0,136.0,6.0,3.0,4.0,5.0,2.0,74.0,10.0
164,183,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,33,1988,22.5,1225.0,88.0,371.0,609.0,254.0,10.0,1225.0,12.0,6.0,50.0,6.0,50.0,507.0,2081.0,1147.0,29.0,16.0,0.0,13.0,12.0,565.0,66.0
165,184,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,22,1999,10.6,919.0,79.0,404.0,506.0,11.0,4.0,919.0,13.0,11.0,84.6,2.0,15.4,621.0,3062.0,1682.0,6.0,1.0,0.0,8.0,6.0,678.0,2.0
166,185,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35.0,2114.0,88.0,538.0,945.0,655.0,37.0,2114.0,54.0,22.0,40.7,32.0,59.3,938.0,5258.0,2727.0,84.0,48.0,8.0,40.0,20.0,1107.0,132.0
167,186,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,24,1997,5.0,329.0,9.0,61.0,162.0,109.0,14.0,329.0,10.0,5.0,50.0,5.0,50.0,188.0,1190.0,642.0,17.0,10.0,0.0,5.0,6.0,196.0,48.0
168,187,Folarin Balogun,us USA,FW,Arsenal,eng Premier League,20,2001,0.8,22.0,1.0,2.0,7.0,13.0,6.0,22.0,2.0,0.0,0.0,2.0,100.0,8.0,22.0,8.0,0.0,0.0,0.0,4.0,0.0,14.0,4.0
169,188,Abdoulaye Bamba,ci CIV,"DF,FW",Angers,fr Ligue 1,31,1990,5.1,240.0,18.0,81.0,90.0,69.0,7.0,240.0,1.0,0.0,0.0,1.0,100.0,122.0,587.0,264.0,7.0,5.0,0.0,10.0,1.0,112.0,21.0
170,189,Jonathan Bamba,ci CIV,"MF,FW",Lille,fr Ligue 1,25,1996,27.0,1504.0,16.0,182.0,689.0,661.0,80.0,1504.0,103.0,34.0,33.0,69.0,67.0,1018.0,6405.0,3121.0,101.0,63.0,36.0,76.0,57.0,1064.0,200.0
171,190,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,1993,6.2,173.0,10.0,15.0,83.0,76.0,33.0,173.0,7.0,4.0,57.1,3.0,42.9,92.0,486.0,196.0,8.0,4.0,3.0,18.0,3.0,111.0,24.0
172,191,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,1995,21.7,976.0,54.0,213.0,423.0,354.0,43.0,976.0,39.0,17.0,43.6,22.0,56.4,564.0,3152.0,1755.0,57.0,42.0,10.0,40.0,25.0,627.0,101.0
173,192,Mattia Bani,it ITA,DF,Genoa,it Serie A,27,1993,13.5,642.0,129.0,383.0,240.0,25.0,18.0,642.0,1.0,1.0,100.0,0.0,0.0,248.0,1193.0,552.0,1.0,1.0,0.0,8.0,0.0,262.0,1.0
174,193,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,24,1996,1.4,49.0,2.0,3.0,16.0,32.0,5.0,49.0,6.0,4.0,66.7,2.0,33.3,28.0,159.0,74.0,2.0,2.0,0.0,2.0,3.0,36.0,8.0
175,194,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23,1998,10.1,418.0,15.0,83.0,216.0,126.0,15.0,418.0,28.0,19.0,67.9,9.0,32.1,252.0,1225.0,603.0,14.0,13.0,4.0,21.0,12.0,269.0,29.0
176,195,Antonín Barák,cz CZE,"MF,FW",Hellas Verona,it Serie A,26,1994,26.0,1376.0,40.0,185.0,723.0,488.0,91.0,1372.0,55.0,31.0,56.4,24.0,43.6,851.0,4966.0,2391.0,68.0,51.0,16.0,42.0,54.0,1039.0,124.0
177,196,Barbero,es ESP,"FW,MF",Osasuna,es La Liga,22,1998,0.2,18.0,1.0,1.0,6.0,11.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,0.0,1.0,0.0,5.0,2.0,14.0,3.0
178,197,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,25,1996,1.0,60.0,12.0,32.0,28.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,31.0,100.0,51.0,1.0,0.0,0.0,4.0,0.0,35.0,0.0
179,198,Barcia,es ESP,DF,Granada,es La Liga,20,2000,0.8,26.0,1.0,13.0,12.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,10.0,65.0,31.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0
180,199,Bradley Barcola,fr FRA,"FW,MF",Lyon,fr Ligue 1,18,2002,2.9,122.0,4.0,22.0,45.0,60.0,17.0,122.0,8.0,2.0,25.0,6.0,75.0,76.0,601.0,317.0,9.0,6.0,5.0,6.0,3.0,70.0,27.0
181,200,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,20,2000,28.8,2175.0,87.0,593.0,1222.0,393.0,14.0,2175.0,37.0,22.0,59.5,15.0,40.5,1290.0,6636.0,3629.0,65.0,54.0,5.0,41.0,17.0,1292.0,129.0
182,201,Enis Bardhi,mk MKD,"MF,FW",Levante,es La Liga,26,1995,18.9,995.0,12.0,124.0,425.0,461.0,41.0,993.0,74.0,38.0,51.4,36.0,48.6,597.0,2971.0,1436.0,41.0,31.0,12.0,52.0,32.0,669.0,105.0
183,203,Keidi Bare,al ALB,MF,Espanyol,es La Liga,23,1997,16.5,1038.0,51.0,275.0,633.0,137.0,14.0,1038.0,16.0,9.0,56.3,7.0,43.8,542.0,2836.0,1200.0,20.0,19.0,2.0,11.0,11.0,702.0,15.0
184,204,Nicolò Barella,it ITA,MF,Inter,it Serie A,24,1997,32.4,2199.0,28.0,344.0,1133.0,757.0,95.0,2199.0,64.0,37.0,57.8,27.0,42.2,1427.0,8196.0,4128.0,114.0,69.0,15.0,56.0,38.0,1703.0,204.0
185,205,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,24,1997,9.6,525.0,5.0,48.0,216.0,270.0,33.0,525.0,57.0,34.0,59.6,23.0,40.4,343.0,2315.0,926.0,34.0,19.0,5.0,37.0,28.0,390.0,92.0
186,206,Ross Barkley,eng ENG,"MF,FW",Chelsea,eng Premier League,27,1993,2.0,153.0,0.0,6.0,49.0,98.0,7.0,153.0,8.0,7.0,87.5,1.0,12.5,94.0,715.0,373.0,14.0,10.0,0.0,3.0,7.0,124.0,17.0
187,207,Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,de Bundesliga,23,1998,1.8,103.0,7.0,25.0,52.0,30.0,0.0,103.0,7.0,4.0,57.1,3.0,42.9,52.0,414.0,176.0,3.0,5.0,0.0,5.0,8.0,52.0,3.0
188,208,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,31,1989,9.0,302.0,6.0,22.0,163.0,120.0,25.0,301.0,8.0,5.0,62.5,3.0,37.5,139.0,530.0,215.0,5.0,5.0,1.0,37.0,22.0,224.0,47.0
189,209,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,23,1997,23.3,1052.0,17.0,115.0,361.0,589.0,130.0,1052.0,75.0,31.0,41.3,44.0,58.7,732.0,5181.0,2962.0,107.0,61.0,48.0,58.0,43.0,834.0,237.0
190,210,Antonio Barragán,es ESP,DF,Elche,es La Liga,34,1987,11.3,635.0,59.0,260.0,272.0,105.0,2.0,635.0,1.0,0.0,0.0,1.0,100.0,282.0,917.0,445.0,7.0,3.0,0.0,9.0,1.0,353.0,30.0
191,211,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,19.9,806.0,31.0,187.0,396.0,231.0,37.0,806.0,13.0,5.0,38.5,8.0,61.5,378.0,1542.0,636.0,15.0,13.0,1.0,41.0,13.0,410.0,53.0
192,212,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,19,2001,6.1,275.0,5.0,43.0,117.0,120.0,24.0,275.0,37.0,15.0,40.5,22.0,59.5,183.0,1147.0,577.0,20.0,11.0,10.0,23.0,16.0,203.0,72.0
193,213,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,1994,18.1,945.0,59.0,295.0,444.0,214.0,7.0,945.0,23.0,12.0,52.2,11.0,47.8,364.0,1821.0,819.0,25.0,11.0,0.0,16.0,5.0,409.0,24.0
194,214,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,22,1998,23.7,1193.0,6.0,118.0,495.0,600.0,78.0,1193.0,63.0,31.0,49.2,32.0,50.8,753.0,4411.0,2030.0,61.0,51.0,22.0,63.0,52.0,911.0,158.0
195,215,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2000,2.3,147.0,14.0,47.0,62.0,40.0,4.0,147.0,4.0,1.0,25.0,3.0,75.0,74.0,328.0,158.0,3.0,2.0,1.0,9.0,2.0,71.0,12.0
196,216,Marc Bartra,es ESP,DF,Betis,es La Liga,30,1991,22.1,1397.0,198.0,769.0,579.0,52.0,24.0,1397.0,8.0,7.0,87.5,1.0,12.5,754.0,3315.0,1865.0,14.0,10.0,2.0,12.0,4.0,862.0,5.0
197,221,Amine Bassi,fr FRA,"MF,FW",Metz,fr Ligue 1,23,1997,2.0,146.0,1.0,23.0,77.0,48.0,2.0,146.0,4.0,3.0,75.0,1.0,25.0,90.0,445.0,158.0,5.0,3.0,0.0,5.0,3.0,97.0,11.0
198,222,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2004,2.2,66.0,2.0,12.0,45.0,9.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,32.0,102.0,40.0,0.0,1.0,0.0,0.0,0.0,39.0,0.0
199,223,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,25.7,2036.0,242.0,881.0,956.0,218.0,18.0,2036.0,19.0,11.0,57.9,8.0,42.1,1280.0,5399.0,3236.0,30.0,30.0,5.0,21.0,5.0,1448.0,34.0
