,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assits,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
181,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,1999,18.2,921,1064,86.6,17058,5887,343,378,90.7,477,525,90.9,87,129,67.4,0,0.0,0.1,0.0,1,41,0,0,48,Matches
182,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,23,1997,7.4,349,432,80.8,5366,1549,198,222,89.2,117,140,83.6,24,42,57.1,3,0.7,0.7,+2.3,8,25,11,7,24,Matches
183,Botond Balogh,hu HUN,DF,Parma,it Serie A,18,2002,1.8,59,79,74.7,1277,419,12,16,75.0,35,42,83.3,11,18,61.1,0,0.0,0.0,0.0,0,0,0,0,2,Matches
184,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,30,1990,15.0,650,875,74.3,10169,4909,358,398,89.9,223,298,74.8,46,118,39.0,0,1.4,1.4,-1.4,8,47,11,5,53,Matches
185,Jonathan Bamba,ci CIV,MF,Lille,fr Ligue 1,24,1996,33.2,1305,1680,77.7,19157,4900,751,841,89.3,374,472,79.2,104,210,49.5,9,5.1,5.4,+3.9,64,94,43,9,128,Matches
186,Robson Bambu,br BRA,DF,Nice,fr Ligue 1,22,1997,11.6,720,827,87.1,13344,4730,266,285,93.3,392,423,92.7,58,96,60.4,0,0.0,0.1,0.0,0,19,0,0,21,Matches
187,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,26,1993,33.9,394,516,76.4,4378,832,238,290,82.1,85,111,76.6,6,10,60.0,7,3.5,1.7,+3.5,30,18,11,1,31,Matches
188,Mattia Bani,it ITA,DF,Genoa,it Serie A,26,1993,10.2,443,529,83.7,8734,3270,142,163,87.1,236,258,91.5,58,88,65.9,0,0.2,0.2,-0.2,2,14,2,1,15,Matches
189,Mattia Bani,it ITA,DF,Parma,it Serie A,26,1993,12.7,633,712,88.9,13012,4280,167,187,89.3,382,398,96.0,79,115,68.7,0,0.4,0.3,-0.4,2,23,2,1,32,Matches
190,Simon Banza,cd COD,FW,Lens,fr Ligue 1,23,1996,15.2,228,321,71.0,3292,581,117,159,73.6,83,101,82.2,13,21,61.9,2,2.1,1.3,-0.1,12,28,7,2,34,Matches
191,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,25,1994,30.7,1017,1311,77.6,16319,4200,523,629,83.1,395,476,83.0,67,104,64.4,3,2.2,2.0,+0.8,24,126,26,2,147,Matches
192,Federico Barba,it ITA,DF,Benevento,it Serie A,26,1993,29.5,1095,1396,78.4,19174,7531,465,527,88.2,496,606,81.8,101,198,51.0,2,1.4,1.3,+0.6,13,56,14,4,80,Matches
193,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,24,1996,2.8,178,203,87.7,3422,1147,48,56,85.7,119,123,96.7,10,20,50.0,0,0.0,0.0,0.0,0,6,0,0,11,Matches
194,Barcia,es ESP,DF,Granada,es La Liga,19,2000,1.0,13,33,39.4,249,81,7,10,70.0,4,15,26.7,2,6,33.3,0,0.0,0.0,0.0,0,2,0,0,2,Matches
195,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,19,2000,4.8,309,385,80.3,4557,1389,179,202,88.6,121,143,84.6,6,27,22.2,0,0.4,0.4,-0.4,4,23,6,3,30,Matches
196,Enis Bardhi,mk MKD,MF,Levante,es La Liga,25,1995,18.7,656,888,73.9,11539,3260,303,342,88.6,236,306,77.1,83,155,53.5,2,1.1,1.5,+0.9,21,63,27,10,117,Matches
197,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,35,1985,3.0,104,162,64.2,1713,640,50,56,89.3,41,63,65.1,11,30,36.7,0,0.0,0.1,0.0,0,6,4,2,10,Matches
198,Nicolò Barella,it ITA,MF,Inter,it Serie A,23,1997,32.2,1591,1931,82.4,25100,8423,850,935,90.9,564,662,85.2,123,201,61.2,7,5.7,4.8,+1.3,47,182,66,10,261,Matches
199,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,31,1989,0.3,15,16,93.8,239,90,9,9,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,Matches
200,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,23,1997,15.9,341,505,67.5,5488,1535,175,212,82.5,116,168,69.0,31,62,50.0,3,2.0,1.5,+1.0,16,16,21,9,55,Matches
201,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,26,1993,17.0,640,795,80.5,10363,2800,330,383,86.2,214,255,83.9,65,97,67.0,1,4.2,2.4,-3.2,39,46,25,0,88,Matches
202,Ross Barkley,eng ENG,"FW,MF",Chelsea,eng Premier League,26,1993,0.5,23,27,85.2,437,98,11,14,78.6,7,8,87.5,5,5,100.0,0,0.1,0.0,-0.1,1,1,1,0,2,Matches
203,Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,de Bundesliga,22,1998,10.9,362,495,73.1,5510,1769,201,245,82.0,118,159,74.2,26,51,51.0,3,3.2,2.6,-0.2,26,30,19,5,46,Matches
204,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,30,1989,14.8,189,315,60.0,2362,506,124,170,72.9,38,63,60.3,8,22,36.4,0,0.8,0.8,-0.8,18,15,6,1,20,Matches
205,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,22,1997,21.6,459,637,72.1,6331,1534,272,343,79.3,135,171,78.9,20,37,54.1,4,1.6,2.4,+2.4,26,38,17,1,56,Matches
206,Marc Baró,es ESP,DF,Cádiz,es La Liga,20,1999,1.0,11,19,57.9,224,156,5,6,83.3,3,6,50.0,3,6,50.0,0,0.1,0.2,-0.1,2,0,0,0,0,Matches
207,Antonio Barragán,es ESP,DF,Elche,es La Liga,33,1987,24.8,1091,1326,82.3,18850,7126,522,562,92.9,422,508,83.1,117,190,61.6,3,0.7,0.8,+2.3,10,67,14,9,69,Matches
208,Antonio Barreca,it ITA,DF,Fiorentina,it Serie A,25,1995,0.9,32,51,62.7,480,157,17,19,89.5,12,20,60.0,2,5,40.0,0,0.0,0.0,0.0,1,4,1,1,6,Matches
209,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,20,2000,25.6,449,702,64.0,6871,2878,225,316,71.2,178,236,75.4,27,74,36.5,2,2.7,2.1,-0.7,18,46,9,2,76,Matches
210,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,18,2001,14.5,291,413,70.5,4473,1038,152,188,80.9,113,150,75.3,14,33,42.4,0,1.9,1.2,-1.9,15,24,15,4,37,Matches
211,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,25,1994,12.3,434,557,77.9,7682,2833,194,231,84.0,187,231,81.0,43,68,63.2,1,1.1,1.1,-0.1,4,34,6,3,30,Matches
212,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,21,1998,32.5,818,1165,70.2,13878,3584,433,530,81.7,247,331,74.6,103,213,48.4,8,6.0,4.1,+2.0,60,83,31,12,103,Matches
213,Kyle Bartley,eng ENG,DF,West Brom,eng Premier League,29,1991,28.7,647,842,76.8,12274,4688,223,266,83.8,345,412,83.7,64,131,48.9,1,1.4,0.9,-0.4,7,47,4,0,44,Matches
214,Paolo Bartolomei,it ITA,MF,Spezia,it Serie A,30,1989,3.6,91,124,73.4,1413,332,47,53,88.7,36,44,81.8,5,19,26.3,1,0.3,0.6,+0.7,5,9,2,1,10,Matches
215,Marc Bartra,es ESP,DF,Betis,es La Liga,29,1991,18.8,776,971,79.9,15090,4832,263,303,86.8,425,479,88.7,78,164,47.6,1,1.0,0.9,0.0,3,30,2,0,31,Matches
216,Daniele Baselli,it ITA,MF,Torino,it Serie A,28,1992,4.4,163,217,75.1,2989,1031,78,94,83.0,51,68,75.0,29,39,74.4,0,0.7,0.5,-0.7,9,21,3,0,25,Matches
217,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,32,1988,28.6,939,1153,81.4,14844,4412,493,557,88.5,364,426,85.4,62,116,53.4,1,0.9,0.9,+0.1,11,50,14,6,82,Matches
218,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,23,1996,28.9,1048,1289,81.3,18608,4548,450,506,88.9,452,521,86.8,111,193,57.5,1,2.5,2.2,-1.5,26,78,18,3,111,Matches
219,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,16,2004,0.4,4,8,50.0,57,6,2,3,66.7,0,0,,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
220,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,21,1999,32.5,2065,2306,89.5,37276,10450,910,952,95.6,899,961,93.5,226,315,71.7,3,1.5,1.4,+1.5,12,150,16,4,146,Matches
221,Simone Bastoni,it ITA,DF,Spezia,it Serie A,23,1996,16.9,794,1068,74.3,13759,4837,395,446,88.6,293,379,77.3,89,168,53.0,7,3.1,2.5,+3.9,29,69,27,10,85,Matches
222,Bastos,ao ANG,DF,Lazio,it Serie A,29,1991,0.7,38,41,92.7,554,152,21,22,95.5,13,15,86.7,1,1,100.0,0,0.0,0.0,0.0,0,1,2,0,3,Matches
223,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,26,1993,8.1,122,174,70.1,1523,293,81,99,81.8,30,37,81.1,3,5,60.0,1,1.6,1.0,-0.6,9,8,5,0,13,Matches
224,Rodrigo Battaglia,ar ARG,MF,Alavés,es La Liga,29,1991,27.7,870,1039,83.7,14718,3574,396,450,88.0,362,406,89.2,77,117,65.8,0,0.2,0.4,-0.2,3,59,4,0,73,Matches
225,Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,28,1992,3.9,171,209,81.8,2823,838,94,102,92.2,62,73,84.9,14,31,45.2,0,0.3,0.4,-0.3,5,16,0,0,20,Matches
226,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,30,1990,31.0,1049,1349,77.8,24414,16656,298,298,100.0,486,495,98.2,246,535,46.0,0,0.0,0.1,0.0,0,15,0,0,2,Matches
227,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,32,1988,11.9,557,651,85.6,9471,2357,247,280,88.2,215,241,89.2,63,79,79.7,0,0.2,0.6,-0.2,5,42,5,1,51,Matches
228,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,20,1999,26.3,699,951,73.5,10511,2835,395,492,80.3,220,281,78.3,51,89,57.3,3,3.5,2.7,-0.5,34,65,29,3,110,Matches
229,Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,25,1995,4.1,56,92,60.9,748,122,25,43,58.1,21,29,72.4,2,3,66.7,1,0.3,0.1,+0.7,6,4,1,1,3,Matches
230,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,32,1988,29.0,1502,1715,87.6,29524,10632,504,546,92.3,813,877,92.7,171,255,67.1,2,0.6,0.4,+1.4,8,76,4,1,88,Matches
231,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,de Bundesliga,23,1996,0.4,5,12,41.7,70,21,3,5,60.0,2,3,66.7,0,2,0.0,1,0.7,0.5,+0.3,1,0,0,0,0,Matches
232,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,26,1994,24.4,466,630,74.0,6190,1385,293,358,81.8,115,164,70.1,24,37,64.9,7,5.0,2.8,+2.0,39,28,28,13,52,Matches
233,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,24,1996,30.9,1173,1371,85.6,20394,7572,498,547,91.0,553,612,90.4,96,158,60.8,0,0.3,0.3,-0.3,7,80,5,1,98,Matches
234,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,25,1995,12.3,202,326,62.0,3200,869,112,146,76.7,66,115,57.4,15,35,42.9,3,3.1,2.5,-0.1,18,8,19,11,22,Matches
235,Timo Becker,de GER,DF,Schalke 04,de Bundesliga,23,1997,18.2,593,788,75.3,10248,3492,261,312,83.7,269,327,82.3,51,97,52.6,0,0.4,0.3,-0.4,3,28,8,4,44,Matches
236,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,24,1996,34.4,1734,2115,82.0,29051,11094,792,885,89.5,795,893,89.0,108,269,40.1,1,0.6,1.0,+0.4,5,77,3,0,76,Matches
237,Donny van de Beek,nl NED,"MF,FW",Manchester Utd,eng Premier League,23,1997,5.8,237,275,86.2,3308,739,146,163,89.6,74,80,92.5,8,12,66.7,1,0.9,0.8,+0.1,3,12,1,0,16,Matches
238,Valon Behrami,ch SUI,MF,Genoa,it Serie A,35,1985,9.9,162,218,74.3,2214,875,90,114,78.9,51,66,77.3,8,14,57.1,0,0.1,0.1,-0.1,2,16,2,1,23,Matches
239,Brian Behrendt,de GER,DF,Arminia,de Bundesliga,28,1991,0.9,38,58,65.5,794,301,13,17,76.5,19,28,67.9,6,10,60.0,0,0.0,0.0,0.0,0,4,0,0,2,Matches
240,Maximilian Beier,de GER,"FW,DF",Hoffenheim,de Bundesliga,17,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
241,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,28,1992,6.6,104,149,69.8,1249,266,62,75,82.7,26,42,61.9,3,5,60.0,1,0.9,1.4,+0.1,7,6,3,0,8,Matches
242,Erwan Belhadji,fr FRA,MF,Dijon,fr Ligue 1,19,2001,0.3,7,8,87.5,104,30,5,5,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
243,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,26,1994,30.3,1237,1421,87.1,22256,6504,519,568,91.4,570,631,90.3,126,163,77.3,0,0.9,1.1,-0.9,11,114,9,0,127,Matches
244,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,28,1991,14.1,438,594,73.7,7986,3489,167,207,80.7,225,273,82.4,42,98,42.9,1,0.8,0.7,+0.2,3,17,3,0,25,Matches
245,Karim Bellarabi,de GER,"FW,MF",Leverkusen,de Bundesliga,30,1990,8.9,291,410,71.0,4146,1134,171,203,84.2,87,125,69.6,19,40,47.5,0,2.6,2.4,-2.6,16,17,14,8,25,Matches
246,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22,1998,23.2,618,806,76.7,11359,2057,267,318,84.0,263,315,83.5,72,110,65.5,1,2.5,3.1,-1.5,19,41,16,7,68,Matches
247,Héctor Bellerín,es ESP,"DF,MF",Arsenal,eng Premier League,25,1995,23.2,1080,1324,81.6,15904,4280,603,676,89.2,416,497,83.7,31,54,57.4,2,2.4,2.6,-0.4,20,69,26,9,108,Matches
248,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,17,2003,18.9,866,1049,82.6,14258,3234,413,478,86.4,338,380,88.9,74,101,73.3,3,3.2,3.4,-0.2,14,74,22,1,93,Matches
249,Andrea Belotti,it ITA,FW,Torino,it Serie A,26,1993,32.1,481,716,67.2,7066,1518,272,347,78.4,137,198,69.2,39,58,67.2,6,7.0,4.2,-1.0,37,36,32,4,64,Matches
250,Fran Beltrán,es ESP,"MF,FW",Celta Vigo,es La Liga,21,1999,15.5,697,773,90.2,11826,2839,317,347,91.4,284,303,93.7,69,80,86.3,0,0.3,0.5,-0.3,4,57,9,1,55,Matches
251,Sami Ben Amar,ma MAR,MF,Nîmes,fr Ligue 1,22,1998,0.1,2,4,50.0,28,24,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Matches
252,Hatem Ben Arfa,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,33,1987,18.9,719,894,80.4,11319,2908,390,438,89.0,222,265,83.8,63,120,52.5,4,3.8,4.0,+0.2,31,60,21,4,87,Matches
253,Salim Ben Seghir,fr FRA,DF,Nice,fr Ligue 1,17,2003,0.1,7,7,100.0,111,54,3,3,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
254,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,29,1990,29.0,651,893,72.9,9062,1824,377,491,76.8,190,243,78.2,35,53,66.0,7,6.7,5.2,+0.3,41,57,38,3,109,Matches
255,Ahmad Benali,ly LBY,MF,Crotone,it Serie A,28,1992,13.5,662,788,84.0,10717,3005,323,363,89.0,267,300,89.0,48,74,64.9,1,1.2,1.3,-0.2,14,55,10,1,67,Matches
256,Samy Benchamma,fr FRA,"DF,MF",Montpellier,fr Ligue 1,20,2000,0.5,20,23,87.0,343,63,10,11,90.9,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
257,Lars Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,10.4,600,725,82.8,10319,3425,281,316,88.9,239,280,85.4,65,83,78.3,2,0.6,1.0,+1.4,7,44,12,4,55,Matches
258,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,13.0,916,1020,89.8,17906,5459,247,274,90.1,576,616,93.5,81,112,72.3,0,0.2,0.5,-0.2,5,27,2,1,42,Matches
259,Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,30,1990,17.5,240,360,66.7,3372,425,137,178,77.0,57,90,63.3,19,38,50.0,3,1.8,1.7,+1.2,12,16,7,1,22,Matches
260,László Bénes,sk SVK,MF,Augsburg,de Bundesliga,22,1997,7.3,166,265,62.6,2556,888,88,113,77.9,50,77,64.9,17,47,36.2,1,0.9,0.7,+0.1,10,13,4,1,19,Matches
261,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,22,1997,1.7,81,112,72.3,1348,425,45,53,84.9,28,35,80.0,8,19,42.1,1,0.2,0.3,+0.8,4,6,0,0,7,Matches
262,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,27,1993,38.0,994,1222,81.3,22629,15207,257,258,99.6,534,546,97.8,201,412,48.8,0,0.0,0.0,0.0,0,5,0,0,1,Matches
263,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,28,1992,29.5,1515,1799,84.2,24582,9332,756,812,93.1,631,725,87.0,96,190,50.5,0,1.3,1.0,-1.3,15,102,11,8,120,Matches
264,Sergio Benito,es ESP,FW,Valladolid,es La Liga,21,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
265,Bilal Benkhedim,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2001,0.8,32,48,66.7,524,66,19,23,82.6,9,15,60.0,3,8,37.5,0,0.1,0.0,-0.1,1,0,0,0,1,Matches
266,Djamel Benlamri,dz ALG,DF,Lyon,fr Ligue 1,30,1989,1.7,72,81,88.9,1496,516,20,24,83.3,39,40,97.5,10,13,76.9,0,0.0,0.0,0.0,1,5,0,0,7,Matches
267,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,22,1997,14.7,851,984,86.5,14057,4891,436,465,93.8,313,344,91.0,81,121,66.9,2,0.6,0.8,+1.4,5,105,13,0,82,Matches
268,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,24,1995,15.5,411,536,76.7,5618,1648,251,279,90.0,120,161,74.5,17,46,37.0,6,4.1,3.2,+1.9,27,43,20,8,60,Matches
269,Yassine Benrahou,fr FRA,MF,Nîmes,fr Ligue 1,21,1999,13.8,442,604,73.2,7035,2018,227,254,89.4,121,168,72.0,55,121,45.5,0,2.7,2.8,-2.7,25,45,15,4,61,Matches
270,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,25,1995,20.1,997,1237,80.6,16182,6299,492,553,89.0,399,480,83.1,73,130,56.2,0,1.2,1.1,-1.2,10,59,12,4,83,Matches
271,Josh Benson,eng ENG,MF,Burnley,eng Premier League,20,1999,2.9,62,85,72.9,738,273,37,38,97.4,15,24,62.5,2,7,28.6,0,0.0,0.1,0.0,0,7,0,0,6,Matches
272,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,25,1994,6.1,231,285,81.1,3685,948,118,139,84.9,82,98,83.7,19,28,67.9,0,0.0,0.1,0.0,1,30,2,0,29,Matches
273,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,23,1997,25.8,1643,1851,88.8,28913,8319,753,804,93.7,696,754,92.3,164,221,74.2,4,2.3,1.8,+1.7,29,171,14,3,173,Matches
274,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,29,1990,20.2,339,583,58.1,4059,800,229,359,63.8,63,124,50.8,14,19,73.7,1,0.9,1.0,+0.1,15,27,11,1,36,Matches
275,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,32,1987,32.2,1029,1235,83.3,13128,2262,633,712,88.9,237,286,82.9,53,70,75.7,9,6.4,6.1,+2.6,38,56,34,0,114,Matches
276,Yassine Benzia,dz ALG,"MF,FW",Dijon,fr Ligue 1,25,1994,4.5,155,201,77.1,2618,724,78,93,83.9,55,66,83.3,15,32,46.9,1,0.5,0.3,+0.5,9,16,1,1,19,Matches
277,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,29,1991,0.3,6,11,54.5,275,255,0,0,,1,1,100.0,5,10,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
278,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,25,1994,27.5,984,1310,75.1,17062,4398,474,543,87.3,379,472,80.3,105,206,51.0,7,6.2,5.2,+0.8,58,72,84,13,164,Matches
279,Gaetano Berardi,ch SUI,DF,Leeds United,eng Premier League,31,1988,1.3,50,63,79.4,785,388,24,27,88.9,23,28,82.1,2,5,40.0,0,0.0,0.0,0.0,0,2,1,0,2,Matches
280,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,30,1990,18.7,909,1132,80.3,15028,5395,464,524,88.5,330,395,83.5,82,121,67.8,3,2.0,2.1,+1.0,17,58,32,13,98,Matches
281,Álex Berenguer,es ESP,MF,Torino,it Serie A,25,1995,1.5,32,47,68.1,467,122,21,26,80.8,9,12,75.0,1,6,16.7,0,0.0,0.1,0.0,0,4,1,0,6,Matches
282,Álex Berenguer,es ESP,"MF,FW",Athletic Club,es La Liga,25,1995,25.3,601,917,65.5,8373,2615,363,434,83.6,163,246,66.3,35,124,28.2,4,3.4,3.7,+0.6,38,25,40,10,85,Matches
283,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,28,1992,29.0,1203,1496,80.4,18103,7023,665,728,91.3,420,526,79.8,69,139,49.6,0,0.7,1.1,-0.7,8,76,19,6,103,Matches
