,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PK_Attempted,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90
527,615,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30,1992,27,21,2062,22.9,0,0,0,0,0,0,7,0,0.2,0.2,1.0,1.3,15.0,68.0,55.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
528,616,Juan Cruz,es ESP,FW,Betis,es La Liga,22,2000,6,1,178,2.0,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,7.0,1.0,15.0,0.51,0.0,0.51,0.51,0.51,0.23,0.07,0.3,0.23,0.3
529,617,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,34,1988,31,24,2078,23.1,1,3,4,1,0,0,6,1,1.4,1.4,2.7,4.2,48.0,92.0,125.0,0.04,0.13,0.17,0.04,0.17,0.06,0.12,0.18,0.06,0.18
530,618,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24,1998,24,21,1671,18.6,0,2,2,0,0,0,4,0,0.4,0.4,0.6,1.0,30.0,73.0,65.0,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.06,0.02,0.06
531,619,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,22,1999,10,5,506,5.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,7.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09
532,620,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,25,1996,5,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
533,621,Mickaël Cuisance,fr FRA,MF,Sampdoria,it Serie A,22,1999,12,9,618,6.9,0,0,0,0,0,0,1,0,0.5,0.5,0.7,1.2,11.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.17,0.07,0.17
534,624,Curro,es ESP,MF,Almería,es La Liga,26,1996,2,0,43,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.44,0.63,0.19,0.63
535,625,Marco D'Alessandro,it ITA,"DF,FW",Monza,it Serie A,31,1991,8,3,290,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,14.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16
536,626,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,33,1988,15,8,733,8.1,0,2,2,0,0,0,3,1,0.3,0.3,0.7,0.9,8.0,34.0,17.0,0.0,0.25,0.25,0.0,0.25,0.03,0.08,0.11,0.03,0.11
537,627,Luca D'Andrea,it ITA,FW,Sassuolo,it Serie A,17,2004,5,5,316,3.5,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.1,11.0,9.0,29.0,0.0,0.28,0.28,0.0,0.28,0.08,0.23,0.31,0.08,0.31
538,628,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,34,1988,7,3,338,3.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
539,629,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,30,1992,21,8,933,10.4,6,2,8,6,0,0,3,1,3.5,3.5,2.2,5.7,10.0,33.0,61.0,0.58,0.19,0.77,0.58,0.77,0.34,0.21,0.55,0.34,0.55
540,630,Andréa Dacourt,fr FRA,MF,Nice,fr Ligue 1,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,631,Colin Dagba,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23,1998,21,12,958,10.6,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.1,26.0,31.0,48.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
542,633,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,26,1996,9,4,337,3.7,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,5.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24
543,634,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,23,1998,30,13,1187,13.2,4,4,8,4,0,0,2,0,3.5,3.5,2.8,6.3,18.0,17.0,82.0,0.3,0.3,0.61,0.3,0.61,0.27,0.21,0.48,0.27,0.48
544,635,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,21,2000,36,28,2353,26.1,12,1,13,12,0,0,4,0,9.8,9.8,2.0,11.9,23.0,30.0,174.0,0.46,0.04,0.5,0.46,0.5,0.38,0.08,0.46,0.38,0.46
545,636,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23,1999,26,24,2154,23.9,1,2,3,1,0,0,6,0,2.5,2.5,1.9,4.4,46.0,92.0,85.0,0.04,0.08,0.13,0.04,0.13,0.1,0.08,0.18,0.1,0.18
546,637,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,18,2004,6,1,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15
547,638,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,22,2000,26,9,988,11.0,0,0,0,0,0,0,4,0,2.6,2.6,1.4,4.0,9.0,44.0,45.0,0.0,0.0,0.0,0.0,0.0,0.24,0.13,0.36,0.24,0.36
548,641,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,21,2001,13,12,976,10.8,3,2,5,3,0,0,1,0,1.5,1.5,0.7,2.3,13.0,34.0,22.0,0.28,0.18,0.46,0.28,0.46,0.14,0.07,0.21,0.14,0.21
549,642,Danilo,br BRA,DF,Juventus,it Serie A,31,1991,37,35,3184,35.4,3,3,6,3,0,0,5,0,2.8,2.8,2.4,5.2,39.0,176.0,43.0,0.08,0.08,0.17,0.08,0.17,0.08,0.07,0.15,0.08,0.15
550,645,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,646,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,23,1998,37,37,3232,35.9,1,2,3,1,0,0,7,1,2.5,2.4,1.0,3.5,34.0,163.0,2.0,0.03,0.06,0.08,0.03,0.08,0.07,0.03,0.1,0.07,0.1
552,647,Dante,br BRA,DF,Nice,fr Ligue 1,38,1983,37,37,3299,36.7,1,2,3,1,0,0,6,0,1.5,1.5,1.7,3.2,12.0,160.0,3.0,0.03,0.05,0.08,0.03,0.08,0.04,0.05,0.09,0.04,0.09
553,648,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,20,2002,17,11,947,10.5,1,0,1,1,0,0,2,0,0.1,0.1,0.2,0.3,2.0,21.0,0.0,0.1,0.0,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03
554,649,Sergi Darder,es ESP,MF,Espanyol,es La Liga,28,1993,38,38,3320,36.9,6,3,9,6,0,0,4,0,3.5,3.5,7.5,10.9,111.0,233.0,75.0,0.16,0.08,0.24,0.16,0.24,0.09,0.2,0.3,0.09,0.3
555,650,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23,1999,18,15,1317,14.6,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,3.0,33.0,1.0,0.07,0.0,0.07,0.07,0.07,0.02,0.0,0.03,0.02,0.03
556,651,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,31,1990,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,652,Matteo Darmian,it ITA,DF,Inter,it Serie A,32,1989,31,24,2025,22.5,1,2,3,1,0,0,3,0,1.0,1.0,1.9,2.9,22.0,88.0,96.0,0.04,0.09,0.13,0.04,0.13,0.04,0.09,0.13,0.04,0.13
558,653,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,23,1998,36,14,1389,15.4,4,2,6,4,0,0,1,0,1.5,1.5,1.5,3.0,60.0,62.0,69.0,0.26,0.13,0.39,0.26,0.39,0.1,0.09,0.19,0.1,0.19
559,654,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,22,2000,37,36,3166,35.2,24,4,28,14,10,11,6,0,23.6,15.1,6.1,21.2,67.0,95.0,297.0,0.68,0.11,0.8,0.4,0.51,0.67,0.17,0.84,0.43,0.6
560,655,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,21,2000,26,24,2042,22.7,1,4,5,1,0,0,0,0,1.7,1.7,3.7,5.4,117.0,133.0,158.0,0.04,0.18,0.22,0.04,0.22,0.07,0.16,0.24,0.07,0.24
561,656,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29,1993,31,26,2288,25.4,2,2,4,2,0,0,4,0,1.0,1.0,2.5,3.5,39.0,107.0,69.0,0.08,0.08,0.16,0.08,0.16,0.04,0.1,0.14,0.04,0.14
562,657,Tom Davies,eng ENG,MF,Everton,eng Premier League,24,1998,19,4,538,6.0,0,0,0,0,0,0,3,0,1.2,1.2,0.2,1.3,2.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22
563,658,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27,1995,23,20,1632,18.1,1,1,2,1,0,0,6,1,1.1,1.1,0.8,1.9,20.0,60.0,17.0,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.11,0.06,0.11
564,661,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31,1991,32,28,2417,26.9,7,16,23,7,0,0,1,0,5.6,5.6,13.7,19.3,100.0,246.0,245.0,0.26,0.6,0.86,0.26,0.86,0.21,0.51,0.72,0.21,0.72
565,662,Charles De Ketelaere,be BEL,"MF,FW",Milan,it Serie A,21,2001,32,9,1116,12.4,0,1,1,0,0,0,2,0,2.0,2.0,2.0,4.0,45.0,59.0,69.0,0.0,0.08,0.08,0.0,0.08,0.16,0.16,0.32,0.16,0.32
566,663,Manuel De Luca,it ITA,"FW,MF",Sampdoria,it Serie A,24,1998,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,664,Tommaso De Nipoti,it ITA,MF,Atalanta,it Serie A,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,665,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,28,1994,30,24,1923,21.4,2,7,9,2,0,0,5,0,1.6,1.6,5.6,7.2,55.0,182.0,68.0,0.09,0.33,0.42,0.09,0.42,0.07,0.26,0.34,0.07,0.34
569,666,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,29,1992,17,11,1042,11.6,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,16.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
570,667,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,34,1988,15,6,672,7.5,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.9,18.0,31.0,17.0,0.13,0.0,0.13,0.13,0.13,0.09,0.03,0.12,0.09,0.12
571,668,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,24,1998,22,20,1758,19.5,0,1,1,0,0,0,2,0,0.0,0.0,1.3,1.3,39.0,89.0,89.0,0.0,0.05,0.05,0.0,0.05,0.0,0.07,0.07,0.0,0.07
572,669,Koni De Winter,be BEL,DF,Empoli,it Serie A,20,2002,14,12,1024,11.4,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
573,670,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,31,1991,27,13,1167,13.0,2,1,3,2,0,0,3,0,3.5,3.5,0.5,4.0,11.0,10.0,75.0,0.15,0.08,0.23,0.15,0.23,0.27,0.04,0.31,0.27,0.31
574,671,Duccio Degl'Innocenti,it ITA,MF,Empoli,it Serie A,19,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,672,Brecht Dejaegere,be BEL,MF,Toulouse,fr Ligue 1,31,1991,30,25,1809,20.1,4,1,5,4,0,0,5,0,2.6,2.6,1.7,4.3,36.0,96.0,96.0,0.2,0.05,0.25,0.2,0.25,0.13,0.08,0.21,0.13,0.21
576,673,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1996,27,16,1422,15.8,6,6,12,1,5,5,2,0,6.2,2.3,4.2,6.5,47.0,75.0,125.0,0.38,0.38,0.76,0.06,0.44,0.39,0.27,0.66,0.14,0.41
577,674,Alberto Del Moral,es ESP,MF,Villarreal,es La Liga,22,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,675,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,30,1992,17,13,1069,11.9,0,2,2,0,0,0,3,0,0.4,0.4,1.4,1.8,38.0,21.0,92.0,0.0,0.17,0.17,0.0,0.17,0.04,0.12,0.15,0.04,0.15
579,678,Sacha Delaye,fr FRA,"FW,MF",Montpellier,fr Ligue 1,20,2002,3,0,20,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,4.5,0.0,4.5,4.5,4.5,0.31,0.0,0.31,0.31,0.31
580,679,Fran Delgado,es ESP,DF,Betis,es La Liga,21,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,682,Karamoko Dembele,sct SCO,"FW,MF",Brest,fr Ligue 1,19,2003,15,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,7.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19
582,683,Moussa Dembélé,fr FRA,"FW,MF",Lyon,fr Ligue 1,26,1996,23,8,877,9.7,3,0,3,3,0,0,1,0,3.8,3.8,0.3,4.1,10.0,23.0,66.0,0.31,0.0,0.31,0.31,0.31,0.39,0.03,0.42,0.39,0.42
583,684,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,25,1997,25,16,1410,15.7,5,7,12,5,0,0,4,0,3.9,3.9,4.9,8.8,124.0,74.0,209.0,0.32,0.45,0.77,0.32,0.77,0.25,0.31,0.56,0.25,0.56
584,687,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,24,1998,28,14,1536,17.1,1,0,1,1,0,0,5,0,0.7,0.7,0.5,1.2,3.0,26.0,4.0,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07
585,688,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,29,1993,25,17,1544,17.2,4,3,7,4,0,0,5,0,2.2,2.2,3.0,5.2,22.0,86.0,21.0,0.23,0.17,0.41,0.23,0.41,0.13,0.17,0.31,0.13,0.31
586,689,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,24,1998,30,30,2366,26.3,8,4,12,7,1,1,7,1,7.5,6.8,3.5,10.3,26.0,48.0,120.0,0.3,0.15,0.46,0.27,0.42,0.29,0.13,0.42,0.26,0.39
587,690,Diego Demme,de GER,MF,Napoli,it Serie A,30,1991,7,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
588,691,Sepp van den Berg,nl NED,DF,Schalke 04,de Bundesliga,20,2001,9,8,696,7.7,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,1.0,12.0,3.0,0.13,0.0,0.13,0.13,0.13,0.08,0.02,0.1,0.08,0.1
589,692,Branco van den Boomen,nl NED,MF,Toulouse,fr Ligue 1,27,1995,35,32,2888,32.1,5,8,13,1,4,4,6,0,6.0,2.9,8.1,10.9,48.0,321.0,102.0,0.16,0.25,0.41,0.03,0.28,0.19,0.25,0.44,0.09,0.34
590,695,Emmanuel Dennis,ng NGA,"FW,MF",Nott'ham Forest,eng Premier League,24,1997,19,6,720,8.0,2,2,4,2,0,0,3,0,1.9,1.9,0.6,2.4,24.0,17.0,63.0,0.25,0.25,0.5,0.25,0.5,0.23,0.07,0.3,0.23,0.3
591,698,Kastriot Dermaku,al ALB,DF,Lecce,it Serie A,30,1992,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,699,Halil Dervişoğlu,tr TUR,MF,Brentford,eng Premier League,22,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31
593,701,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,27,1995,27,26,2257,25.1,1,2,3,1,0,0,5,1,0.8,0.8,1.9,2.7,59.0,136.0,127.0,0.04,0.08,0.12,0.04,0.12,0.03,0.08,0.11,0.03,0.11
594,702,Cyriel Dessers,ng NGA,FW,Cremonese,it Serie A,27,1994,26,19,1587,17.6,6,1,7,6,0,1,3,0,7.1,6.4,1.6,8.0,21.0,27.0,110.0,0.34,0.06,0.4,0.34,0.4,0.4,0.09,0.5,0.36,0.45
595,703,Sergiño Dest,us USA,DF,Milan,it Serie A,21,2000,8,2,329,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,11.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
596,704,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,31,1991,17,6,572,6.4,1,0,1,1,0,0,3,0,1.4,1.4,0.4,1.8,4.0,4.0,20.0,0.16,0.0,0.16,0.16,0.16,0.22,0.06,0.28,0.22,0.28
597,705,Gerard Deulofeu,es ESP,FW,Udinese,it Serie A,28,1994,16,15,1211,13.5,2,6,8,2,0,0,1,0,5.1,5.1,4.4,9.5,72.0,82.0,118.0,0.15,0.45,0.59,0.15,0.59,0.38,0.33,0.7,0.38,0.7
598,706,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,23,1998,31,28,2306,25.6,2,2,4,2,0,0,5,1,2.4,2.4,3.3,5.6,68.0,132.0,91.0,0.08,0.08,0.16,0.08,0.16,0.09,0.13,0.22,0.09,0.22
599,707,Samuel Di Carmine,it ITA,"FW,MF",Cremonese,it Serie A,33,1988,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28
600,708,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,28,1994,36,23,2031,22.6,2,2,4,2,0,0,5,0,3.3,3.3,2.7,6.0,50.0,60.0,177.0,0.09,0.09,0.18,0.09,0.18,0.14,0.12,0.27,0.14,0.27
601,710,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,28,1993,37,36,3257,36.2,3,4,7,3,0,0,2,0,2.7,2.7,4.7,7.4,73.0,256.0,182.0,0.08,0.11,0.19,0.08,0.19,0.07,0.13,0.2,0.07,0.2
602,711,Ángel Di María,ar ARG,"FW,MF",Juventus,it Serie A,34,1988,26,15,1363,15.1,4,4,8,3,1,1,1,1,3.1,2.3,4.5,6.7,56.0,96.0,95.0,0.26,0.26,0.53,0.2,0.46,0.2,0.29,0.5,0.15,0.44
603,712,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,25,1996,33,27,2518,28.0,16,6,22,15,1,1,4,0,8.8,8.0,3.1,11.1,48.0,50.0,140.0,0.57,0.21,0.79,0.54,0.75,0.31,0.11,0.43,0.29,0.4
604,713,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,23,1999,33,33,2699,30.0,9,8,17,9,0,1,4,0,11.0,10.3,8.2,18.5,125.0,104.0,258.0,0.3,0.27,0.57,0.3,0.57,0.37,0.27,0.64,0.34,0.62
605,714,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,25,1996,29,28,2446,27.2,3,0,3,3,0,0,7,1,2.7,2.7,0.3,3.0,19.0,86.0,11.0,0.11,0.0,0.11,0.11,0.11,0.1,0.01,0.11,0.1,0.11
606,715,Mamadou Diakhon,fr FRA,FW,Reims,fr Ligue 1,16,2005,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
607,716,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,21,2001,33,29,2653,29.5,3,0,3,3,0,0,6,0,1.7,1.7,0.7,2.4,43.0,179.0,67.0,0.1,0.0,0.1,0.1,0.1,0.06,0.02,0.08,0.06,0.08
608,717,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,18,2003,3,1,131,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
609,718,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,de Bundesliga,26,1996,8,5,478,5.3,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,11.0,24.0,3.0,0.19,0.0,0.19,0.19,0.19,0.07,0.02,0.09,0.07,0.09
610,719,Baila Diallo,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,21,2001,6,0,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
611,720,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,27,1995,37,32,2879,32.0,20,1,21,17,3,4,4,1,17.8,14.5,3.5,18.0,40.0,41.0,203.0,0.63,0.03,0.66,0.53,0.56,0.56,0.11,0.66,0.45,0.56
612,721,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,23,1999,18,11,819,9.1,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,9.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04
613,722,Ismael Diallo,ci CIV,DF,Ajaccio,fr Ligue 1,25,1997,28,25,2176,24.2,0,0,0,0,0,0,9,1,0.3,0.3,0.6,0.8,36.0,70.0,36.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
614,723,Mamady Diarra,ml MLI,"MF,DF",Cádiz,es La Liga,22,2000,2,1,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
615,724,Mouhamadou Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,18,2004,29,18,1626,18.1,3,2,5,3,0,0,4,0,1.8,1.8,2.2,4.1,68.0,52.0,89.0,0.17,0.11,0.28,0.17,0.28,0.1,0.12,0.22,0.1,0.22
616,725,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,21,2000,23,12,1225,13.6,0,1,1,0,0,0,0,0,0.2,0.2,0.7,0.9,21.0,50.0,43.0,0.0,0.07,0.07,0.0,0.07,0.01,0.05,0.06,0.01,0.06
617,726,Stéphane Diarra,fr FRA,"FW,MF",Lorient,fr Ligue 1,23,1998,28,14,1066,11.8,2,0,2,2,0,0,1,0,2.2,2.2,1.7,4.0,40.0,33.0,85.0,0.17,0.0,0.17,0.17,0.17,0.19,0.15,0.33,0.19,0.33
618,727,Youba Diarra,ml MLI,MF,Cádiz,es La Liga,24,1998,5,1,98,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45
619,728,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,25,1997,26,22,1998,22.2,0,0,0,0,0,0,3,0,1.3,1.3,0.6,1.9,14.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
620,729,Krépin Diatta,sn SEN,"MF,FW",Monaco,fr Ligue 1,23,1999,31,22,2072,23.0,4,2,6,4,0,0,3,0,4.6,4.6,3.4,8.0,80.0,90.0,229.0,0.17,0.09,0.26,0.17,0.26,0.2,0.15,0.35,0.2,0.35
621,731,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,22,1999,33,27,1925,21.4,6,7,13,6,0,0,3,0,6.0,6.0,5.6,11.5,80.0,121.0,116.0,0.28,0.33,0.61,0.28,0.61,0.28,0.26,0.54,0.28,0.54
622,732,Luis Díaz,co COL,FW,Liverpool,eng Premier League,25,1997,17,11,996,11.1,4,2,6,4,0,0,2,0,2.5,2.5,1.5,4.0,39.0,49.0,116.0,0.36,0.18,0.54,0.36,0.54,0.22,0.14,0.36,0.22,0.36
623,733,Justin Diehl,de GER,"MF,FW",Köln,de Bundesliga,17,2004,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,736,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,28,1994,33,31,2818,31.3,2,1,3,2,0,0,3,0,1.6,1.6,1.2,2.8,9.0,87.0,14.0,0.06,0.03,0.1,0.06,0.1,0.05,0.04,0.09,0.05,0.09
625,737,Florian Dietz,de GER,FW,Köln,de Bundesliga,23,1998,11,4,395,4.4,1,0,1,1,0,0,1,0,2.5,2.5,0.3,2.8,8.0,5.0,22.0,0.23,0.0,0.23,0.23,0.23,0.57,0.07,0.64,0.57,0.64
626,738,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29,1993,28,18,1502,16.7,1,0,1,1,0,0,5,0,0.4,0.4,1.9,2.3,29.0,57.0,89.0,0.06,0.0,0.06,0.06,0.06,0.02,0.11,0.14,0.02,0.14
627,739,Federico Dimarco,it ITA,DF,Inter,it Serie A,24,1997,33,26,2069,23.0,4,3,7,4,0,0,0,0,3.1,3.1,6.9,9.9,45.0,88.0,189.0,0.17,0.13,0.3,0.17,0.3,0.13,0.3,0.43,0.13,0.43
