,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net
1026,1192,Roberto Insigne,it ITA,"MF,FW",Benevento,it Serie A,26,1994,30,17,1599,17.8,0.11,0.34,0.11,0.34,0.22,0.43,0.22,0.43,29.0,19.0,65.5,10.0,34.5,43.54,0.67,5.39,18.65,20.28,3.48,43.54,1.63,1.07,0.56,27.87,195.28,76.01,2.42,1.74,0.9,2.08,0.79,31.52,6.57,4.33,0.45,497.0,625.0,79.5,8037.0,1900.0,268.0,305.0,87.9,149.0,183.0,81.4,58.0,91.0,63.7,0.22,0.21,0.16,0.01,2.25,1.57,1.4,0.22,2.64,2.14,0.68,0.05,0.17,0.1,-1.9,-1.9
1027,1193,Pablo Insua,es ESP,DF,Huesca,es La Liga,26,1993,20,17,1587,17.6,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,3.0,3.0,100.0,0.0,0.0,51.42,7.84,33.98,16.53,1.36,0.45,51.42,0.17,0.17,0.0,27.33,114.09,59.43,0.17,0.17,0.0,0.23,0.06,32.95,0.17,0.51,0.06,637.0,749.0,85.0,13242.0,4389.0,180.0,203.0,88.7,361.0,393.0,91.9,93.0,140.0,66.4,0.0,0.0,0.01,0.0,0.06,1.25,0.06,0.0,1.14,0.17,0.0,0.0,0.0,0.07,-0.2,-0.2
1028,1194,Takashi Inui,jp JPN,"MF,FW",Eibar,es La Liga,32,1988,28,22,1819,20.2,0.05,0.05,0.05,0.05,0.12,0.21,0.12,0.21,63.0,26.0,41.3,37.0,58.7,37.48,0.5,3.51,13.12,21.24,2.38,37.48,3.12,1.29,1.83,23.42,148.56,68.07,2.92,1.09,0.84,2.62,1.09,26.34,5.89,2.13,0.05,353.0,531.0,66.5,5492.0,1266.0,194.0,229.0,84.7,109.0,161.0,67.7,33.0,84.0,39.3,0.0,0.08,0.08,-0.08,0.69,1.29,0.79,0.5,2.72,1.83,0.84,0.03,0.06,0.07,-1.4,-1.4
1029,1195,Artur Ioniță,md MDA,MF,Benevento,it Serie A,29,1990,36,34,2835,31.5,0.06,0.06,0.06,0.06,0.05,0.08,0.05,0.08,25.0,17.0,68.0,8.0,32.0,32.29,1.43,6.89,18.32,7.59,0.89,32.29,0.79,0.54,0.25,14.76,74.89,35.94,0.95,0.76,0.03,0.86,0.7,17.84,1.71,0.89,0.13,574.0,754.0,76.1,8316.0,2105.0,326.0,383.0,85.1,184.0,231.0,79.7,28.0,52.0,53.8,0.0,0.03,0.02,-0.03,0.41,1.4,0.38,0.1,2.03,0.73,0.22,0.09,0.29,0.07,0.3,0.3
1030,1196,Alexander Isak,se SWE,FW,Real Sociedad,es La Liga,20,1999,34,30,2340,26.0,0.65,0.73,0.65,0.73,0.64,0.71,0.61,0.68,67.0,38.0,56.7,29.0,43.3,27.08,0.31,0.96,11.65,15.0,5.42,27.04,2.58,1.46,1.12,15.5,98.04,46.85,1.69,1.27,0.96,2.08,1.08,20.08,5.88,1.92,0.23,319.0,451.0,70.7,4637.0,758.0,175.0,225.0,77.8,106.0,133.0,79.7,17.0,31.0,54.8,0.08,0.07,0.08,0.01,0.38,0.42,0.65,0.0,1.69,3.08,1.54,0.21,0.43,0.2,0.2,1.0
1031,1197,Isco,es ESP,MF,Real Madrid,es La Liga,28,1992,25,8,908,10.1,0.0,0.2,0.0,0.2,0.15,0.29,0.15,0.29,44.0,31.0,70.5,13.0,29.5,82.97,0.99,9.31,45.64,29.31,3.86,82.97,4.36,3.07,1.29,59.6,356.04,182.48,3.56,3.07,0.69,2.18,1.68,70.79,5.15,4.17,0.3,632.0,734.0,86.1,9629.0,2983.0,346.0,363.0,95.3,200.0,231.0,86.6,50.0,76.0,65.8,0.2,0.14,0.14,0.06,1.88,7.82,1.58,0.0,10.79,1.98,0.3,0.0,0.0,0.08,-1.5,-1.5
1032,1198,Ardian Ismajli,al ALB,DF,Spezia,it Serie A,23,1996,17,14,1297,14.4,0.07,0.14,0.07,0.14,0.05,0.09,0.05,0.09,0.0,0.0,0.0,0.0,0.0,59.38,4.65,29.03,29.51,0.9,0.42,59.38,0.0,0.0,0.0,36.39,199.44,106.11,0.28,0.21,0.0,0.14,0.14,37.64,0.0,0.62,0.28,639.0,737.0,86.7,13578.0,3747.0,157.0,177.0,88.7,397.0,427.0,93.0,83.0,122.0,68.0,0.07,0.04,0.01,0.03,0.14,2.08,0.0,0.0,2.78,0.42,0.07,0.17,1.0,0.11,0.3,0.3
1033,1199,Branislav Ivanović,rs SRB,DF,West Brom,eng Premier League,36,1984,13,8,767,8.5,0.0,0.0,0.0,0.0,0.06,0.07,0.06,0.07,0.0,0.0,0.0,0.0,0.0,46.35,6.0,23.06,22.24,1.29,0.59,46.35,0.0,0.0,0.0,17.65,79.88,44.35,0.0,0.12,0.0,0.12,0.0,24.35,0.12,0.35,0.0,267.0,320.0,83.4,5173.0,1545.0,88.0,95.0,92.6,149.0,167.0,89.2,26.0,49.0,53.1,0.0,0.01,0.0,-0.01,0.12,0.71,0.24,0.0,1.18,0.47,0.12,0.0,0.0,0.13,-0.5,-0.5
1034,1200,Alex Iwobi,ng NGA,"FW,MF",Everton,eng Premier League,24,1996,30,17,1542,17.1,0.06,0.18,0.06,0.18,0.05,0.16,0.05,0.16,71.0,45.0,63.4,26.0,36.6,51.64,1.35,10.41,22.69,19.71,2.46,51.64,4.15,2.63,1.52,33.68,253.8,137.13,4.21,2.87,0.76,2.4,1.52,36.08,5.79,2.63,0.29,528.0,698.0,75.6,8511.0,2306.0,270.0,308.0,87.7,206.0,258.0,79.8,36.0,78.0,46.2,0.12,0.11,0.11,0.01,0.94,2.05,1.35,0.41,3.8,0.88,0.18,0.07,0.33,0.06,0.1,0.1
1035,1201,Jairo Izquierdo,es ESP,"MF,DF",Cádiz,es La Liga,26,1993,30,11,1277,14.2,0.07,0.07,0.07,0.07,0.05,0.11,0.05,0.11,23.0,14.0,60.9,9.0,39.1,40.07,1.97,10.35,17.04,13.87,0.7,40.07,1.62,0.99,0.63,22.75,160.14,89.15,2.32,1.83,0.21,1.69,1.27,22.32,4.01,1.27,0.0,327.0,456.0,71.7,4890.0,1584.0,185.0,220.0,84.1,103.0,138.0,74.6,23.0,51.0,45.1,0.0,0.06,0.06,-0.06,0.49,1.69,0.49,0.35,1.97,0.7,0.21,0.1,0.33,0.08,0.2,0.2
1036,1202,José Izquierdo,co COL,DF,Brighton,eng Premier League,28,1992,1,0,9,0.1,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.24,1.0,0.0,0.0,1.0,100.0,130.0,0.0,0.0,10.0,120.0,0.0,130.0,10.0,0.0,10.0,80.0,770.0,540.0,10.0,10.0,0.0,10.0,0.0,80.0,20.0,10.0,0.0,8.0,9.0,88.9,115.0,10.0,5.0,5.0,100.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.02,0.0,0.0
1037,1203,Armando Izzo,it ITA,DF,Torino,it Serie A,28,1992,25,24,2004,22.3,0.09,0.09,0.09,0.09,0.07,0.08,0.07,0.08,18.0,12.0,66.7,6.0,33.3,64.08,4.39,24.35,33.45,6.77,1.48,64.08,0.81,0.54,0.27,36.23,201.08,105.38,1.57,0.99,0.04,0.76,0.36,40.18,0.9,1.57,0.0,973.0,1207.0,80.6,18053.0,6186.0,424.0,466.0,91.0,384.0,451.0,85.1,147.0,250.0,58.8,0.0,0.01,0.05,-0.01,0.22,3.45,0.36,0.27,4.62,0.76,0.13,0.12,0.67,0.09,0.5,0.5
1038,1204,Phil Jagielka,eng ENG,DF,Sheffield Utd,eng Premier League,37,1982,10,6,526,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.86,7.24,25.86,19.31,1.38,0.17,45.86,0.0,0.0,0.0,20.86,63.45,17.41,0.17,0.0,0.0,0.52,0.0,21.03,0.34,0.17,0.0,148.0,209.0,70.8,3289.0,1135.0,39.0,49.0,79.6,76.0,98.0,77.6,30.0,51.0,58.8,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,1205,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,eng Premier League,26,1993,21,6,528,5.9,0.0,0.17,0.0,0.17,0.26,0.77,0.26,0.77,17.0,11.0,64.7,6.0,35.3,56.1,0.68,3.9,19.15,33.73,4.92,56.1,2.88,1.86,1.02,37.12,167.97,93.56,3.05,2.2,1.02,2.03,1.19,43.05,8.98,3.57,0.17,188.0,266.0,70.7,2801.0,657.0,103.0,126.0,81.7,61.0,82.0,74.4,14.0,28.0,50.0,0.17,0.51,0.39,-0.34,1.69,1.69,3.22,0.68,4.75,3.07,0.51,0.0,0.0,0.09,-1.5,-1.5
1040,1206,Mato Jajalo,ba BIH,MF,Udinese,it Serie A,32,1988,1,0,34,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,5.0,27.5,50.0,10.0,0.0,87.5,0.0,0.0,0.0,37.5,160.0,85.0,0.0,5.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,23.0,32.0,71.9,313.0,104.0,12.0,14.0,85.7,10.0,13.0,76.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,1207,Ismail Jakobs,sn SEN,"MF,FW",Köln,de Bundesliga,20,1999,23,18,1726,19.2,0.05,0.1,0.05,0.1,0.13,0.23,0.13,0.23,22.0,9.0,40.9,13.0,59.1,47.45,1.98,11.88,17.6,18.28,2.55,47.45,1.15,0.47,0.68,23.39,119.17,48.65,1.77,1.04,0.78,2.5,0.47,28.02,6.98,1.83,0.16,459.0,703.0,65.3,7065.0,2361.0,268.0,329.0,81.5,141.0,215.0,65.6,35.0,103.0,34.0,0.05,0.1,0.08,-0.05,0.78,0.99,0.83,0.57,1.77,1.15,0.31,0.05,0.17,0.11,-1.4,-1.4
1042,1208,Daniel James,wls WAL,FW,Manchester Utd,eng Premier League,22,1997,15,11,910,10.1,0.3,0.4,0.3,0.4,0.22,0.31,0.22,0.31,23.0,11.0,47.8,12.0,52.2,42.18,0.79,5.45,15.84,21.78,3.56,42.18,2.28,1.09,1.19,24.26,179.21,104.85,3.56,2.28,0.69,2.08,0.89,30.1,8.32,1.68,0.2,238.0,312.0,76.3,2956.0,698.0,148.0,176.0,84.1,66.0,85.0,77.6,4.0,7.0,57.1,0.1,0.09,0.08,0.01,0.99,0.79,1.29,0.2,3.17,1.68,0.59,0.18,0.5,0.13,0.8,0.8
1043,1209,Reece James,eng ENG,DF,Chelsea,eng Premier League,20,1999,32,25,2373,26.4,0.04,0.11,0.04,0.11,0.06,0.19,0.06,0.19,51.0,34.0,66.7,17.0,33.3,86.97,2.95,21.1,38.6,27.95,1.86,86.97,1.93,1.29,0.64,48.94,223.48,115.61,3.03,2.05,0.76,1.02,0.87,60.64,7.73,3.07,0.19,1706.0,2028.0,84.1,27925.0,6815.0,835.0,908.0,92.0,697.0,788.0,88.5,126.0,220.0,57.3,0.08,0.13,0.14,-0.06,1.55,3.41,1.67,0.72,4.85,1.29,0.42,0.03,0.09,0.05,-0.6,-0.6
1044,1210,Alexandre Jankewitz,ch SUI,MF,Southampton,eng Premier League,18,2001,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,inf,,inf,,inf,,,,inf,inf,inf,,,,inf,,inf,,30.0,0.0,2.0,3.0,66.7,24.0,17.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,,,,,,,inf,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,1211,Saidy Janko,gm GAM,DF,Valladolid,es La Liga,24,1995,19,14,1220,13.6,0.0,0.07,0.0,0.07,0.03,0.07,0.03,0.07,27.0,20.0,74.1,7.0,25.9,54.85,3.68,16.99,24.56,13.9,1.1,54.85,1.99,1.47,0.51,25.37,150.15,79.78,2.21,1.76,0.37,1.25,0.81,27.65,4.71,1.84,0.15,436.0,598.0,72.9,6728.0,2484.0,236.0,275.0,85.8,153.0,197.0,77.7,32.0,78.0,41.0,0.07,0.04,0.07,0.04,0.66,2.13,0.88,0.59,2.43,0.22,0.07,0.0,0.0,0.16,-0.5,-0.5
1046,1212,Jakub Jankto,cz CZE,MF,Sampdoria,it Serie A,24,1996,35,29,2409,26.8,0.22,0.34,0.22,0.34,0.17,0.3,0.17,0.3,26.0,10.0,38.5,16.0,61.5,43.84,1.38,8.4,19.59,16.34,2.84,43.84,0.97,0.37,0.6,24.07,136.53,65.49,1.94,1.34,0.71,1.46,1.27,29.66,5.9,2.32,0.26,621.0,920.0,67.5,9938.0,2659.0,337.0,426.0,79.1,214.0,291.0,73.5,52.0,133.0,39.1,0.11,0.13,0.16,-0.02,1.27,1.79,1.01,0.3,3.28,1.46,0.37,0.15,0.6,0.12,1.4,1.4
1047,1213,Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,30,1990,8,3,269,3.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,95.33,3.67,33.33,58.67,3.33,1.0,95.33,0.0,0.0,0.0,63.0,221.0,110.33,0.0,0.0,0.0,0.33,0.0,72.67,0.33,1.0,0.0,240.0,262.0,91.6,4244.0,1384.0,97.0,100.0,97.0,122.0,131.0,93.1,18.0,25.0,72.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,5.33,0.67,0.33,0.0,0.0,0.08,-0.2,-0.2
1048,1214,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,es La Liga,25,1995,27,12,1014,11.3,0.36,0.8,0.09,0.53,0.44,0.79,0.23,0.58,67.0,45.0,67.2,22.0,32.8,63.54,0.35,3.89,26.81,34.25,3.36,63.27,5.93,3.98,1.95,42.83,272.12,139.29,3.98,3.45,0.88,3.19,1.95,49.29,10.27,4.79,1.07,397.0,567.0,70.0,6787.0,2355.0,208.0,239.0,87.0,123.0,160.0,76.9,48.0,107.0,44.9,0.44,0.35,0.37,0.09,2.04,2.48,3.01,0.35,5.93,2.57,0.8,0.03,0.11,0.09,-1.0,-1.6
1049,1216,Jason,es ESP,"MF,DF",Valencia,es La Liga,26,1994,17,4,441,4.9,0.0,0.0,0.0,0.0,0.04,0.14,0.04,0.14,20.0,8.0,40.0,12.0,60.0,43.88,1.63,10.82,15.71,18.57,1.43,43.88,4.08,1.63,2.45,26.73,196.33,99.59,3.47,2.86,0.41,3.06,1.22,27.35,4.69,2.45,0.2,87.0,139.0,62.6,1293.0,443.0,42.0,59.0,71.2,29.0,45.0,64.4,7.0,18.0,38.9,0.0,0.1,0.08,-0.1,1.43,0.82,1.02,0.61,2.65,1.02,0.0,0.0,0.0,0.04,-0.2,-0.2
1050,1217,Luis Javier Suárez,co COL,"FW,MF",Granada,es La Liga,22,1997,27,18,1666,18.5,0.27,0.32,0.27,0.32,0.34,0.45,0.34,0.45,43.0,28.0,65.1,15.0,34.9,27.19,0.54,3.19,9.84,14.81,3.95,27.19,2.32,1.51,0.81,15.46,110.76,49.51,1.78,1.3,0.97,2.59,1.41,17.51,4.86,2.32,0.49,171.0,292.0,58.6,2575.0,673.0,93.0,129.0,72.1,54.0,89.0,60.7,13.0,30.0,43.3,0.05,0.11,0.05,-0.05,0.81,0.7,0.59,0.05,1.78,2.54,0.92,0.11,0.29,0.14,-1.4,-1.4
1051,1218,Corentin Jean,fr FRA,"FW,MF",Lens,fr Ligue 1,25,1995,23,6,580,6.4,0.16,0.31,0.16,0.31,0.26,0.34,0.26,0.34,17.0,8.0,47.1,9.0,52.9,38.75,0.62,3.59,15.47,20.31,3.91,38.75,2.66,1.25,1.41,26.25,134.84,54.84,1.41,0.94,0.16,2.97,2.03,29.22,8.59,4.2,0.62,124.0,168.0,73.8,1772.0,396.0,74.0,82.0,90.2,34.0,50.0,68.0,9.0,16.0,56.3,0.16,0.08,0.11,0.08,1.25,1.41,1.09,0.62,1.41,3.26,1.55,0.05,0.1,0.08,-0.7,-0.7
1052,1219,Daniel Jebbison,eng ENG,FW,Sheffield Utd,eng Premier League,16,2003,4,3,284,3.2,0.32,0.32,0.32,0.32,0.36,0.37,0.36,0.37,4.0,2.0,50.0,2.0,50.0,22.81,0.31,2.5,9.69,10.62,1.56,22.81,1.25,0.62,0.62,10.31,42.81,15.94,0.62,0.31,0.31,2.5,1.56,12.19,1.88,0.95,0.0,24.0,36.0,66.7,271.0,32.0,12.0,17.0,70.6,4.0,6.0,66.7,1.0,2.0,50.0,0.0,0.0,0.03,0.0,0.31,0.62,0.0,0.0,0.31,1.27,0.63,0.25,0.5,0.29,-0.1,-0.1
1053,1220,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,24,1995,3,2,152,1.7,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,94.12,5.29,33.53,53.53,7.06,0.59,94.12,0.0,0.0,0.0,40.59,145.88,67.65,0.0,0.0,0.0,1.18,0.59,58.82,0.0,0.59,0.0,111.0,137.0,81.0,2072.0,802.0,51.0,52.0,98.1,50.0,61.0,82.0,10.0,18.0,55.6,0.0,0.0,0.12,0.0,0.0,8.82,0.0,0.0,5.29,0.59,0.0,0.0,0.0,0.03,0.0,0.0
1054,1221,Fredrik Jensen,fi FIN,"FW,MF",Augsburg,de Bundesliga,22,1997,13,1,377,4.2,0.0,0.24,0.0,0.24,0.07,0.35,0.07,0.35,11.0,6.0,54.5,5.0,45.5,35.71,1.9,7.38,13.81,15.24,3.1,35.71,2.62,1.43,1.19,21.67,94.29,32.62,0.95,1.67,0.0,3.1,2.38,23.33,6.19,2.63,0.95,67.0,103.0,65.0,978.0,339.0,39.0,48.0,81.3,20.0,28.0,71.4,4.0,13.0,30.8,0.24,0.29,0.26,-0.05,1.43,0.71,0.95,0.24,2.62,1.19,0.24,0.0,0.0,0.06,-0.3,-0.3
1055,1222,Jesé,es ESP,FW,Paris S-G,fr Ligue 1,27,1993,2,0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,36.67,0.0,3.33,10.0,23.33,16.67,36.67,3.33,0.0,3.33,20.0,36.67,0.0,0.0,0.0,0.0,3.33,0.0,30.0,13.33,0.0,0.0,3.0,7.0,42.9,32.0,0.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,1223,Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,23,1997,29,22,2063,22.9,0.39,0.57,0.39,0.57,0.38,0.5,0.38,0.5,70.0,48.0,68.6,22.0,31.4,43.84,0.31,2.36,17.34,24.8,5.55,43.84,3.06,2.1,0.96,27.73,160.57,70.7,2.36,1.66,1.22,2.58,1.66,34.89,8.82,3.4,0.48,631.0,751.0,84.0,7356.0,844.0,416.0,472.0,88.1,133.0,154.0,86.4,18.0,25.0,72.0,0.17,0.12,0.1,0.06,1.31,0.79,0.57,0.04,1.79,2.4,0.7,0.16,0.56,0.16,0.3,0.3
1057,1224,Juan Jesus,br BRA,DF,Roma,it Serie A,29,1991,5,0,157,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,84.12,9.41,38.82,44.71,0.59,0.0,84.12,0.59,0.59,0.0,50.59,241.18,128.24,0.59,1.18,0.0,0.0,0.0,65.88,0.0,0.0,0.0,122.0,133.0,91.7,2356.0,963.0,37.0,39.0,94.9,72.0,75.0,96.0,11.0,14.0,78.6,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,1225,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,29,1991,10,10,823,9.1,0.44,0.44,0.44,0.44,0.27,0.29,0.27,0.29,21.0,10.0,47.6,11.0,52.4,41.21,1.54,3.41,21.76,16.48,4.18,41.21,2.31,1.1,1.21,25.6,146.7,72.2,2.53,1.32,0.77,3.52,1.98,33.3,5.05,2.19,0.44,207.0,265.0,78.1,2947.0,540.0,114.0,135.0,84.4,51.0,67.0,76.1,18.0,23.0,78.3,0.0,0.03,0.02,-0.03,0.55,2.2,0.77,0.11,2.86,2.84,1.09,0.15,0.4,0.09,1.6,1.6
1059,1226,Joaquín,es ESP,"FW,MF",Betis,es La Liga,39,1981,27,16,1291,14.3,0.14,0.56,0.14,0.56,0.04,0.25,0.04,0.25,29.0,20.0,69.0,9.0,31.0,60.7,0.56,5.38,23.57,32.24,2.45,60.7,2.03,1.4,0.63,35.87,203.92,105.94,3.22,3.01,0.49,2.03,1.05,45.45,8.46,3.77,0.63,606.0,759.0,79.8,8610.0,2320.0,353.0,389.0,90.7,174.0,210.0,82.9,38.0,83.0,45.8,0.42,0.21,0.19,0.21,2.24,2.73,1.68,0.63,5.38,0.7,0.35,0.2,0.4,0.06,1.4,1.4
1060,1227,John Joe,ie IRL,"MF,FW",Getafe,es La Liga,16,2003,6,0,65,0.7,0.0,0.0,0.0,0.0,0.31,0.31,0.31,0.31,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.43,17.14,31.43,8.57,50.0,0.0,0.0,0.0,28.57,62.86,15.71,1.43,0.0,0.0,8.57,5.71,37.14,14.29,0.0,0.0,9.0,19.0,47.4,119.0,50.0,8.0,11.0,72.7,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,2.77,0.0,0.0,0.0,0.11,-0.2,-0.2
1061,1228,Joelinton,br BRA,"FW,MF",Newcastle Utd,eng Premier League,23,1996,31,23,1983,22.0,0.18,0.27,0.14,0.23,0.25,0.36,0.21,0.32,67.0,37.0,55.2,30.0,44.8,42.45,1.5,5.64,22.82,14.73,3.36,42.41,3.05,1.68,1.36,23.32,121.45,46.95,1.55,0.95,0.59,3.64,1.91,29.55,4.73,2.45,0.32,427.0,598.0,71.4,5385.0,1019.0,257.0,331.0,77.6,115.0,152.0,75.7,14.0,23.0,60.9,0.09,0.11,0.05,-0.02,0.77,1.09,0.41,0.05,1.77,1.95,0.86,0.07,0.16,0.11,-1.4,-1.6
1062,1229,Marco John,de GER,DF,Hoffenheim,de Bundesliga,18,2002,14,12,997,11.1,0.0,0.0,0.0,0.0,0.01,0.19,0.01,0.19,36.0,15.0,41.7,21.0,58.3,61.53,3.6,15.05,26.13,20.81,1.53,61.53,3.24,1.35,1.89,30.54,134.32,65.23,1.89,0.99,0.63,1.62,0.81,34.05,5.68,1.99,0.0,414.0,537.0,77.1,5987.0,2356.0,244.0,280.0,87.1,133.0,167.0,79.6,24.0,41.0,58.5,0.0,0.18,0.14,-0.18,0.9,1.89,1.71,0.72,4.23,0.45,0.0,0.0,0.0,0.03,-0.1,-0.1
1063,1230,Ben Johnson,eng ENG,"DF,FW",West Ham,eng Premier League,20,2000,14,5,523,5.8,0.17,0.17,0.17,0.17,0.07,0.14,0.07,0.14,6.0,4.0,66.7,2.0,33.3,47.41,2.59,13.1,21.21,14.14,0.34,47.41,1.03,0.69,0.34,26.72,156.03,82.24,1.9,2.07,0.0,0.69,1.03,28.1,4.14,1.2,0.0,157.0,227.0,69.2,2426.0,1029.0,91.0,108.0,84.3,47.0,69.0,68.1,14.0,33.0,42.4,0.0,0.07,0.07,-0.07,0.69,2.93,0.52,0.52,3.45,0.52,0.17,0.33,1.0,0.14,0.6,0.6
1064,1232,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,19,2001,24,13,1179,13.1,0.08,0.23,0.08,0.23,0.13,0.24,0.13,0.24,34.0,22.0,64.7,12.0,35.3,86.49,1.15,9.77,49.08,28.47,1.98,86.49,2.6,1.68,0.92,60.92,318.85,149.92,3.21,3.28,0.61,1.68,2.44,69.47,6.03,3.05,0.31,900.0,983.0,91.6,12828.0,2687.0,534.0,569.0,93.8,280.0,294.0,95.2,41.0,53.0,77.4,0.15,0.11,0.11,0.04,0.92,6.64,1.76,0.08,6.79,1.45,0.69,0.05,0.11,0.09,-0.7,-0.7
1065,1233,Frenkie de Jong,nl NED,"MF,DF",Barcelona,es La Liga,23,1997,37,35,3154,35.0,0.09,0.2,0.09,0.2,0.14,0.3,0.14,0.3,67.0,58.0,86.6,9.0,13.4,87.2,2.57,17.63,49.77,20.74,2.49,87.2,1.91,1.66,0.26,61.34,361.86,209.54,2.71,2.94,0.31,1.0,0.71,71.97,3.69,2.54,0.26,2575.0,2821.0,91.3,38292.0,11255.0,1377.0,1462.0,94.2,943.0,1002.0,94.1,131.0,156.0,84.0,0.11,0.17,0.16,-0.05,1.4,6.94,0.86,0.0,6.8,0.49,0.17,0.18,0.5,0.3,-1.8,-1.8
1066,1234,Luuk de Jong,nl NED,FW,Sevilla,es La Liga,29,1990,34,14,1268,14.1,0.28,0.28,0.28,0.28,0.33,0.4,0.33,0.4,14.0,9.0,64.3,5.0,35.7,34.47,1.35,3.12,18.87,12.77,4.33,34.47,0.99,0.64,0.35,16.1,55.82,20.07,0.43,0.57,0.07,2.41,0.99,26.88,4.68,1.77,0.0,246.0,342.0,71.9,3048.0,357.0,157.0,197.0,79.7,62.0,91.0,68.1,7.0,12.0,58.3,0.0,0.07,0.05,-0.07,0.78,1.06,0.28,0.0,1.28,2.27,0.78,0.13,0.36,0.15,-0.7,-0.7
1067,1235,Jony,es ESP,"MF,FW",Osasuna,es La Liga,29,1991,22,9,871,9.7,0.0,0.21,0.0,0.21,0.07,0.34,0.07,0.34,41.0,17.0,41.5,24.0,58.5,52.58,0.41,4.12,19.69,29.07,2.27,52.58,4.23,1.75,2.47,31.96,177.94,80.82,2.47,2.47,0.52,3.3,1.55,36.8,8.66,4.24,0.31,223.0,392.0,56.9,4316.0,1823.0,105.0,138.0,76.1,73.0,126.0,57.9,41.0,89.0,46.1,0.21,0.28,0.36,-0.07,1.96,2.47,3.4,1.55,4.95,1.03,0.41,0.0,0.0,0.07,-0.7,-0.7
