,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
64,73,Ángel Algobia,es ESP,MF,Getafe,es La Liga,23,1999,26,11,1138,12.6,0.0,0.0,0.0,0.0,0.02,0.07,0.02,0.07,6.0,4.0,66.7,2.0,33.3,49.68,1.11,11.67,30.95,7.3,0.71,49.68,0.48,0.32,0.16,26.19,122.38,56.83,0.79,0.32,0.24,0.95,0.56,30.71,0.87,1.27,0.08,1.03,0.0,0.08,0.16,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,420.0,521.0,80.6,7479.0,1575.0,179.0,211.0,84.8,173.0,197.0,87.8,52.0,82.0,63.4,0.0,0.05,0.02,-0.05,0.4,2.78,0.32,0.32,3.33,41.35,39.84,1.35,1.19,0.0,0.4,0.87,0.0,0.08,0.08,0.0,0.0,33.33,0.16,0.63,0.55,0.08,0.0,0.0,0.04,-0.3,-0.3,25.0,0.24,0.0,0.0,2.46,0.79,0.0,0.24,1.03,0.0,0.0,5.4,0.56,1.67,1,0,1,0,0,0
69,79,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,22,2000,34,29,2539,28.2,0.07,0.21,0.07,0.21,0.05,0.17,0.05,0.17,90.0,46.0,51.1,31.0,34.4,59.75,1.17,8.65,29.08,23.09,0.85,59.75,3.19,1.63,1.1,37.2,221.42,113.33,2.62,2.52,0.11,1.49,1.74,39.5,2.52,3.22,0.18,2.38,0.6,0.04,0.04,0.07,0.11,0.11,0.07,0.0,0.0,0.0,0.0,1110.0,1402.0,79.2,18396.0,6030.0,561.0,624.0,89.9,396.0,485.0,81.6,110.0,213.0,51.6,0.14,0.12,0.14,0.02,1.52,5.07,1.52,0.46,6.99,49.72,43.48,5.82,2.55,0.25,0.43,4.5,0.46,2.23,0.78,0.6,0.0,39.36,0.43,0.64,0.82,0.28,0.09,0.25,0.06,0.6,0.6,32.6,0.11,0.0,0.0,1.1,1.42,0.04,0.71,1.49,0.0,0.0,5.71,0.5,1.03,1,0,1,0,0,0
72,82,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33,1989,26,14,1361,15.1,0.0,0.0,0.0,0.0,0.03,0.08,0.03,0.08,19.0,10.0,52.6,8.0,42.1,58.21,3.58,16.89,30.26,11.79,0.86,58.21,1.26,0.66,0.53,31.32,197.88,101.19,1.99,1.66,0.0,0.99,0.93,26.69,2.25,1.25,0.0,0.99,0.07,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,448.0,686.0,65.3,7834.0,3413.0,197.0,237.0,83.1,190.0,272.0,69.9,45.0,133.0,33.8,0.0,0.05,0.06,-0.05,0.73,2.85,0.66,0.33,3.38,45.43,34.9,10.4,0.53,0.0,0.0,1.79,9.87,0.0,0.0,0.0,0.0,29.67,0.13,1.39,0.66,0.13,0.0,0.0,0.05,-0.5,-0.5,54.2,0.13,0.07,0.0,1.26,0.99,0.0,2.32,1.52,0.0,0.07,5.89,2.12,1.79,1,0,0,0,1,0
75,85,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,22,16,1501,16.7,0.12,0.12,0.12,0.12,0.03,0.05,0.03,0.05,19.0,8.0,42.1,9.0,47.4,43.83,2.51,13.05,22.51,8.62,0.48,43.83,1.14,0.48,0.54,15.21,55.87,26.17,0.66,0.48,0.0,0.78,0.18,19.04,1.62,0.96,0.06,0.54,0.3,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,350.0,579.0,60.4,5840.0,3078.0,176.0,209.0,84.2,136.0,228.0,59.6,30.0,103.0,29.1,0.0,0.01,0.02,-0.01,0.24,1.62,0.24,0.18,2.28,34.67,25.81,8.8,0.36,0.0,0.12,1.38,8.44,0.0,0.0,0.0,0.0,20.96,0.06,0.96,0.3,0.12,0.4,1.0,0.11,1.5,1.5,50.0,0.42,0.06,0.0,1.62,0.72,0.0,0.9,1.8,0.0,0.06,3.17,1.86,1.86,1,0,1,0,0,0
76,86,Julián Álvarez,ar ARG,"FW,MF",Manchester City,eng Premier League,22,2000,31,13,1465,16.3,0.55,0.55,0.49,0.49,0.43,0.54,0.38,0.49,38.0,21.0,55.3,14.0,36.8,40.12,0.49,2.82,15.64,22.09,5.46,40.06,2.33,1.29,0.86,24.91,134.17,55.71,2.33,1.1,1.04,1.72,1.47,31.04,6.07,3.2,0.31,2.39,0.0,0.37,0.31,0.12,0.0,0.12,0.0,0.06,0.06,0.06,0.0,395.0,503.0,78.5,5472.0,885.0,232.0,270.0,85.9,103.0,135.0,76.3,28.0,43.0,65.1,0.0,0.11,0.1,-0.11,1.1,1.35,0.8,0.12,2.27,30.86,29.33,1.29,0.12,0.43,0.18,1.6,0.25,0.25,0.18,0.0,0.0,24.23,0.25,1.04,2.83,1.23,0.17,0.4,0.13,2.0,1.8,25.8,0.0,0.0,0.0,1.29,0.86,0.18,0.12,0.98,0.06,0.0,2.7,0.49,1.41,1,1,0,0,0,0
82,92,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26,1996,28,12,1227,13.6,0.15,0.15,0.15,0.15,0.2,0.25,0.2,0.25,34.0,14.0,41.2,15.0,44.1,34.12,0.88,5.15,12.57,16.84,2.94,34.12,2.5,1.03,1.1,19.19,122.5,61.76,2.43,1.69,0.88,3.01,1.62,20.81,5.07,1.76,0.22,0.81,0.0,0.37,0.29,0.22,0.07,0.07,0.0,0.07,0.0,0.07,0.0,215.0,299.0,71.9,2692.0,708.0,147.0,174.0,84.5,41.0,64.0,64.1,9.0,19.0,47.4,0.0,0.06,0.04,-0.06,0.15,0.96,0.37,0.22,1.18,21.99,20.44,1.47,0.07,0.07,0.07,1.18,0.59,0.0,0.0,0.0,0.0,15.81,0.07,1.18,1.69,0.51,0.09,0.29,0.12,-0.7,-0.7,29.6,0.15,0.07,0.0,2.57,1.76,0.51,0.37,1.4,0.07,0.0,4.56,0.59,1.4,1,0,1,0,0,0
95,107,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27,1995,34,16,1446,16.1,0.25,0.44,0.19,0.37,0.34,0.39,0.24,0.3,15.0,6.0,40.0,7.0,46.7,37.08,0.87,2.73,21.49,13.04,3.23,36.96,0.93,0.37,0.43,26.77,133.54,29.63,0.5,0.81,0.25,2.92,1.93,29.81,5.47,1.99,0.25,1.61,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,320.0,428.0,74.8,4806.0,688.0,174.0,229.0,76.0,98.0,124.0,79.0,24.0,28.0,85.7,0.19,0.06,0.05,0.13,0.93,1.37,0.37,0.0,1.68,26.58,24.29,2.17,0.0,0.0,0.25,0.06,0.0,0.0,0.0,0.0,0.0,19.88,0.12,0.99,1.74,0.68,0.11,0.27,0.14,-1.5,-0.9,43.3,0.25,0.0,0.0,0.99,2.55,0.43,0.5,0.31,0.06,0.06,2.3,2.8,3.66,1,0,0,0,1,0
99,111,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1999,30,11,1257,14.0,0.21,0.29,0.21,0.29,0.16,0.24,0.16,0.24,47.0,15.0,31.9,30.0,63.8,51.21,1.64,10.71,19.36,21.71,2.36,51.21,3.36,1.07,2.14,30.21,174.93,73.71,2.21,1.79,0.93,1.79,1.93,33.14,5.14,2.72,0.29,2.0,0.21,0.29,0.07,0.07,0.07,0.14,0.0,0.07,0.0,0.07,0.0,387.0,526.0,73.6,5818.0,1610.0,225.0,257.0,87.5,110.0,150.0,73.3,31.0,63.0,49.2,0.07,0.07,0.08,0.0,0.86,1.71,1.36,0.5,3.5,37.57,34.29,3.21,0.64,0.14,0.36,3.07,1.5,1.0,0.64,0.07,0.07,27.64,0.07,1.29,1.58,0.93,0.14,0.23,0.1,0.8,0.8,45.5,0.14,0.0,0.0,0.64,0.86,0.36,0.71,1.21,0.0,0.0,5.71,0.71,0.86,1,1,0,0,0,0
106,118,Antony,br BRA,FW,Manchester Utd,eng Premier League,22,2000,25,23,1802,20.0,0.2,0.3,0.2,0.3,0.33,0.47,0.33,0.47,77.0,30.0,39.0,38.0,49.4,53.3,0.6,6.7,17.4,30.45,4.25,53.3,3.85,1.5,1.9,38.15,239.15,128.45,4.75,3.0,1.6,1.85,0.6,40.65,8.4,3.69,0.35,3.05,0.0,0.25,0.15,0.2,0.05,0.3,0.0,0.05,0.0,0.0,0.0,651.0,819.0,79.5,8497.0,1915.0,439.0,495.0,88.7,146.0,197.0,74.1,31.0,51.0,60.8,0.1,0.14,0.12,-0.04,1.4,1.45,1.65,0.1,3.7,40.95,40.2,0.75,0.05,0.15,0.1,1.6,0.65,0.05,0.0,0.0,0.0,32.55,0.0,1.45,3.6,1.2,0.06,0.17,0.09,-2.6,-2.6,20.8,0.25,0.0,0.0,0.75,1.25,0.1,0.55,0.45,0.0,0.0,4.95,0.25,0.95,1,1,0,0,0,0
119,132,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,21,13,1224,13.6,0.15,0.15,0.15,0.15,0.11,0.17,0.11,0.17,39.0,17.0,43.6,21.0,53.8,41.62,1.03,6.4,19.78,16.32,3.38,41.62,2.87,1.25,1.54,21.62,95.15,45.22,1.4,0.74,0.51,2.57,1.62,26.03,4.71,1.99,0.15,1.69,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.0,0.0,0.0,280.0,385.0,72.7,3591.0,907.0,187.0,240.0,77.9,66.0,87.0,75.9,9.0,12.0,75.0,0.0,0.06,0.04,-0.06,0.66,1.47,0.66,0.0,2.87,28.31,27.65,0.66,0.0,0.0,0.0,0.59,0.15,0.0,0.0,0.0,0.0,20.59,0.0,1.18,1.03,0.59,0.14,0.25,0.11,0.5,0.5,41.1,0.15,0.0,0.0,0.74,0.96,0.0,0.74,1.47,0.0,0.0,5.59,2.21,3.16,1,1,0,0,0,0
129,143,Arthur,br BRA,FW,Fiorentina,it Serie A,24,1998,28,15,1432,15.9,0.5,0.57,0.38,0.44,0.49,0.54,0.39,0.44,35.0,15.0,42.9,17.0,48.6,30.75,0.88,2.26,10.57,18.18,6.42,30.63,2.2,0.94,1.07,16.98,90.44,24.97,0.69,0.88,0.57,3.77,1.51,22.7,5.41,2.26,0.13,1.64,0.0,0.13,0.31,0.19,0.0,0.06,0.0,0.0,0.06,0.0,0.0,183.0,271.0,67.5,2376.0,416.0,118.0,155.0,76.1,41.0,52.0,78.8,9.0,14.0,64.3,0.06,0.05,0.06,0.01,0.88,0.19,0.44,0.0,1.32,17.04,15.91,1.01,0.0,0.06,0.06,0.25,0.19,0.0,0.0,0.0,0.0,11.51,0.13,0.88,3.27,1.26,0.12,0.3,0.12,0.1,-0.3,50.0,0.25,0.0,0.0,1.64,1.13,0.13,0.06,0.13,0.0,0.06,2.45,3.08,3.08,1,0,0,1,0,0
143,163,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,31,1991,23,16,1290,14.3,0.14,0.28,0.07,0.21,0.17,0.31,0.12,0.26,25.0,10.0,40.0,14.0,56.0,50.49,1.68,8.6,25.59,16.71,1.68,50.42,1.75,0.7,0.98,35.8,195.87,66.43,1.4,0.84,0.21,1.26,0.28,32.94,4.06,3.77,0.49,2.45,0.84,0.21,0.21,0.0,0.07,0.21,0.14,0.0,0.14,0.0,0.0,451.0,597.0,75.5,9287.0,2835.0,172.0,204.0,84.3,175.0,219.0,79.9,92.0,140.0,65.7,0.14,0.14,0.14,0.0,1.89,4.27,1.12,0.28,5.38,41.75,37.06,4.48,1.4,0.28,1.26,4.55,0.7,1.68,0.91,0.49,0.0,31.54,0.21,1.05,1.6,0.77,0.04,0.09,0.07,-0.5,-0.7,27.8,0.0,0.0,0.0,0.49,0.28,0.14,0.84,0.7,0.0,0.0,5.1,0.35,0.91,1,0,0,0,1,0
145,165,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,35,1986,24,19,1794,19.9,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.0,0.0,0.0,0.0,0.0,44.02,5.98,25.53,18.54,0.25,0.1,44.02,0.05,0.0,0.0,28.94,162.56,75.13,0.15,0.05,0.0,0.15,0.0,25.53,0.05,0.15,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,607.0,714.0,85.0,12003.0,4107.0,174.0,194.0,89.7,346.0,388.0,89.2,71.0,108.0,65.7,0.0,0.0,0.01,0.0,0.0,0.65,0.0,0.0,1.56,35.88,34.82,1.06,1.06,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.1,0.15,0.05,0.33,1.0,0.41,0.0,0.0,71.7,0.1,0.05,0.0,0.6,0.1,0.0,0.75,0.35,0.0,0.1,4.67,1.91,0.75,1,0,0,0,1,0
154,174,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,27,1995,23,8,927,10.3,0.39,0.49,0.39,0.49,0.34,0.58,0.34,0.58,11.0,6.0,54.5,5.0,45.5,33.4,1.26,4.17,16.99,13.11,4.66,33.4,1.07,0.58,0.49,16.21,74.66,33.3,1.07,0.78,0.78,2.23,0.97,24.85,4.37,3.21,0.39,2.62,0.0,0.1,0.19,0.1,0.19,0.1,0.0,0.1,0.1,0.0,0.1,162.0,247.0,65.6,2373.0,844.0,89.0,130.0,68.5,41.0,56.0,73.2,15.0,20.0,75.0,0.1,0.24,0.14,-0.15,1.36,2.23,0.87,0.0,3.11,23.98,22.52,1.26,0.0,0.19,0.0,0.0,0.1,0.0,0.0,0.0,0.0,15.73,0.19,0.97,2.72,0.97,0.14,0.4,0.13,0.5,0.5,32.4,0.1,0.0,0.0,1.65,0.1,0.78,0.19,0.29,0.1,0.0,3.2,2.14,4.47,1,0,0,0,0,1
158,178,Srđan Babić,rs SRB,DF,Almería,es La Liga,26,1996,34,33,2998,33.3,0.09,0.09,0.09,0.09,0.04,0.04,0.04,0.04,8.0,4.0,50.0,4.0,50.0,49.25,7.12,29.31,19.01,1.29,0.48,49.25,0.24,0.12,0.12,26.76,145.08,83.84,0.63,0.39,0.03,0.3,0.09,30.42,0.15,0.6,0.03,0.54,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1172.0,1373.0,85.4,23290.0,8365.0,382.0,420.0,91.0,637.0,700.0,91.0,142.0,223.0,63.7,0.0,0.01,0.01,-0.01,0.21,1.65,0.09,0.03,1.89,41.23,38.89,2.13,1.95,0.03,0.36,0.06,0.15,0.0,0.0,0.0,0.0,35.2,0.21,0.27,0.27,0.15,0.33,0.6,0.13,1.8,1.8,60.7,0.15,0.0,0.0,0.72,0.27,0.06,0.87,0.54,0.0,0.0,4.08,2.13,1.38,1,0,1,0,0,0
159,184,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,21,2001,35,19,1947,21.6,0.28,0.37,0.28,0.37,0.18,0.42,0.18,0.42,62.0,27.0,43.5,25.0,40.3,51.06,1.3,7.04,23.7,21.02,3.06,51.06,2.87,1.25,1.16,34.81,183.43,85.51,2.31,1.94,0.65,1.9,1.57,40.42,5.09,3.65,0.37,2.69,0.0,0.37,0.37,0.23,0.0,0.23,0.0,0.0,0.09,0.05,0.0,681.0,859.0,79.3,11154.0,3034.0,340.0,380.0,89.5,257.0,301.0,85.4,59.0,100.0,59.0,0.09,0.24,0.18,-0.15,1.44,3.47,1.99,0.14,5.74,39.77,38.47,1.06,0.37,0.97,0.14,1.2,0.09,0.37,0.28,0.0,0.0,31.53,0.23,1.39,2.87,1.02,0.1,0.27,0.06,2.1,2.1,3.7,0.6,0.05,0.05,2.69,2.59,0.14,0.32,0.79,0.05,0.05,4.63,0.05,1.2,1,0,1,0,0,0
170,197,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19,2003,26,24,1772,19.7,0.2,0.2,0.2,0.2,0.12,0.21,0.12,0.21,60.0,23.0,38.3,30.0,50.0,42.69,0.56,5.53,20.71,16.95,2.34,42.69,3.05,1.17,1.52,27.82,177.66,89.95,2.89,2.59,0.71,1.68,0.76,30.46,4.77,3.04,0.2,1.93,0.1,0.36,0.25,0.41,0.0,0.2,0.0,0.0,0.0,0.0,0.0,534.0,647.0,82.5,7465.0,1747.0,307.0,332.0,92.5,175.0,206.0,85.0,19.0,41.0,46.3,0.0,0.09,0.09,-0.09,1.17,1.93,0.86,0.05,3.5,32.84,30.05,2.64,0.3,0.15,0.2,1.07,0.15,0.3,0.05,0.0,0.0,27.11,0.15,0.96,1.68,0.61,0.12,0.33,0.07,1.6,1.6,25.0,0.1,0.0,0.0,0.61,1.88,0.05,0.1,0.61,0.0,0.0,3.5,0.15,0.46,1,0,0,1,0,0
171,198,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,18,2003,33,30,2471,27.5,0.04,0.25,0.04,0.25,0.07,0.25,0.07,0.25,96.0,50.0,52.1,36.0,37.5,70.51,1.45,15.24,31.78,24.44,2.84,70.51,3.49,1.82,1.31,46.18,264.58,149.09,3.49,2.51,1.27,1.49,0.87,49.02,8.51,2.4,0.29,1.82,0.0,0.29,0.07,0.18,0.04,0.29,0.0,0.0,0.0,0.0,0.0,1482.0,1670.0,88.7,21525.0,4340.0,892.0,951.0,93.8,486.0,536.0,90.7,71.0,106.0,67.0,0.22,0.18,0.2,0.04,0.8,2.69,0.8,0.58,2.87,60.73,52.51,7.89,1.16,0.0,0.18,2.44,6.73,0.0,0.0,0.0,0.0,53.89,0.33,0.69,0.69,0.15,0.05,0.25,0.1,-0.9,-0.9,51.4,0.15,0.0,0.0,0.98,1.05,0.18,0.44,1.09,0.0,0.0,5.27,0.69,0.65,1,0,1,0,0,0
172,199,Thierno Balde,fr FRA,"DF,MF",Troyes,fr Ligue 1,20,2002,31,25,2153,23.9,0.0,0.04,0.0,0.04,0.01,0.06,0.01,0.06,67.0,36.0,53.7,22.0,32.8,47.62,3.56,16.53,17.78,14.18,1.42,47.62,2.8,1.51,0.92,32.01,243.01,125.36,2.76,2.13,0.46,1.59,0.63,27.2,4.94,1.88,0.17,1.46,0.08,0.13,0.04,0.17,0.0,0.08,0.0,0.04,0.0,0.04,0.0,763.0,931.0,82.0,11688.0,3640.0,408.0,467.0,87.4,302.0,371.0,81.4,34.0,51.0,66.7,0.04,0.05,0.06,-0.0,0.79,1.42,0.79,0.17,2.51,38.95,31.72,7.24,0.63,0.17,0.08,1.55,6.53,0.08,0.08,0.0,0.0,31.92,0.0,0.79,0.29,0.04,0.0,0.0,0.04,-0.3,-0.3,25.9,0.04,0.0,0.0,0.33,1.42,0.08,0.96,0.59,0.04,0.0,5.98,0.29,0.84,1,0,0,0,1,0
179,206,Folarin Balogun,us USA,FW,Reims,fr Ligue 1,21,2001,37,34,2999,33.3,0.63,0.69,0.45,0.51,0.8,0.91,0.63,0.74,87.0,35.0,40.2,44.0,50.6,29.13,0.48,2.16,11.56,15.77,5.95,28.92,2.61,1.05,1.32,22.28,136.97,50.96,1.68,0.81,1.35,2.82,2.22,22.31,8.5,2.4,0.3,1.5,0.03,0.33,0.33,0.18,0.03,0.12,0.0,0.06,0.06,0.06,0.0,408.0,582.0,70.1,5755.0,1189.0,235.0,303.0,77.6,127.0,180.0,70.6,17.0,29.0,58.6,0.06,0.11,0.1,-0.05,1.08,0.84,0.57,0.03,1.65,17.48,15.62,1.65,0.03,0.12,0.09,0.69,0.09,0.0,0.0,0.0,0.0,12.25,0.21,0.63,3.63,1.5,0.12,0.3,0.18,-5.6,-6.0,19.7,0.15,0.0,0.0,1.14,1.62,0.87,0.09,0.15,0.09,0.0,2.58,0.42,1.71,1,0,0,0,1,0
183,210,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,21,2001,36,19,1636,18.2,0.11,0.17,0.11,0.17,0.17,0.25,0.17,0.25,112.0,48.0,42.9,48.0,42.9,39.56,0.71,4.12,14.62,22.14,4.07,39.56,6.15,2.64,2.64,27.75,251.81,122.86,4.73,3.02,2.09,3.68,1.98,27.97,8.79,2.31,0.17,1.1,0.11,0.71,0.16,0.22,0.0,0.16,0.0,0.0,0.0,0.0,0.0,278.0,428.0,65.0,3757.0,907.0,173.0,219.0,79.0,81.0,128.0,63.3,13.0,33.0,39.4,0.05,0.07,0.06,-0.02,0.77,0.93,0.38,0.05,1.54,23.52,22.47,0.93,0.05,0.0,0.05,2.8,0.27,0.6,0.27,0.05,0.0,15.27,0.11,1.21,1.98,0.66,0.06,0.17,0.09,-1.1,-1.1,17.9,0.33,0.0,0.0,1.7,2.03,0.6,0.44,1.1,0.0,0.0,4.51,0.38,1.76,1,0,0,1,0,0
185,212,Léo Baptistão,br BRA,"FW,MF",Almería,es La Liga,29,1992,28,24,1726,19.2,0.26,0.31,0.26,0.31,0.26,0.32,0.26,0.32,36.0,14.0,38.9,16.0,44.4,41.09,0.83,8.23,20.36,13.65,3.18,41.09,1.88,0.73,0.83,24.22,135.99,77.29,1.98,1.61,0.47,2.92,0.89,27.34,4.32,2.77,0.16,1.93,0.0,0.21,0.42,0.1,0.1,0.1,0.0,0.0,0.05,0.0,0.0,359.0,540.0,66.5,5742.0,1514.0,179.0,229.0,78.2,124.0,178.0,69.7,30.0,66.0,45.5,0.05,0.06,0.05,-0.01,0.94,1.56,0.68,0.16,2.66,28.12,27.4,0.57,0.1,0.31,0.36,0.94,0.42,0.0,0.0,0.0,0.0,18.7,0.16,1.3,2.35,0.83,0.11,0.31,0.11,0.1,0.1,40.3,0.36,0.0,0.0,1.56,1.2,0.52,0.99,1.04,0.0,0.0,5.42,1.41,2.08,1,0,1,0,0,0
189,218,Bradley Barcola,fr FRA,"FW,MF",Lyon,fr Ligue 1,19,2002,26,15,1440,16.0,0.31,0.81,0.31,0.81,0.22,0.46,0.22,0.46,80.0,40.0,50.0,38.0,47.5,41.62,0.62,5.06,15.19,22.19,6.75,41.62,5.0,2.5,2.38,30.06,200.12,87.69,3.19,1.88,1.88,2.25,0.5,27.75,9.75,2.44,0.63,2.0,0.0,0.25,0.12,0.0,0.06,0.62,0.0,0.0,0.0,0.0,0.0,324.0,466.0,69.5,4152.0,1140.0,210.0,276.0,76.1,85.0,124.0,68.5,8.0,17.0,47.1,0.5,0.24,0.26,0.26,1.56,1.31,1.25,0.25,2.44,29.12,28.75,0.19,0.0,0.0,0.06,1.31,0.19,0.0,0.0,0.0,0.0,20.25,0.19,1.06,1.69,0.81,0.19,0.38,0.13,1.5,1.5,33.3,0.19,0.0,0.0,1.5,0.44,0.44,1.19,1.0,0.0,0.0,3.75,1.0,2.0,1,0,0,0,1,0
200,230,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,31,1991,20,15,1325,14.7,0.07,0.14,0.07,0.14,0.06,0.19,0.06,0.19,49.0,23.0,46.9,24.0,49.0,59.12,1.22,10.82,34.08,15.44,0.61,59.12,3.33,1.56,1.63,40.88,249.73,107.21,1.77,2.04,0.0,2.31,1.29,36.26,3.61,2.04,0.07,1.5,0.48,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,481.0,695.0,69.2,9089.0,3373.0,205.0,247.0,83.0,179.0,239.0,74.9,80.0,173.0,46.2,0.07,0.13,0.14,-0.06,1.22,4.83,1.09,0.48,5.92,47.28,41.29,5.65,3.13,0.14,0.27,5.17,0.82,1.63,0.61,0.75,0.0,32.72,0.34,0.95,1.29,0.27,0.05,0.25,0.05,0.1,0.1,56.3,0.07,0.0,0.0,1.36,0.54,0.0,1.22,1.36,0.0,0.0,6.8,0.61,0.48,1,0,0,0,1,0
203,233,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,25,1996,37,37,3330,37.0,0.08,0.08,0.08,0.08,0.05,0.07,0.05,0.07,5.0,3.0,60.0,1.0,20.0,49.27,6.43,26.16,20.84,2.59,0.97,49.27,0.14,0.08,0.03,22.95,121.11,63.57,0.32,0.11,0.0,0.27,0.05,24.81,0.32,0.54,0.03,0.41,0.05,0.0,0.05,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1049.0,1432.0,73.3,22612.0,8666.0,280.0,331.0,84.6,588.0,706.0,83.3,170.0,350.0,48.6,0.0,0.02,0.02,-0.02,0.22,2.32,0.19,0.08,2.89,38.7,35.46,3.05,1.78,0.03,0.59,0.38,1.11,0.0,0.0,0.0,0.0,28.35,0.19,0.38,0.57,0.16,0.14,0.5,0.09,1.1,1.1,58.7,0.16,0.0,0.0,1.0,0.3,0.0,0.97,0.81,0.0,0.03,5.51,2.46,1.73,1,0,0,1,0,0
